mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	const
7.94328e+05	4.12447e+37	4.01720e+26	3.81329e+37	3.85939e+26	4.58019e+48	1.30571e+49	4.21962e+48	1.41389e+49	5.57587e+49	5.14320e+49	3.30859e+18
1.00000e+06	3.27619e+37	2.01338e+26	3.02901e+37	1.93428e+26	3.63817e+48	1.03716e+49	3.35176e+48	1.12309e+49	4.42907e+49	4.08536e+49	2.08757e+18
1.25893e+06	2.60237e+37	1.00908e+26	2.40604e+37	9.69442e+25	2.88994e+48	8.23843e+48	2.66236e+48	8.92107e+48	3.51815e+49	3.24509e+49	1.31718e+18
1.58489e+06	2.06714e+37	5.05741e+25	1.91118e+37	4.85873e+25	2.29559e+48	6.54405e+48	2.11481e+48	7.08629e+48	2.79465e+49	2.57768e+49	8.31080e+17
1.99526e+06	1.64199e+37	2.53471e+25	1.51811e+37	2.43514e+25	1.82344e+48	5.19812e+48	1.67982e+48	5.62881e+48	2.21984e+49	2.04751e+49	5.24372e+17
2.51189e+06	1.30428e+37	1.27037e+25	1.20588e+37	1.22046e+25	1.44827e+48	4.12908e+48	1.33446e+48	4.47115e+48	1.76331e+49	1.62646e+49	3.30852e+17
3.16228e+06	1.03603e+37	6.36693e+24	9.57864e+36	6.11681e+24	1.15045e+48	3.27955e+48	1.05966e+48	3.55122e+48	1.40038e+49	1.29172e+49	2.08752e+17
3.98107e+06	8.22946e+36	3.19103e+24	7.60859e+36	3.06567e+24	9.13949e+47	2.60516e+48	8.41857e+47	2.82096e+48	1.11247e+49	1.02625e+49	1.31715e+17
5.01187e+06	6.53688e+36	1.59930e+24	6.04372e+36	1.53648e+24	7.26139e+47	2.06952e+48	6.68738e+47	2.24081e+48	8.83850e+48	8.14980e+48	8.31057e+16
6.30957e+06	5.19240e+36	8.01551e+23	4.80069e+36	7.70063e+23	5.76232e+47	1.64401e+48	5.31532e+47	1.77992e+48	7.02051e+48	6.47642e+48	5.24360e+16
7.94328e+06	4.12440e+36	4.01727e+23	3.81331e+36	3.85946e+23	4.57739e+47	1.30591e+48	4.22163e+47	1.41378e+48	5.57602e+48	5.14457e+48	3.30836e+16
1.00000e+07	3.27598e+36	2.01340e+23	3.02897e+36	1.93431e+23	3.63750e+47	1.03663e+48	3.34791e+47	1.12327e+48	4.42506e+48	4.08123e+48	2.08741e+16
1.25893e+07	2.60192e+36	1.00908e+23	2.40588e+36	9.69447e+22	2.88209e+47	8.23975e+47	2.66565e+47	8.92105e+47	3.51962e+48	3.25145e+48	1.31705e+16
1.58489e+07	2.06627e+36	5.05729e+22	1.91082e+36	4.85866e+22	2.28892e+47	6.54482e+47	2.11727e+47	7.08473e+47	2.79509e+48	2.58395e+48	8.30963e+15
1.99526e+07	1.64039e+36	2.53447e+22	1.51735e+36	2.43496e+22	1.81628e+47	5.19764e+47	1.68006e+47	5.62461e+47	2.21241e+48	2.04697e+48	5.24290e+15
2.51189e+07	1.30148e+36	1.26999e+22	1.20438e+36	1.22016e+22	1.43663e+47	4.12146e+47	1.33275e+47	4.44954e+47	1.75460e+48	1.63144e+48	3.30823e+15
3.16228e+07	1.03131e+36	6.36146e+21	9.55100e+35	6.11216e+21	1.13211e+47	3.26322e+47	1.05092e+47	3.52158e+47	1.38715e+48	1.28185e+48	2.08699e+15
3.98107e+07	8.15263e+35	3.18344e+21	7.56002e+35	3.05899e+21	8.94397e+46	2.58314e+47	8.28771e+46	2.78343e+47	1.09548e+48	1.02460e+48	1.31661e+15
5.01187e+07	6.41655e+35	1.58939e+21	5.96255e+35	1.52752e+21	7.22100e+46	2.00335e+47	6.15153e+46	2.20676e+47	8.53556e+47	7.55200e+47	8.30674e+14
6.30957e+07	5.01296e+35	7.89680e+20	4.67275e+35	7.59127e+20	5.58795e+46	1.56820e+47	4.82852e+46	1.72738e+47	6.68982e+47	6.22115e+47	5.24157e+14
7.94328e+07	3.87288e+35	3.88961e+20	3.62527e+35	3.74037e+20	4.08190e+46	1.25358e+47	4.12929e+46	1.31994e+47	5.50878e+47	5.15779e+47	3.30664e+14
1.00000e+08	2.94749e+35	1.89092e+20	2.77334e+35	1.81910e+20	3.14683e+46	9.59666e+46	3.02728e+46	1.03736e+47	3.73764e+47	3.82746e+47	2.08566e+14
1.25893e+08	2.20296e+35	9.03685e+19	2.08485e+35	8.69732e+19	2.33889e+46	7.21339e+46	2.26288e+46	7.76772e+46	2.79302e+47	2.86189e+47	1.31582e+14
1.58489e+08	1.61411e+35	4.23399e+19	1.53677e+35	4.07666e+19	1.71255e+46	5.29561e+46	1.63965e+46	5.20970e+46	2.05072e+47	2.09394e+47	8.30002e+13
1.99526e+08	1.15898e+35	1.94263e+19	1.10993e+35	1.87120e+19	9.95476e+45	3.59932e+46	9.50001e+45	3.49892e+46	1.25631e+47	1.28597e+47	5.23475e+13
2.51189e+08	8.16194e+34	8.73139e+18	7.85906e+34	8.41341e+18	7.51445e+45	2.54399e+46	6.95406e+45	2.48139e+46	9.36161e+46	9.55309e+46	3.30252e+13
3.16228e+08	5.64650e+34	3.84974e+18	5.46343e+34	3.71071e+18	4.11676e+45	1.68701e+46	3.85676e+45	1.59374e+46	5.11882e+46	5.49622e+46	2.08325e+13
3.98107e+08	3.84512e+34	1.66837e+18	3.73621e+34	1.60855e+18	2.30628e+45	1.14018e+46	2.30292e+45	9.70643e+45	3.56708e+46	3.66763e+46	1.31316e+13
5.01187e+08	2.58294e+34	7.12251e+17	2.51883e+34	6.86868e+17	7.05620e+45	1.44708e+46	6.90299e+45	1.26943e+46	7.31362e+46	7.41268e+46	8.28968e+12
6.30957e+08	1.71513e+34	3.00203e+17	1.67761e+34	2.89559e+17	-2.88712e+45	-8.43039e+44	-3.07626e+45	-2.14016e+45	-1.33727e+46	-1.45804e+46	5.21904e+12
7.94328e+08	1.12794e+34	1.25180e+17	1.10602e+34	1.20760e+17	1.02917e+45	2.39418e+45	9.24646e+44	1.18922e+45	1.75016e+46	1.72270e+46	3.29143e+12
1.00000e+09	7.35884e+33	5.17365e+16	7.23066e+33	4.99158e+16	2.50754e+45	4.17110e+45	2.72534e+45	3.37918e+45	2.78435e+46	3.04013e+46	2.07221e+12
