mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	const
1.00000e+04	1.16937e+37	5.93127e+27	1.76327e+36	1.32699e+27	1.35359e+48	6.11522e+47	2.02876e+47	4.06365e+48	1.62488e+49	2.44030e+48	1.05757e+27
1.25893e+04	9.28886e+36	2.97283e+27	1.40068e+36	6.65121e+26	1.07522e+48	4.85768e+47	1.61154e+47	3.22795e+48	1.29072e+49	1.93846e+48	6.67282e+26
1.58489e+04	7.37855e+36	1.49001e+27	1.11264e+36	3.33369e+26	8.54088e+47	3.85871e+47	1.28011e+47	2.56410e+48	1.02527e+49	1.53981e+48	4.21028e+26
1.99526e+04	5.86109e+36	7.46797e+26	8.83829e+35	1.67088e+26	6.78435e+47	3.06516e+47	1.01684e+47	2.03677e+48	8.14415e+48	1.22314e+48	2.65651e+26
2.51189e+04	4.65569e+36	3.74295e+26	7.02067e+35	8.37455e+25	5.38906e+47	2.43479e+47	8.07714e+46	1.61788e+48	6.46920e+48	9.71586e+47	1.67615e+26
3.16228e+04	3.69818e+36	1.87596e+26	5.57682e+35	4.19734e+25	4.28072e+47	1.93405e+47	6.41596e+46	1.28514e+48	5.13872e+48	7.71767e+47	1.05758e+26
3.98107e+04	2.93759e+36	9.40222e+25	4.42989e+35	2.10370e+25	3.40032e+47	1.53629e+47	5.09641e+46	1.02083e+48	4.08186e+48	6.13042e+47	6.67288e+25
5.01187e+04	2.33343e+36	4.71233e+25	3.51883e+35	1.05437e+25	2.70098e+47	1.22033e+47	4.04824e+46	8.10881e+47	3.24235e+48	4.86960e+47	4.21030e+25
6.30957e+04	1.85352e+36	2.36179e+25	2.79513e+35	5.28443e+24	2.14548e+47	9.69349e+46	3.21565e+46	6.44109e+47	2.57550e+48	3.86809e+47	2.65652e+25
7.94328e+04	1.47231e+36	1.18371e+25	2.22027e+35	2.64852e+24	1.70422e+47	7.69986e+46	2.55429e+46	5.11636e+47	2.04580e+48	3.07255e+47	1.67615e+25
1.00000e+05	1.16950e+36	5.93263e+24	1.76363e+35	1.32742e+24	1.35371e+47	6.11623e+46	2.02893e+46	4.06408e+47	1.62504e+48	2.44061e+47	1.05758e+25
1.25893e+05	9.28968e+35	2.97337e+24	1.40091e+35	6.65289e+23	1.07529e+47	4.85829e+46	1.61162e+46	3.22822e+47	1.29082e+48	1.93863e+47	6.67289e+24
1.58489e+05	7.37907e+35	1.49022e+24	1.11279e+35	3.33436e+23	8.54135e+46	3.85912e+46	1.28018e+46	2.56427e+47	1.02534e+48	1.53994e+47	4.21031e+24
1.99526e+05	5.86141e+35	7.46883e+23	8.83919e+34	1.67115e+23	6.78470e+46	3.06538e+46	1.01685e+46	2.03687e+47	8.14453e+47	1.22317e+47	2.65653e+24
2.51189e+05	4.65589e+35	3.74329e+23	7.02124e+34	8.37561e+22	5.38926e+46	2.43491e+46	8.07706e+45	1.61795e+47	6.46943e+47	9.71601e+46	1.67616e+24
3.16228e+05	3.69829e+35	1.87609e+23	5.57717e+34	4.19776e+22	4.28076e+46	1.93405e+46	6.41543e+45	1.28517e+47	5.13884e+47	7.71779e+46	1.05758e+24
3.98107e+05	2.93753e+35	9.40265e+22	4.43007e+34	2.10386e+22	3.40010e+46	1.53639e+46	5.09649e+45	1.02080e+47	4.08174e+47	6.13088e+46	6.67290e+23
5.01187e+05	2.33276e+35	4.71210e+22	3.51870e+34	1.05439e+22	2.69990e+46	1.22025e+46	4.04581e+45	8.10614e+46	3.24123e+47	4.86883e+46	4.21031e+23
6.30957e+05	1.85097e+35	2.36065e+22	2.79401e+34	5.28317e+21	2.14166e+46	9.68617e+45	3.20631e+45	6.43085e+46	2.57113e+47	3.86317e+46	2.65653e+23
7.94328e+05	1.46523e+35	1.18122e+22	2.21623e+34	2.64513e+21	1.69389e+46	7.67437e+45	2.52977e+45	5.08797e+46	2.03389e+47	3.05668e+46	1.67616e+23
1.00000e+06	1.15387e+35	5.89215e+21	1.75291e+34	1.32127e+21	1.33159e+46	6.05476e+45	1.98046e+45	4.00158e+46	1.59924e+47	2.40398e+46	1.05758e+23
1.25893e+06	9.00305e+34	2.92014e+21	1.37807e+34	6.56517e+20	1.03611e+46	4.73594e+45	1.52955e+45	3.11493e+46	1.24451e+47	1.87220e+46	6.67290e+22
1.58489e+06	6.92872e+34	1.43155e+21	1.07218e+34	3.23126e+20	7.94194e+45	3.66053e+45	1.16392e+45	2.38892e+46	9.54354e+46	1.43862e+46	4.21032e+22
1.99526e+06	5.23913e+34	6.91089e+20	8.21818e+33	1.56797e+20	5.97457e+45	2.78102e+45	8.66345e+44	1.79815e+46	7.17959e+46	1.08465e+46	2.65653e+22
2.51189e+06	3.88260e+34	3.27386e+20	6.18323e+33	7.47184e+19	4.39819e+45	2.07379e+45	6.36429e+44	1.32588e+46	5.29189e+46	8.03301e+45	1.67616e+22
3.16228e+06	2.81745e+34	1.51897e+20	4.55695e+33	3.48807e+19	3.17515e+45	1.50395e+45	4.45879e+44	9.56084e+45	3.81013e+46	5.74249e+45	1.05758e+22
3.98107e+06	2.00299e+34	6.90024e+19	3.28812e+33	1.59401e+19	2.24829e+45	1.07750e+45	3.15717e+44	6.76577e+45	2.69654e+46	4.12693e+45	6.67290e+21
5.01187e+06	1.39713e+34	3.07204e+19	2.32491e+33	7.13571e+18	1.56435e+45	7.59126e+44	2.17804e+44	4.69742e+45	1.87575e+46	2.82165e+45	4.21032e+21
6.30957e+06	9.58090e+33	1.34278e+19	1.61358e+33	3.13423e+18	1.05718e+45	5.24769e+44	1.53982e+44	3.20787e+45	1.28034e+46	1.99052e+45	2.65653e+21
7.94328e+06	6.47377e+33	5.77487e+18	1.10162e+33	1.35361e+18	7.12072e+44	3.56534e+44	1.02558e+44	2.15900e+45	8.61305e+45	1.34610e+45	1.67616e+21
1.00000e+07	4.31963e+33	2.44920e+18	7.41503e+32	5.76128e+17	4.76245e+44	2.28731e+44	6.15875e+43	1.44089e+45	5.66354e+45	8.19667e+44	1.05758e+21
1.25893e+07	2.85208e+33	1.02659e+18	4.93158e+32	2.42201e+17	3.05892e+44	1.59830e+44	4.69696e+43	9.48640e+44	3.79685e+45	6.62808e+44	6.67290e+20
1.58489e+07	1.86677e+33	4.26097e+17	3.24726e+32	1.00774e+17	2.00827e+44	1.05703e+44	3.13134e+43	6.20289e+44	2.48409e+45	4.51018e+44	4.21032e+20
1.99526e+07	1.21315e+33	1.75435e+17	2.12064e+32	4.15740e+16	1.30131e+44	6.91679e+43	2.05343e+43	4.02274e+44	1.55768e+45	2.57060e+44	2.65653e+20
2.51189e+07	7.83804e+32	7.17559e+16	1.37559e+32	1.70321e+16	8.27410e+43	4.36982e+43	1.37820e+43	2.51703e+44	1.00591e+45	2.12142e+44	1.67616e+20
3.16228e+07	5.04026e+32	2.91926e+16	8.87424e+31	6.93826e+15	5.16679e+43	2.67881e+43	7.89443e+42	1.60510e+44	6.36411e+44	8.69061e+43	1.05758e+20
3.98107e+07	3.22884e+32	1.18252e+16	5.69965e+31	2.81347e+15	3.50019e+43	1.90770e+43	5.82575e+42	1.02901e+44	4.12079e+44	1.05945e+44	6.67290e+19
5.01187e+07	2.06211e+32	4.77339e+15	3.64767e+31	1.13666e+15	3.09213e+43	2.55026e+42	-5.49899e+42	7.20721e+43	2.57435e+44	-8.27885e+43	4.21032e+19
6.30957e+07	1.31374e+32	1.92146e+15	2.32776e+31	4.57855e+14	2.11324e+43	3.56991e+42	-1.25887e+42	4.82930e+43	1.86260e+44	4.90948e+43	2.65653e+19
7.94328e+07	8.35328e+31	7.71723e+14	1.48205e+31	1.83990e+14	9.64637e+42	1.27652e+43	9.58911e+42	2.65875e+43	2.16850e+44	1.28963e+44	1.67616e+19
1.00000e+08	5.30301e+31	3.09395e+14	9.41867e+30	7.37959e+13	8.14566e+42	9.73450e+42	4.93232e+42	2.45235e+43	5.28583e+43	7.13669e+43	1.05758e+19
1.25893e+08	3.36236e+31	1.23863e+14	5.97694e+30	2.95537e+13	6.16111e+42	7.48591e+42	4.17974e+42	1.68397e+43	4.14684e+43	5.48591e+43	6.67290e+18
1.58489e+08	2.12976e+31	4.95308e+13	3.78844e+30	1.18213e+13	4.91157e+42	5.54727e+42	3.29192e+42	3.82764e+42	3.43519e+43	4.06379e+43	4.21032e+18
1.99526e+08	1.34795e+31	1.97885e+13	2.39904e+30	4.72386e+12	-8.27967e+40	1.43004e+41	-6.19910e+41	-7.14906e+41	-3.79158e+42	1.04710e+42	2.65653e+18
2.51189e+08	8.52593e+30	7.90017e+12	1.51806e+30	1.88623e+12	1.00049e+42	1.42069e+42	6.74846e+41	7.83176e+41	6.03363e+42	1.04028e+43	1.67616e+18
3.16228e+08	5.39002e+30	3.15217e+12	9.60035e+29	7.52711e+11	-7.40139e+41	-8.21445e+41	-9.51852e+41	-1.11198e+42	-7.17338e+42	-6.01354e+42	1.05758e+18
3.98107e+08	3.40616e+30	1.25713e+12	6.06847e+29	3.00226e+11	-1.13666e+42	-1.03495e+42	-1.01469e+42	-1.17891e+42	-9.87069e+42	-7.57570e+42	6.67290e+17
