mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	const
1.00000e+04	1.80776e+39	5.51377e+31	1.55703e+39	5.10719e+31	2.11376e+50	5.43173e+50	1.82323e+50	6.30331e+50	2.52892e+51	2.18028e+51	5.29731e+24
1.25893e+04	1.43613e+39	2.76412e+31	1.23697e+39	2.56032e+31	1.67910e+50	4.31504e+50	1.44831e+50	5.00740e+50	2.00894e+51	1.73200e+51	3.34238e+24
1.58489e+04	1.14087e+39	1.38562e+31	9.82667e+38	1.28346e+31	1.33380e+50	3.42786e+50	1.15048e+50	3.97783e+50	1.59585e+51	1.37586e+51	2.10890e+24
1.99526e+04	9.06300e+38	6.94562e+30	7.80629e+38	6.43360e+30	1.05951e+50	2.72303e+50	9.13886e+49	3.15990e+50	1.26769e+51	1.09294e+51	1.33062e+24
2.51189e+04	7.19944e+38	3.48149e+30	6.20119e+38	3.22486e+30	8.41618e+49	2.16310e+50	7.25943e+49	2.51012e+50	1.00700e+51	8.68185e+50	8.39568e+23
3.16228e+04	5.71901e+38	1.74505e+30	4.92605e+38	1.61642e+30	6.68534e+49	1.71828e+50	5.76648e+49	1.99394e+50	7.99908e+50	6.89646e+50	5.29731e+23
3.98107e+04	4.54295e+38	8.74667e+29	3.91307e+38	8.10197e+29	5.31043e+49	1.36493e+50	4.58055e+49	1.58389e+50	6.35404e+50	5.47818e+50	3.34238e+23
5.01187e+04	3.60871e+38	4.38399e+29	3.10837e+38	4.06086e+29	4.21828e+49	1.08423e+50	3.63850e+49	1.25816e+50	5.04729e+50	4.35156e+50	2.10890e+23
6.30957e+04	2.86657e+38	2.19731e+29	2.46914e+38	2.03536e+29	3.35073e+49	8.61253e+49	2.89019e+49	9.99413e+49	4.00926e+50	3.45662e+50	1.33062e+23
7.94328e+04	2.27704e+38	1.10131e+29	1.96135e+38	1.02014e+29	2.66160e+49	6.84130e+49	2.29578e+49	7.93875e+49	3.18471e+50	2.74573e+50	8.39568e+22
1.00000e+05	1.80875e+38	5.51979e+28	1.55798e+38	5.11296e+28	2.11419e+49	5.43431e+49	1.82361e+49	6.30605e+49	2.52973e+50	2.18103e+50	5.29731e+22
1.25893e+05	1.43676e+38	2.76652e+28	1.23757e+38	2.56262e+28	1.67937e+49	4.31667e+49	1.44855e+49	5.00912e+49	2.00945e+50	1.73247e+50	3.34238e+22
