mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	const
1.00000e+04	2.50390e+39	1.00831e+32	2.22595e+39	9.50188e+31	2.93468e+50	7.77135e+50	2.61261e+50	8.73758e+50	3.50833e+51	3.12184e+51	1.72325e+24
1.25893e+04	1.98920e+39	5.05497e+31	1.76841e+39	4.76362e+31	2.33123e+50	6.17376e+50	2.07538e+50	6.94130e+50	2.78700e+51	2.47998e+51	1.08730e+24
1.58489e+04	1.58026e+39	2.53406e+31	1.40488e+39	2.38802e+31	1.85184e+50	4.90447e+50	1.64861e+50	5.51417e+50	2.21394e+51	1.97006e+51	6.86037e+23
1.99526e+04	1.25536e+39	1.27027e+31	1.11604e+39	1.19707e+31	1.47102e+50	3.89606e+50	1.30958e+50	4.38037e+50	1.75868e+51	1.56496e+51	4.32860e+23
2.51189e+04	9.97240e+38	6.36733e+30	8.86574e+38	6.00042e+30	1.16850e+50	3.09494e+50	1.04026e+50	3.47965e+50	1.39703e+51	1.24315e+51	2.73116e+23
3.16228e+04	7.92182e+38	3.19158e+30	7.04275e+38	3.00768e+30	9.28193e+49	2.45852e+50	8.26329e+49	2.76411e+50	1.10974e+51	9.87501e+50	1.72325e+23
3.98107e+04	6.29281e+38	1.59973e+30	5.59453e+38	1.50755e+30	7.37302e+49	1.95295e+50	6.56387e+49	2.19569e+50	8.81519e+50	7.84422e+50	1.08730e+23
5.01187e+04	4.99874e+38	8.01819e+29	4.44407e+38	7.55621e+29	5.85668e+49	1.55133e+50	5.21394e+49	1.74415e+50	7.00230e+50	6.23102e+50	6.86037e+22
6.30957e+04	3.97075e+38	4.01884e+29	3.53016e+38	3.78730e+29	4.65217e+49	1.23229e+50	4.14163e+49	1.38546e+50	5.56222e+50	4.94956e+50	4.32860e+22
7.94328e+04	3.15415e+38	2.01428e+29	2.80417e+38	1.89823e+29	3.69538e+49	9.78864e+49	3.28984e+49	1.10053e+50	4.41829e+50	3.93163e+50	2.73116e+22
1.00000e+05	2.50548e+38	1.00957e+29	2.22748e+38	9.51406e+28	2.93537e+49	7.77552e+49	2.61323e+49	8.74193e+49	3.50961e+50	3.12304e+50	1.72325e+22
1.25893e+05	1.99020e+38	5.05998e+28	1.76938e+38	4.76846e+28	2.33166e+49	6.17639e+49	2.07577e+49	6.94404e+49	2.78780e+50	2.48074e+50	1.08730e+22
1.58489e+05	1.58089e+38	2.53605e+28	1.40548e+38	2.38995e+28	1.85211e+49	4.90613e+49	1.64885e+49	5.51590e+49	2.21445e+50	1.97054e+50	6.86037e+21
1.99526e+05	1.25576e+38	1.27106e+28	1.11643e+38	1.19783e+28	1.47119e+49	3.89710e+49	1.30973e+49	4.38146e+49	1.75901e+50	1.56526e+50	4.32860e+21
2.51189e+05	9.97491e+37	6.37049e+27	8.86816e+37	6.00348e+27	1.16861e+49	3.09560e+49	1.04036e+49	3.48034e+49	1.39723e+50	1.24334e+50	2.73116e+21
3.16228e+05	7.92340e+37	3.19284e+27	7.04427e+37	3.00890e+27	9.28260e+48	2.45893e+49	8.26389e+48	2.76454e+49	1.10987e+50	9.87621e+49	1.72325e+21
3.98107e+05	6.29381e+37	1.60023e+27	5.59549e+37	1.50804e+27	7.37344e+48	1.95321e+49	6.56429e+48	2.19596e+49	8.81601e+49	7.84500e+49	1.08730e+21
5.01187e+05	4.99937e+37	8.02019e+26	4.44468e+37	7.55815e+26	5.85695e+48	1.55150e+49	5.21422e+48	1.74432e+49	7.00283e+49	6.23152e+49	6.86037e+20
6.30957e+05	3.97115e+37	4.01964e+26	3.53054e+37	3.78807e+26	4.65236e+48	1.23240e+49	4.14181e+48	1.38557e+49	5.56253e+49	4.94989e+49	4.32860e+20
7.94328e+05	3.15440e+37	2.01460e+26	2.80442e+37	1.89854e+26	3.69549e+48	9.78932e+48	3.28995e+48	1.10060e+49	4.41848e+49	3.93184e+49	2.73116e+20
1.00000e+06	2.50564e+37	1.00970e+26	2.22763e+37	9.51528e+25	2.93543e+48	7.77594e+48	2.61330e+48	8.74240e+48	3.50972e+49	3.12313e+49	1.72325e+20
1.25893e+06	1.99030e+37	5.06048e+25	1.76947e+37	4.76895e+25	2.33174e+48	6.17658e+48	2.07577e+48	6.94435e+48	2.78788e+49	2.48076e+49	1.08730e+20
1.58489e+06	1.58095e+37	2.53625e+25	1.40554e+37	2.39014e+25	1.85219e+48	4.90626e+48	1.64887e+48	5.51613e+48	2.21459e+49	1.97056e+49	6.86037e+19
1.99526e+06	1.25580e+37	1.27114e+25	1.11646e+37	1.19791e+25	1.47124e+48	3.89717e+48	1.30970e+48	4.38157e+48	1.75908e+49	1.56526e+49	4.32860e+19
2.51189e+06	9.97514e+36	6.37080e+24	8.86840e+36	6.00378e+24	1.16848e+48	3.09571e+48	1.04048e+48	3.48044e+48	1.39731e+49	1.24339e+49	2.73116e+19
3.16228e+06	7.92350e+36	3.19297e+24	7.04442e+36	3.00902e+24	9.28203e+47	2.45868e+48	8.26111e+47	2.76422e+48	1.10962e+49	9.87402e+48	1.72325e+19
3.98107e+06	6.29380e+36	1.60028e+24	5.59558e+36	1.50809e+24	7.37421e+47	1.95313e+48	6.56352e+47	2.19582e+48	8.81510e+48	7.84559e+48	1.08730e+19
5.01187e+06	4.99923e+36	8.02038e+23	4.44470e+36	7.55834e+23	5.85913e+47	1.55161e+48	5.21356e+47	1.74417e+48	7.00399e+48	6.22972e+48	6.86036e+18
6.30957e+06	3.97081e+36	4.01971e+23	3.53050e+36	3.78814e+23	4.64755e+47	1.23259e+48	4.14502e+47	1.38537e+48	5.56293e+48	4.95144e+48	4.32860e+18
7.94328e+06	3.15376e+36	2.01461e+23	2.80427e+36	1.89856e+23	3.69125e+47	9.79054e+47	3.29149e+47	1.10024e+48	4.41779e+48	3.93298e+48	2.73116e+18
1.00000e+07	2.50450e+36	1.00968e+23	2.22729e+36	9.51524e+22	2.93297e+47	7.76847e+47	2.60793e+47	8.74090e+47	3.50327e+48	3.11760e+48	1.72324e+18
1.25893e+07	1.98834e+36	5.06012e+22	1.76876e+36	4.76873e+22	2.32005e+47	6.17627e+47	2.07746e+47	6.93877e+47	2.78691e+48	2.48694e+48	1.08729e+18
1.58489e+07	1.57768e+36	2.53568e+22	1.40415e+36	2.38973e+22	1.83999e+47	4.90256e+47	1.64767e+47	5.50529e+47	2.21093e+48	1.97510e+48	6.86035e+17
1.99526e+07	1.25047e+36	1.27032e+22	1.11388e+36	1.19728e+22	1.45537e+47	3.88754e+47	1.30396e+47	4.36219e+47	1.74307e+48	1.56021e+48	4.32859e+17
