mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	const
1.00000e+04	3.16602e+39	1.55430e+32	2.86792e+39	1.47941e+32	3.71721e+50	1.00183e+51	3.37178e+50	1.10546e+51	4.44124e+51	4.02673e+51	7.15166e+23
1.25893e+04	2.51526e+39	7.79238e+31	2.27846e+39	7.41699e+31	2.95285e+50	7.95889e+50	2.67845e+50	8.78208e+50	3.52813e+51	3.19885e+51	4.51239e+23
1.58489e+04	1.99819e+39	3.90642e+31	1.81009e+39	3.71825e+31	2.34564e+50	6.32264e+50	2.12767e+50	6.97655e+50	2.80270e+51	2.54113e+51	2.84713e+23
1.99526e+04	1.58738e+39	1.95823e+31	1.43796e+39	1.86392e+31	1.86328e+50	5.02267e+50	1.69013e+50	5.54211e+50	2.22639e+51	2.01861e+51	1.79642e+23
2.51189e+04	1.26100e+39	9.81596e+30	1.14231e+39	9.34321e+30	1.48010e+50	3.98992e+50	1.34256e+50	4.40253e+50	1.76856e+51	1.60352e+51	1.13346e+23
3.16228e+04	1.00171e+39	4.92025e+30	9.07432e+38	4.68330e+30	1.17571e+50	3.16947e+50	1.06646e+50	3.49723e+50	1.40487e+51	1.27377e+51	7.15166e+22
3.98107e+04	7.95730e+38	2.46621e+30	7.20838e+38	2.34745e+30	9.33917e+49	2.51771e+50	8.47134e+49	2.77806e+50	1.11596e+51	1.01182e+51	4.51239e+22
5.01187e+04	6.32096e+38	1.23613e+30	5.72606e+38	1.17660e+30	7.41848e+49	1.99995e+50	6.72913e+49	2.20676e+50	8.86461e+50	8.03738e+50	2.84713e+22
6.30957e+04	5.02108e+38	6.19571e+29	4.54853e+38	5.89737e+29	5.89277e+49	1.58866e+50	5.34520e+49	1.75294e+50	7.04154e+50	6.38444e+50	1.79642e+22
7.94328e+04	3.98848e+38	3.10537e+29	3.61312e+38	2.95584e+29	4.68084e+49	1.26195e+50	4.24588e+49	1.39243e+50	5.59337e+50	5.07142e+50	1.13346e+22
1.00000e+05	3.16823e+38	1.55643e+29	2.87007e+38	1.48149e+29	3.71815e+49	1.00242e+50	3.37265e+49	1.10607e+50	4.44302e+50	4.02842e+50	7.15166e+21
1.25893e+05	2.51665e+38	7.80088e+28	2.27981e+38	7.42527e+28	2.95345e+49	7.96258e+49	2.67900e+49	8.78591e+49	3.52925e+50	3.19992e+50	4.51239e+21
1.58489e+05	1.99908e+38	3.90980e+28	1.81095e+38	3.72154e+28	2.34602e+49	6.32497e+49	2.12802e+49	6.97897e+49	2.80340e+50	2.54181e+50	2.84713e+21
1.99526e+05	1.58794e+38	1.95958e+28	1.43850e+38	1.86523e+28	1.86352e+49	5.02414e+49	1.69035e+49	5.54363e+49	2.22684e+50	2.01904e+50	1.79642e+21
2.51189e+05	1.26135e+38	9.82132e+27	1.14265e+38	9.34843e+27	1.48025e+49	3.99085e+49	1.34270e+49	4.40349e+49	1.76885e+50	1.60379e+50	1.13346e+21
3.16228e+05	1.00194e+38	4.92238e+27	9.07647e+37	4.68538e+27	1.17580e+49	3.17006e+49	1.06654e+49	3.49784e+49	1.40505e+50	1.27394e+50	7.15166e+20
3.98107e+05	7.95870e+37	2.46706e+27	7.20973e+37	2.34827e+27	9.33975e+48	2.51808e+49	8.47192e+48	2.77844e+49	1.11608e+50	1.01193e+50	4.51239e+20
5.01187e+05	6.32184e+37	1.23647e+27	5.72692e+37	1.17693e+27	7.41885e+48	2.00019e+49	6.72950e+48	2.20700e+49	8.86533e+49	8.03808e+49	2.84713e+20
6.30957e+05	5.02163e+37	6.19706e+26	4.54907e+37	5.89868e+26	5.89302e+48	1.58881e+49	5.34545e+48	1.75309e+49	7.04198e+49	6.38490e+49	1.79642e+20
7.94328e+05	3.98884e+37	3.10590e+26	3.61346e+37	2.95636e+26	4.68098e+48	1.26204e+49	4.24603e+48	1.39254e+49	5.59364e+49	5.07170e+49	1.13346e+20
1.00000e+06	3.16845e+37	1.55664e+26	2.87028e+37	1.48170e+26	3.71823e+48	1.00248e+49	3.37274e+48	1.10613e+49	4.44318e+49	4.02856e+49	7.15166e+19
1.25893e+06	2.51679e+37	7.80173e+25	2.27995e+37	7.42609e+25	2.95355e+48	7.96288e+48	2.67901e+48	8.78633e+48	3.52936e+49	3.19997e+49	4.51239e+19
1.58489e+06	1.99916e+37	3.91014e+25	1.81103e+37	3.72187e+25	2.34612e+48	6.32517e+48	2.12804e+48	6.97927e+48	2.80358e+49	2.54185e+49	2.84713e+19
1.99526e+06	1.58799e+37	1.95971e+25	1.43856e+37	1.86536e+25	1.86357e+48	5.02425e+48	1.69032e+48	5.54379e+48	2.22692e+49	2.01905e+49	1.79641e+19
2.51189e+06	1.26139e+37	9.82185e+24	1.14269e+37	9.34896e+24	1.48011e+48	3.99100e+48	1.34284e+48	4.40363e+48	1.76894e+49	1.60386e+49	1.13346e+19
3.16228e+06	1.00195e+37	4.92259e+24	9.07668e+36	4.68558e+24	1.17576e+48	3.16981e+48	1.06625e+48	3.49752e+48	1.40479e+49	1.27371e+49	7.15165e+18
3.98107e+06	7.95878e+36	2.46714e+24	7.20986e+36	2.34836e+24	9.34071e+47	2.51802e+48	8.47116e+47	2.77832e+48	1.11599e+49	1.01201e+49	4.51239e+18
5.01187e+06	6.32181e+36	1.23650e+24	5.72699e+36	1.17697e+24	7.42148e+47	2.00031e+48	6.72911e+47	2.20691e+48	8.86667e+48	8.03613e+48	2.84712e+18
6.30957e+06	5.02146e+36	6.19719e+23	4.54908e+36	5.89881e+23	5.88814e+47	1.58904e+48	5.34898e+47	1.75295e+48	7.04296e+48	6.38679e+48	1.79641e+18
7.94328e+06	3.98844e+36	3.10594e+23	3.61339e+36	2.95641e+23	4.67697e+47	1.26221e+48	4.24801e+47	1.39227e+48	5.59353e+48	5.07326e+48	1.13346e+18
