mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	const
1.00000e+04	1.52913e+39	4.03790e+31	1.29206e+39	3.70051e+31	1.78587e+50	4.50558e+50	1.51116e+50	5.32970e+50	2.13746e+51	1.80781e+51	9.04471e+24
1.25893e+04	1.21477e+39	2.02421e+31	1.02646e+39	1.85510e+31	1.41863e+50	3.57927e+50	1.20041e+50	4.23392e+50	1.69796e+51	1.43610e+51	5.70683e+24
1.58489e+04	9.65017e+38	1.01470e+31	8.15428e+38	9.29930e+30	1.12690e+50	2.84335e+50	9.53555e+49	3.36337e+50	1.34881e+51	1.14080e+51	3.60077e+24
1.99526e+04	7.66597e+38	5.08628e+30	6.47771e+38	4.66140e+30	8.95150e+49	2.25870e+50	7.57458e+49	2.67177e+50	1.07144e+51	9.06214e+50	2.27193e+24
2.51189e+04	6.08965e+38	2.54948e+30	5.14576e+38	2.33652e+30	7.11059e+49	1.79424e+50	6.01684e+49	2.12236e+50	8.51108e+50	7.19858e+50	1.43349e+24
3.16228e+04	4.83741e+38	1.27788e+30	4.08764e+38	1.17115e+30	5.64824e+49	1.42527e+50	4.77943e+49	1.68592e+50	6.76078e+50	5.71821e+50	9.04471e+23
3.98107e+04	3.84263e+38	6.40506e+29	3.24706e+38	5.87008e+29	4.48662e+49	1.13217e+50	3.79649e+49	1.33921e+50	5.37039e+50	4.54224e+50	5.70683e+23
5.01187e+04	3.05240e+38	3.21032e+29	2.57932e+38	2.94219e+29	3.56389e+49	8.99338e+49	3.01570e+49	1.06380e+50	4.26593e+50	3.60810e+50	3.60077e+23
6.30957e+04	2.42466e+38	1.60905e+29	2.04888e+38	1.47466e+29	2.83092e+49	7.14384e+49	2.39548e+49	8.45019e+49	3.38859e+50	2.86605e+50	2.27193e+23
7.94328e+04	1.92601e+38	8.06463e+28	1.62752e+38	7.39109e+28	2.24870e+49	5.67465e+49	1.90281e+49	6.71232e+49	2.69168e+50	2.27661e+50	1.43349e+23
1.00000e+05	1.52991e+38	4.04201e+28	1.29280e+38	3.70443e+28	1.78622e+49	4.50759e+49	1.51146e+49	5.33185e+49	2.13810e+50	1.80840e+50	9.04471e+22
1.25893e+05	1.21526e+38	2.02585e+28	1.02692e+38	1.85666e+28	1.41885e+49	3.58054e+49	1.20060e+49	4.23528e+49	1.69836e+50	1.43647e+50	5.70683e+22
1.58489e+05	9.65328e+37	1.01535e+28	8.15723e+37	9.30552e+27	1.12703e+49	2.84415e+49	9.53676e+48	3.36423e+49	1.34907e+50	1.14104e+50	3.60077e+22
1.99526e+05	7.66793e+37	5.08888e+27	6.47957e+37	4.66388e+27	8.95238e+48	2.25920e+49	7.57533e+48	2.67231e+49	1.07161e+50	9.06361e+49	2.27193e+22
2.51189e+05	6.09089e+37	2.55051e+27	5.14694e+37	2.33750e+27	7.11115e+48	1.79456e+49	6.01731e+48	2.12270e+49	8.51209e+49	7.19951e+49	1.43349e+22
3.16228e+05	4.83818e+37	1.27829e+27	4.08838e+37	1.17154e+27	5.64858e+48	1.42547e+49	4.77972e+48	1.68613e+49	6.76142e+49	5.71879e+49	9.04471e+21
3.98107e+05	3.84312e+37	6.40670e+26	3.24753e+37	5.87165e+26	4.48683e+48	1.13230e+49	3.79671e+48	1.33935e+49	5.37080e+49	4.54262e+49	5.70683e+21
5.01187e+05	3.05271e+37	3.21097e+26	2.57961e+37	2.94281e+26	3.56403e+48	8.99421e+48	3.01584e+48	1.06388e+49	4.26619e+49	3.60835e+49	3.60077e+21
6.30957e+05	2.42486e+37	1.60931e+26	2.04906e+37	1.47491e+26	2.83102e+48	7.14438e+48	2.39558e+48	8.45074e+48	3.38875e+49	2.86623e+49	2.27193e+21
7.94328e+05	1.92614e+37	8.06567e+25	1.62763e+37	7.39207e+25	2.24875e+48	5.67498e+48	1.90286e+48	6.71270e+48	2.69177e+49	2.27672e+49	1.43349e+21
1.00000e+06	1.52999e+37	4.04242e+25	1.29288e+37	3.70482e+25	1.78624e+48	4.50780e+48	1.51149e+48	5.33209e+48	2.13815e+49	1.80843e+49	9.04471e+20
1.25893e+06	1.21531e+37	2.02601e+25	1.02697e+37	1.85682e+25	1.41890e+48	3.58061e+48	1.20058e+48	4.23544e+48	1.69840e+49	1.43646e+49	5.70683e+20
1.58489e+06	9.65357e+36	1.01541e+25	8.15752e+36	9.30614e+24	1.12709e+48	2.84421e+48	9.53679e+47	3.36435e+48	1.34917e+49	1.14104e+49	3.60077e+20
1.99526e+06	7.66808e+36	5.08914e+24	6.47975e+36	4.66413e+24	8.95265e+47	2.25922e+48	7.57497e+47	2.67236e+48	1.07165e+49	9.06349e+48	2.27193e+20
2.51189e+06	6.09093e+36	2.55061e+24	5.14705e+36	2.33760e+24	7.10982e+47	1.79463e+48	6.01829e+47	2.12274e+48	8.51254e+48	7.19989e+48	1.43349e+20
3.16228e+06	4.83809e+36	1.27833e+24	4.08843e+36	1.17158e+24	5.64788e+47	1.42524e+48	4.77725e+47	1.68579e+48	6.75900e+48	5.71687e+48	9.04471e+19
3.98107e+06	3.84284e+36	6.40685e+23	3.24752e+36	5.87180e+23	4.48710e+47	1.13221e+48	3.79588e+47	1.33913e+48	5.36958e+48	4.54302e+48	5.70683e+19
5.01187e+06	3.05215e+36	3.21102e+23	2.57953e+36	2.94286e+23	3.56526e+47	8.99460e+47	3.01502e+47	1.06360e+48	4.26627e+48	3.60652e+48	3.60077e+19
6.30957e+06	2.42387e+36	1.60930e+23	2.04885e+36	1.47492e+23	2.82577e+47	7.14500e+47	2.39759e+47	8.44629e+47	3.38795e+48	2.86727e+48	2.27193e+19
7.94328e+06	1.92451e+36	8.06531e+22	1.62719e+36	7.39193e+22	2.24330e+47	5.67463e+47	1.90323e+47	6.70559e+47	2.68935e+48	2.27712e+48	1.43349e+19
1.00000e+07	1.52740e+36	4.04185e+22	1.29204e+36	3.70450e+22	1.78120e+47	4.49865e+47	1.50537e+47	5.32452e+47	2.12974e+48	1.80219e+48	9.04471e+18
1.25893e+07	1.21132e+36	2.02523e+22	1.02547e+36	1.85631e+22	1.40461e+47	3.57568e+47	1.19926e+47	4.22161e+47	1.69315e+48	1.43927e+48	5.70683e+18
1.58489e+07	9.59290e+35	1.01437e+22	8.13147e+35	9.29879e+21	1.11053e+47	2.83411e+47	9.48570e+46	3.34262e+47	1.33982e+48	1.14132e+48	3.60076e+18
1.99526e+07	7.57735e+35	5.07570e+21	6.43588e+35	4.65391e+21	8.73360e+46	2.24006e+47	7.46680e+46	2.63845e+47	1.05020e+48	8.96877e+47	2.27193e+18
2.51189e+07	5.95818e+35	2.53397e+21	5.07584e+35	2.32424e+21	6.79499e+46	1.75967e+47	5.84072e+46	2.05997e+47	8.23304e+47	7.11119e+47	1.43349e+18
3.16228e+07	4.65051e+35	1.25915e+21	3.97852e+35	1.15556e+21	5.21651e+46	1.37100e+47	4.48870e+46	1.60184e+47	6.37237e+47	5.44088e+47	9.04472e+17
3.98107e+07	3.59038e+35	6.20560e+20	3.08835e+35	5.69921e+20	3.99956e+46	1.06115e+47	3.42843e+46	1.23508e+47	4.89561e+47	4.28517e+47	5.70683e+17
5.01187e+07	2.73183e+35	3.02056e+20	2.36512e+35	2.77651e+20	3.18038e+46	7.84430e+46	2.31676e+46	9.52646e+46	3.64414e+47	2.83413e+47	3.60076e+17
6.30957e+07	2.04241e+35	1.44634e+20	1.78087e+35	1.33076e+20	2.35673e+46	5.88588e+46	1.76360e+46	7.16390e+46	2.74908e+47	2.37801e+47	2.27193e+17
7.94328e+07	1.49769e+35	6.79355e+19	1.31546e+35	6.25675e+19	1.58779e+46	4.65167e+46	1.60531e+46	5.14890e+46	2.28729e+47	2.02192e+47	1.43349e+17
1.00000e+08	1.07667e+35	3.12598e+19	9.52354e+34	2.88165e+19	1.17943e+46	3.40189e+46	1.08881e+46	3.94553e+46	1.32354e+47	1.38005e+47	9.04470e+16
1.25893e+08	7.59281e+34	1.40923e+19	6.76007e+34	1.30017e+19	8.51366e+45	2.43394e+46	7.89543e+45	2.81007e+46	9.50290e+46	9.96703e+46	5.70682e+16
1.58489e+08	5.26044e+34	6.23154e+18	4.71083e+34	5.75356e+18	6.02528e+45	1.71597e+46	5.60115e+45	1.66396e+46	6.72446e+46	7.04613e+46	3.60075e+16
1.99526e+08	3.58730e+34	2.70788e+18	3.22878e+34	2.50176e+18	2.92336e+45	1.02940e+46	2.64090e+45	9.47128e+45	3.49413e+46	3.74520e+46	2.27192e+16
2.51189e+08	2.41292e+34	1.15883e+18	2.18113e+34	1.07119e+18	2.33724e+45	7.66878e+45	2.15695e+45	6.88726e+45	2.71130e+46	2.79570e+46	1.43349e+16
3.16228e+08	1.60410e+34	4.89455e+17	1.45525e+34	4.52639e+17	9.19592e+44	4.13289e+45	8.16888e+44	3.42133e+45	1.32407e+46	1.42174e+46	9.04467e+15
3.98107e+08	1.05599e+34	2.04461e+17	9.60861e+33	1.89150e+17	4.11007e+44	2.49662e+45	3.76337e+44	1.43430e+45	1.04314e+46	1.12930e+46	5.70679e+15
5.01187e+08	6.89533e+33	8.46297e+16	6.28955e+33	7.83153e+16	3.18679e+45	5.01644e+45	2.99856e+45	4.29258e+45	3.26559e+46	3.21832e+46	3.60074e+15
6.30957e+08	4.47252e+33	3.47661e+16	4.08774e+33	3.21798e+16	-1.92341e+45	-1.87851e+45	-1.92140e+45	-2.32891e+45	-1.41447e+46	-1.39978e+46	2.27190e+15
7.94328e+08	2.88528e+33	1.41942e+16	2.64132e+33	1.31408e+16	3.06576e+44	6.39045e+44	2.78790e+44	3.41883e+44	4.61223e+45	4.70557e+45	1.43346e+15
1.00000e+09	1.85314e+33	5.76625e+15	1.69866e+33	5.33914e+15	1.13651e+45	1.72075e+45	1.23889e+45	1.52507e+45	1.13328e+46	1.26474e+46	9.04439e+14
