B	muFe	ms1	ms2	ms3	ms4	ms5	ms6	ms7	ms8	ms9	ms10
0.9560593939393939	12.810009999999998	5.921521371606796e8	6.423882074603083e8	5.868262617090409e8	6.378339815666584e8	4.4188862502576685e8	5.529730006212732e8	4.4818547984878397e8	5.471924436659648e8	4.9802315205452156e8	5.025105970019262e8
0.9560593939393939	13.02001	5.997104990760962e8	6.506431716572068e8	5.942301066318278e8	6.459585385697781e8	4.47392161136813e8	5.599155726375365e8	4.5389233585589504e8	5.540686064430249e8	5.042196623838042e8	5.087885591159216e8
0.9560593939393939	13.230009999999998	6.072420891306294e8	6.588695911611432e8	6.016066613962493e8	6.54054108161061e8	4.528745403793463e8	5.668321362049108e8	4.5957880553407395e8	5.609190851742196e8	5.10392277115818e8	5.150426238993305e8
0.9560593939393939	13.44001	6.147474248962508e8	6.670680154726809e8	6.089564574293199e8	6.621212514768639e8	4.583361780153513e8	5.737231993222758e8	4.65245283607551e8	5.677443812463514e8	5.165414655492156e8	5.2127325952389824e8
0.9560593939393939	13.65001	6.222270060203896e8	6.75238975106258e8	6.16280007680823e8	6.701605102064766e8	4.63777474805887e8	5.805892522966241e8	4.708921511192074e8	5.745449785899385e8	5.226676805893465e8	5.2748091782960784e8
0.9560593939393939	13.860009999999999	6.296813151126958e8	6.833829825278635e8	6.235778075397869e8	6.781724075545328e8	4.6919881773233765e8	5.874307686216003e8	4.765197761076037e8	5.813213445457369e8	5.287713595638489e8	5.336660351365366e8
0.9560593939393939	14.07001	6.371108185748334e8	6.915005330327216e8	6.308503356920733e8	6.861574491419716e8	4.7460058067153907e8	5.942482057995343e8	4.821285142407983e8	5.880739306757945e8	5.3485292498603696e8	5.39829033004618e8
0.9560593939393939	14.280009999999999	6.44515967378388e8	6.995921055680883e8	6.380980549242673e8	6.941161238501047e8	4.799831250282257e8	6.010420061119481e8	4.87718709410413e8	5.948031735234829e8	5.409127852700142e8	5.459703189454825e8
0.9560593939393939	14.49001	6.518971977943599e8	7.076581635049616e8	6.453214128774076e8	7.020489046126157e8	4.8534680032807463e8	6.07812597341874e8	4.9329069428869396e8	6.015094953260978e8	5.469513354012322e8	5.520902870900398e8
0.9560593939393939	14.700009999999999	6.59254932078273e8	7.156991553626641e8	6.525208427546225e8	7.099562491590153e8	4.906919447744188e8	6.145603934521165e8	4.9884479085163516e8	6.081933046840276e8	5.529689575659759e8	5.581893188151696e8
0.9560593939393939	14.91001	6.665895791139021e8	7.237155154901146e8	6.596967639862081e8	7.178386007133633e8	4.96018885771313e8	6.212857952225885e8	5.0438131087060934e8	6.148549971893853e8	5.589660217428012e8	5.642677833323148e8
0.9560593939393939	15.120009999999999	6.739015350187943e8	7.317076647063979e8	6.668495828550061e8	7.256963886515037e8	5.0132794041534495e8	6.27989190849468e8	5.099005563747026e8	6.214949560172719e8	5.649428862586217e8	5.703260382413325e8
0.9560593939393939	15.33001	6.811911837145644e8	7.396760109041661e8	6.739796930851563e8	7.335300291198015e8	5.066194159586475e8	6.346709565094651e8	5.154028200861449e8	6.281135524823029e8	5.708998983121681e8	5.763644300515783e8
0.9560593939393939	15.540009999999999	6.884588974638636e8	7.476209496180489e8	6.810874763967568e8	7.413399256182362e8	5.1189361024498254e8	6.41331456891299e8	5.2088838583035445e8	6.347111465630224e8	5.768373944670684e8	5.823832946728884e8
0.9560593939393939	15.75001	6.957050373772577e8	7.555428645607473e8	6.881733030290098e8	7.491264695501035e8	5.171508121208575e8	6.479710456967483e8	5.263575289229141e8	6.412880873962638e8	5.827557011167438e8	5.883829578784516e8
0.9560593939393939	15.960009999999999	7.029299538911772e8	7.634421281292087e8	6.952375322336788e8	7.568900407409675e8	5.223913018235844e8	6.545900661136432e8	5.318105165345514e8	6.478447137436315e8	5.886551349230571e8	5.943637357416476e8
0.9560593939393939	16.170009999999998	7.101339872197003e8	7.713191018826482e8	7.022805127413359e8	7.646310079287547e8	5.276153513475356e8	6.611888512623384e8	5.372476080359747e8	6.543813544322011e8	5.945360032305075e8	6.003259350484215e8
0.9560593939393939	16.38001	7.173174677813584e8	7.791741369943354e8	7.093025832019625e8	7.72349729227105e8	5.328232247904085e8	6.677677246178635e8	5.426690553237697e8	6.608983287708169e8	6.003986044576001e8	6.062698536871665e8
0.9560593939393939	16.59001	7.244807166030465e8	7.870075746791415e8	7.163040726015923e8	7.80046552563468e8	5.380151786806874e8	6.743270004090121e8	5.480751031288311e8	6.673959469440656e8	6.062432284671705e8	6.121957810173557e8
0.9560593939393939	16.80001	7.316240457022606e8	7.948197465983608e8	7.23285300656812e8	7.877218160940533e8	5.431914622873961e8	6.808669839963573e8	5.534659893080711e8	6.73874510384939e8	6.120701569166124e8	6.181039982185162e8
0.9560593939393939	17.010009999999998	7.387477584494072e8	8.026109752430606e8	7.302465781884705e8	7.953758485968224e8	5.483523179137723e8	6.873879722299192e8	5.588419451210641e8	6.80334312128011e8	6.178796635897236e8	6.239947786205782e8
0.9560593939393939	17.22001	7.458521499109745e8	8.103815742975568e8	7.371882074757327e8	8.030089698439175e8	5.53497981175222e8	6.938902537885383e8	5.642031954919782e8	6.867756371440277e8	6.236720147111686e8	6.298683880172538e8
0.9560593939393939	17.43001	7.529375071752229e8	8.18131848984329e8	7.441104825920389e8	8.106214909551572e8	5.586286812632581e8	7.00374109501447e8	5.695499592582723e8	6.931987626573906e8	6.294474692447821e8	6.357250849629409e8
0.9560593939393939	17.64001	7.600041096613711e8	8.258620963913058e8	7.51013689723831e8	8.182137147333064e8	5.637446411957726e8	7.068398126536651e8	5.748824494066539e8	6.996039584473325e8	6.352062791764082e8	6.415651210547048e8
0.9560593939393939	17.850009999999997	7.670522294132335e8	8.335726057828666e8	7.578981074735729e8	8.257859359828361e8	5.688460780547196e8	7.132876292759628e8	5.802008732972587e8	7.059914871340667e8	6.40948689782846e8	6.473887411999696e8
0.9560593939393939	18.06001	7.74082131378221e8	8.412636588953938e8	7.647640071471716e8	8.333384418125827e8	5.739332032120733e8	7.197178184203753e8	5.855054328765419e8	7.123616044506164e8	6.466749398870564e8	6.531961838708622e8
0.9560593939393939	18.27001	7.810940736726611e8	8.489355302182138e8	7.716116530278302e8	8.408715119236803e8	5.790062225445492e8	7.261306324221951e8	5.907963248799816e8	7.187145595013739e8	6.523852621010454e8	6.589876813462167e8
0.9560593939393939	18.48001	7.880883078345556e8	8.565884872612773e8	7.784413026362573e8	8.4838541888365e8	5.840653366379435e8	7.325263171492867e8	5.960737410247567e8	7.250505950079496e8	6.580798830568526e8	6.647634599414326e8
0.9560593939393939	18.690009999999997	7.950650790637524e8	8.642227908097277e8	7.85253206978561e8	8.558804283870711e8	5.891107409815245e8	7.389051122392267e8	6.013378681932771e8	7.313699475434095e8	6.637590236262667e8	6.705237402277613e8
0.9560593939393939	18.900009999999998	8.02024626451181e8	8.718386951664855e8	7.920476107822056e8	8.633567995042541e8	5.94142626153396e8	7.452672513256117e8	6.065888886079797e8	7.37672847755176e8	6.694228991304113e8	6.762687372408051e8
0.9560593939393939	19.11001	8.089671831969857e8	8.794364483836153e8	7.988247527211915e8	8.708147849179739e8	5.99161177996923e8	7.516129622530737e8	6.11826979997998e8	7.439595205777051e8	6.750717195392247e8	6.819986606793474e8
0.9560593939393939	19.32001	8.158929768189564e8	8.870162924828819e8	8.055848656303642e8	8.782546311493827e8	6.041665777890668e8	7.579424672830223e8	6.17052315758062e8	7.502301854349648e8	6.807056896616362e8	6.87713715094909e8
0.9560593939393939	19.530009999999997	8.22802229350943e8	8.945784636662683e8	8.1232817671032e8	8.856765787735296e8	6.091590024009305e8	7.642559832893873e8	6.222650651000754e8	7.564850564340043e8	6.863250093271742e8	6.934141000727506e8
0.9560593939393939	19.740009999999998	8.296951575327209e8	9.021231925168376e8	8.190549077226673e8	8.930808626251065e8	6.14138624451041e8	7.705537219457312e8	6.274653931978744e8	7.627243425493337e8	6.919298735592432e8	6.991000104042225e8
0.9560593939393939	19.95001	8.36571972991044e8	9.096507041908079e8	8.257652751767222e8	9.004677119949182e8	6.191056124516408e8	7.768358899039164e8	6.326534613255376e8	7.689482477992749e8	6.97520472740387e8	7.047716362518965e8
0.9560593939393939	20.16001	8.434328824127495e8	9.171612186008556e8	8.324594905077677e8	9.078373508178303e8	6.240601309486246e8	7.831026889647155e8	6.378294269894322e8	7.751569714143806e8	7.03096992770547e8	7.104291633068835e8
0.9560593939393939	20.37001	8.502780877102952e8	9.246549505916842e8	8.39137760247503e8	9.151899978520486e8	6.29002340655077e8	7.893543162410532e8	6.429934440545517e8	7.813507079984725e8	7.086596152180184e8	7.160727729395415e8
0.9560593939393939	20.580009999999998	8.571077861801345e8	9.32132110107706e8	8.458002861872145e8	9.225258668511807e8	6.339323985791231e8	7.955909643140314e8	6.481456628653308e8	7.875296476825227e8	7.142085174640505e8	7.217026423433319e8
0.9560593939393939	20.79001	8.639221706541079e8	9.395929023537127e8	8.524472655337145e8	9.29845166728302e8	6.38850458146297e8	8.018128213822192e8	6.532862303612463e8	7.936939762720608e8	7.19743872840989e8	7.273189446727456e8
0.9565643434343434	0.00001	520111.39562847826	2.110229467743997e6	2.062085562536908e6	3.703760365123106e6	9.025060406753056e6	2.817359559467868e6	2.63975343188029e6	6.580545856489868e6	6.7321471988612525e6	1.3545873737354658e6
0.9565643434343434	0.21001	2.5216547551922437e7	2.845125770238733e7	2.7289760817167446e7	2.9820711147299547e7	2.2749630272835836e7	2.5651931033429272e7	2.0422791010564923e7	2.442745315688867e7	2.356445734876286e7	2.319763264473236e7
0.9565643434343434	0.42001	3.701508593005045e7	4.131319954286067e7	3.926681241722268e7	4.331554140301829e7	3.1917329947518237e7	3.599609812533775e7	2.944980325313658e7	3.602532435280055e7	3.397904496239993e7	3.3582182016581304e7
0.9565643434343434	0.63001	5.005516682939961e7	5.636699194362911e7	5.22388541139069e7	5.7712958922449656e7	3.994654364962751e7	4.3916237501293235e7	3.722106858970462e7	4.6949004855068855e7	4.379355891585768e7	4.295108765503098e7
0.9565643434343434	0.8400099999999999	6.516059655931068e7	7.296642010600732e7	6.733830687787873e7	7.424637470288166e7	4.9441121137177214e7	5.98436368834565e7	4.638301905313903e7	6.068935257852417e7	5.5529405369859986e7	5.497325167010301e7
0.9565643434343434	1.05001	7.984130047340804e7	8.889153113308857e7	8.189752493824545e7	9.003542646977785e7	5.879130441414846e7	7.544851269949436e7	5.5572854444534756e7	7.411818122091077e7	6.707348061286517e7	6.6816810159349084e7
0.9565643434343434	1.26001	9.38259576747895e7	1.0355657991227293e8	9.570557030036378e7	1.045470073142702e8	6.924634659459515e7	8.881053924486725e7	6.629687028683428e7	8.73942983034512e7	7.929608876480207e7	7.914422010290357e7
0.9565643434343434	1.47001	1.0754442585900901e8	1.1782793404866165e8	1.091813478628937e8	1.1862666159466144e8	7.952385353625876e7	1.0193816769533658e8	7.696320217210174e7	1.0045808636527319e8	9.135232480102815e7	9.132526622660708e7
0.9565643434343434	1.68001	1.2022589701867144e8	1.310014308872398e8	1.2166274312488954e8	1.3168821524758154e8	8.941622205440992e7	1.1410593456985673e8	8.714891095531878e7	1.1256361351238938e8	1.026257399195442e8	1.0271966310848212e8
0.9565643434343434	1.89001	1.3163303718994087e8	1.4288270370955303e8	1.329594495307462e8	1.4358001294008395e8	9.88618586573284e7	1.250864293212252e8	9.670122881620644e7	1.2347290448806776e8	1.1291393926182987e8	1.1311320682664117e8
0.9565643434343434	2.10001	1.4275120841326705e8	1.5442112682105425e8	1.439506927509466e8	1.5512472063574183e8	1.0815372066703503e8	1.35801241070975e8	1.0612995599756038e8	1.341245350079331e8	1.2298801036461462e8	1.2329859863026668e8
0.9565643434343434	2.31001	1.5361568178555387e8	1.656595840720158e8	1.5467420447981504e8	1.6636585111049476e8	1.1730938427079754e8	1.462825397869111e8	1.1544886481430587e8	1.4454957606349322e8	1.3287325970234942e8	1.3330029844954439e8
0.9565643434343434	2.52001	1.6426100797613814e8	1.7666042084139746e8	1.6517013430768976e8	1.7736423466965812e8	1.2630676011397685e8	1.5655056895584875e8	1.2462788027627534e8	1.547651879037194e8	1.425677173850445e8	1.431136877964121e8
0.9565643434343434	2.73001	1.7486627766559133e8	1.8814019249643716e8	1.7570882963091663e8	1.8878759340896165e8	1.3426905933235896e8	1.6649261672670668e8	1.3266408581303525e8	1.6460369960770306e8	1.515433226812394e8	1.5216135279450977e8
0.9565643434343434	2.94001	1.8529471310081998e8	1.9943281923598588e8	1.8606469687790892e8	2.0001887979510197e8	1.4208780755442432e8	1.7625955263955954e8	1.4056570904696018e8	1.7426947949035713e8	1.6035644937883133e8	1.610473524431864e8
0.9565643434343434	3.15001	1.955616107270533e8	2.1055442695817828e8	1.9625366148565057e8	2.1107473247450808e8	1.497755965578159e8	1.858666716154977e8	1.4834440034902337e8	1.8377760583081165e8	1.6902136021294412e8	1.697858441545073e8
0.9565643434343434	3.36001	2.056800160362388e8	2.215187734112296e8	2.0628929667870253e8	2.2196933974309573e8	1.5734315134931502e8	1.953270062066703e8	1.560100949887556e8	1.931409272752502e8	1.7755020257453027e8	1.7838888830278772e8
0.9565643434343434	3.57001	2.1566117448839018e8	2.3233772194262204e8	2.1618329584432557e8	2.3271493066438913e8	1.647997059895893e8	2.0465178137090975e8	1.6357135680331138e8	2.0237051093809152e8	1.859534344932987e8	1.8686687015901047e8
0.9565643434343434	3.78001	2.2551487091607875e8	2.430215982047878e8	2.2594582787014863e8	2.433221446833839e8	1.721532861295655e8	2.1385075648837605e8	1.710356368572938e8	2.114759794168758e8	1.9424014486068895e8	1.9522881713719323e8
0.9565643434343434	3.99001	2.352496896542447e8	2.5357946363038117e8	2.355858093316582e8	2.5380031487658638e8	1.7941092530880672e8	2.229324872869538e8	1.784094716752807e8	2.2046576889947486e8	2.0241829856447023e8	2.034826416980341e8
0.9565643434343434	4.20001	2.4487321710801715e8	2.6401932845483848e8	2.451111163370618e8	2.6415768849961263e8	1.865788332112291e8	2.319045296574632e8	1.856986376002805e8	2.2934733001710883e8	2.104949271648023e8	2.116353303244967e8
0.9565643434343434	4.41001	2.543922017356556e8	2.743483200027834e8	2.5452875175323159e8	2.7440160115210533e8	1.9366252841545728e8	2.4077360050941056e8	1.9290827269554082e8	2.3812728636902854e8	2.1847627932548857e8	2.1969309263757545e8
0.9565643434343434	4.62001	2.6381268199910787e8	2.845728173145539e8	2.6384497888552788e8	2.845386160568865e8	2.006669444642957e8	2.4954570633470902e8	2.0004297423367816e8	2.468115612280277e8	2.2636794100457636e8	2.2766148055534482e8
0.9565643434343434	4.83001	2.73140089858928e8	2.946985600682155e8	2.73065429558512e8	2.945746367078308e8	2.0759651558324677e8	2.582262471333851e8	2.0710687754862478e8	2.5540547996811876e8	2.3417493257992518e8	2.3554548460006252e8
0.9565643434343434	5.04001	2.823793353469528e8	3.0473073760807323e8	2.821951923980322e8	3.045149989137364e8	2.1445524666661778e8	2.6682010128770828e8	2.1410372046783134e8	2.6391385371800518e8	2.4190178814502433e8	2.4334961253748536e8
0.9565643434343434	5.25001	2.9153487631960595e8	3.1467406238952535e8	2.912388856143699e8	3.1436454670737696e8	2.2124677095297858e8	2.753316955243151e8	2.210368964519119e8	2.7234104831962955e8	2.4955262085364938e8	2.5107795418965027e8
0.9565643434343434	5.46001	3.0061077647691655e8	3.245328310818085e8	3.0020071751764655e8	3.241276954794603e8	2.2797439796037588e8	2.837650630752274e8	2.2790949879299518e8	2.806910416565884e8	2.571311772268281e8	2.5873423530716807e8
0.9565643434343434	5.6700099999999996	3.096107539958817e8	3.343109757967567e8	3.090845372249583e8	3.338084848955711e8	2.3464115363706934e8	2.9212389240502816e8	2.3472435766167977e8	2.889674716853191e8	2.6464088263876265e8	2.663218626969334e8
0.9565643434343434	5.8800099999999995	3.185382225876237e8	3.440121073456345e8	3.178938774527705e8	3.434106235660987e8	2.412498142330861e8	3.004115683265007e8	2.414840713814877e8	2.9717367696474695e8	2.720848796875564e8	2.738439622953857e8
0.9565643434343434	6.0900099999999995	3.2739632638643223e8	3.536395520043764e8	3.266319908680539e8	3.5293752700278735e8	2.478029350632057e8	3.086312069227649e8	2.4819103300397542e8	3.0531273108158416e8	2.794660607777681e8	2.813034115023331e8
0.9565643434343434	6.300009999999999	3.3618796977794546e8	3.631963829514867e8	3.353018811561288e8	3.623923500669876e8	2.543028750812999e8	3.167856853898079e8	2.5484745302805382e8	3.1338747206921655e8	2.867870959569315e8	2.88702866808236e8
0.9565643434343434	6.510009999999999	3.4491584304446954e8	3.726854473022076e8	3.439063297233132e8	3.717780148659932e8	2.6075181799504387e8	3.248776676828059e8	2.6145537893271273e8	3.214005276905592e8	2.940504568324406e8	2.96044787533861e8
0.9565643434343434	6.720009999999999	3.535824445298274e8	3.8210938947761226e8	3.524479187684093e8	3.810972348617577e8	2.6715179050370225e8	3.329096266722906e8	2.680167120583257e8	3.293543372808386e8	3.012584372289369e8	3.0333145633684903e8
0.9565643434343434	6.930009999999999	3.621900998899431e8	3.9147067150458896e8	3.609290513149199e8	3.903525358085305e8	2.735046781284911e8	3.4088386337925243e8	2.745332222678109e8	3.3725117071102923e8	3.084131711184141e8	3.105649970127205e8
0.9565643434343434	7.140009999999999	3.707409788889351e8	4.007715907301373e8	3.693519686838431e8	3.9954627401975507e8	2.7981223901651525e8	3.488025237508954e8	2.810065607381821e8	3.450931449271504e8	3.1551664825451994e8	3.1774739001819247e8
0.9565643434343434	7.350009999999999	3.792371101165331e8	4.1001429534593636e8	3.777187657998845e8	4.08680652373329e8	2.8607611602954936e8	3.566676133545349e8	2.8743827116854537e8	3.5288223843736756e8	3.2257072786387104e8	3.2488048606660926e8
0.9565643434343434	7.560009999999999	3.876803939359725e8	4.192007980482359e8	3.8603140465376997e8	4.1775773439175546e8	2.922978473735732e8	3.644810102999795e8	2.9382979964036745e8	3.6062030405278355e8	3.295771506843609e8	3.3196601808309805e8
0.9565643434343434	7.770009999999999	3.960726139183889e8	4.283329881028846e8	3.9429172618764603e8	4.2677945667575353e8	2.9847887598082274e8	3.7224447664714473e8	3.0018250332480884e8	3.6830908013498855e8	3.365375495903926e8	3.3900561175725204e8
0.9565643434343434	7.980009999999999	4.044154469765374e8	4.374126420394073e8	4.025014608260259e8	4.357476399229872e8	3.046205578204536e8	3.7995966851255e8	3.0649765819951594e8	3.7595020056100446e8	3.434534590042831e8	3.46000794891308e8
0.9565643434343434	8.19001	4.1271047237635887e8	4.4644143316215885e8	4.106622378379676e8	4.4466399872596985e8	3.107241692849996e8	3.876281450534011e8	3.1277646591047823e8	3.835452035816919e8	3.503263232611475e8	3.5295300570938325e8
0.9565643434343434	8.40001	4.2095917977577376e8	4.554209400359518e8	4.187755936870238e8	4.535301503121271e8	3.167909137766525e8	3.95251376479348e8	3.190200598932969e8	3.910955397216004e8	3.571575040671115e8	3.5986360026671666e8
0.9565643434343434	8.610009999999999	4.291629764178642e8	4.6435265407999206e8	4.2684297950060296e8	4.6234762236388624e8	3.2282192759750724e8	4.028307512190122e8	3.252295108501433e8	3.986025788454669e8	3.6394828716940063e8	3.667338590766337e8
0.9565643434343434	8.82001	4.3732319358534e8	4.732379863828605e8	4.348657677712582e8	4.711178600354202e8	3.288182852329138e8	4.1036758234851277e8	3.3140583166432023e8	4.0606761649733955e8	3.706998883388449e8	3.735649930546266e8
0.9565643434343434	9.030009999999999	4.454410924082634e8	4.8207827383536875e8	4.428452583846785e8	4.7984223226609534e8	3.347810041029098e8	4.1786311337413514e8	3.3754998182221806e8	4.1349187960265213e8	3.7741345875017047e8	3.803581488646803e8
0.9565643434343434	9.24001	4.5351786910320103e8	4.908747846636867e8	4.5078268405664915e8	4.885220374754132e8	3.4071104884691674e8	4.2531852344713825e8	3.436628714021816e8	4.2087653161065555e8	3.8409008983334774e8	3.87114413740394e8
0.9565643434343434	9.450009999999999	4.615546597110969e8	4.996287234335767e8	4.586792152486793e8	4.971585087129474e8	3.466093351965935e8	4.327349320783439e8	3.497453646818005e8	4.2822267714355874e8	3.9073081765895486e8	3.938348198430111e8
0.9565643434343434	9.66001	4.6955254439190817e8	5.083412355871257e8	4.665359646227797e8	5.057528183262784e8	3.524767334850862e8	4.40113403410409e8	3.557982834075375e8	4.355313662096349e8	3.9733662691127586e8	4.005203482105556e8
0.9565643434343434	9.870009999999999	4.77512551326237e8	5.170134115646191e8	4.743539910878908e8	5.143060822015622e8	3.583140718337312e8	4.4745495009796447e8	3.61822409765105e8	4.4280359802962524e8	4.039084544964868e8	4.0717193234403914e8
0.9565643434343434	10.08001	4.854356602674211e8	5.256462905576837e8	4.8213430348294383e8	5.228193636240545e8	3.641221390521632e8	4.54760536839288e8	3.678184890837071e8	4.50040324519575e8	4.104471928260805e8	4.137904614713881e8
0.9565643434343434	10.290009999999999	4.9332280578201336e8	5.342408639335526e8	4.8987786393624914e8	5.312936767998737e8	3.6990168728300923e8	4.620310835972221e8	3.737872323030433e8	4.5724245346728486e8	4.1695369281114197e8	4.20376783524027e8
0.9565643434343434	10.50001	5.011748802119972e8	5.427980783654648e8	4.97585590935739e8	5.397299900750084e8	3.756534344184448e8	4.692674685426774e8	3.7972931822821367e8	4.644108514351939e8	4.234287665982112e8	4.269317078568068e8
0.9565643434343434	10.710009999999999	5.089927363873059e8	5.513188386996367e8	5.052583621400588e8	5.481292288832233e8	3.813780663123122e8	4.7647053074941677e8	3.856453955948248e8	4.715463464181191e8	4.2987319007376236e8	4.334560077380172e8
0.9565643434343434	10.92001	5.1677719011462444e8	5.598040105859611e8	5.128970169570416e8	5.564922784503412e8	3.870762388090895e8	4.836410726658805e8	3.9153608496341395e8	4.7864973028089917e8	4.3628770516104835e8	4.399504226331086e8
0.9565643434343434	11.130009999999999	5.2452902246444464e8	5.682544228957571e8	5.2050235891319054e8	5.648199862796094e8	3.927485796075867e8	4.9077986238616633e8	3.9740198046057945e8	4.857217609983413e8	4.426730219301477e8	4.464156603028467e8
0.9565643434343434	11.34001	5.3224898187663025e8	5.766708699478016e8	5.280751578342157e8	5.731131644393181e8	3.983956899762457e8	4.9788763574016345e8	4.03243651381587e8	4.927631647164756e8	4.490298205395626e8	4.528523987341217e8
0.9565643434343434	11.550009999999999	5.39937786101604e8	5.850541135607959e8	5.356161518554591e8	5.81372591672213e8	4.04018146333955e8	5.049650982201168e8	4.090616436681366e8	4.997746376528316e8	4.553587530259999e8	4.5926128791972e8
0.9565643434343434	11.76001	5.47596123992983e8	5.934048849490247e8	5.431260492778347e8	5.895990153430858e8	4.0961650170940906e8	5.120129267594455e8	4.1485648127286875e8	5.067568478507773e8	4.6166044495620614e8	4.6564295150123084e8
0.9565643434343434	11.970009999999998	5.552246571654154e8	6.017238864755006e8	5.506055302842168e8	5.977931532399509e8	4.1519128709029174e8	5.190317713771899e8	4.206286674212236e8	5.137104368015018e8	4.679354969542688e8	4.719979882880959e8
0.9565643434343434	12.18001	5.628240215299516e8	6.100117932757697e8	5.580552485284051e8	6.059556952421634e8	4.207430126722795e8	5.260222567008354e8	4.263786857801357e8	5.2063602094594723e8	4.741844861155628e8	4.783269736638542e8
0.9565643434343434	12.390009999999998	5.703948287178183e8	6.182692547639296e8	5.654758326088037e8	6.140873048671831e8	4.2627216901709604e8	5.3298498337808645e8	4.3210700154169714e8	5.275341930674196e8	4.8040796731752974e8	4.846304608901043e8
0.9565643434343434	12.60001	5.779376674027382e8	6.264968960313506e8	5.728678874364536e8	6.221886207070603e8	4.3177922812749887e8	5.399205293876556e8	4.378140624296751e8	5.344055235843479e8	4.866064744364572e8	4.909089823168952e8
0.9565643434343434	12.810009999999998	5.854531045302128e8	6.346953191471809e8	5.802319955069609e8	6.30260257763885e8	4.3726464444650376e8	5.468294512577934e8	4.435002996351076e8	5.412505617522521e8	4.927805214786239e8	4.9716305050795037e8
0.9565643434343434	13.02001	5.929416864622042e8	6.428651043692119e8	5.875687180844254e8	6.383028086932354e8	4.427288557873475e8	5.537122852004163e8	4.4916612868752366e8	5.480698367823664e8	4.989306036328319e8	5.033931592878282e8
0.9565643434343434	13.230009999999998	6.004039400437316e8	6.510068112727277e8	5.948785963047657e8	6.463168449627185e8	4.481722842000319e8	5.605695481679648e8	4.5481195026677644e8	5.548638588842307e8	5.050571982513273e8	5.0959978471774054e8
0.9565643434343434	13.44001	6.07840373598492e8	6.591209798037031e8	6.021621522050545e8	6.54302917933498e8	4.53595336779644e8	5.67401738839428e8	4.6043815096067935e8	5.61633120238151e8	5.111607657646205e8	5.15783386005955e8
0.9565643434343434	13.65001	6.152514778586389e8	6.672081312629493e8	6.094198896850749e8	6.622615598702321e8	4.5899840642136174e8	5.742093385412456e8	4.6604510397282404e8	5.68378095903728e8	5.172417505360498e8	5.219444063579581e8
0.9565643434343434	13.860009999999999	6.226377268346424e8	6.752687692265744e8	6.166522954064771e8	6.701932848857247e8	4.64381872526191e8	5.809928121085066e8	4.716331697843998e8	5.750992446692159e8	5.2330058166058874e8	5.28083273771399e8
0.9565643434343434	14.07001	6.299995786292802e8	6.833033804075961e8	6.238598396341914e8	6.780985898252981e8	4.6974610166160184e8	5.877526086907624e8	4.772026967737842e8	5.817970098465283e8	5.2933767371255255e8	5.342004017800569e8
0.9565643434343434	14.280009999999999	6.373374762007586e8	6.913124354636611e8	6.310429770251579e8	6.859779550953326e8	4.750914481804224e8	5.944891625073646e8	4.827540217973094e8	5.884718200162543e8	5.353534274460445e8	5.4029619015091e8
0.9565643434343434	14.49001	6.446518480783529e8	6.992963897546494e8	6.382021473678747e8	6.938318454407078e8	4.804182548011945e8	6.012028935555763e8	4.882874707338698e8	5.951240897262053e8	5.413482304517874e8	5.463710255378811e8
0.9565643434343434	14.700009999999999	6.519431090345209e8	7.072556840540185e8	6.45337776276743e8	7.01660710674614e8	4.8572685315299875e8	6.07894208275512e8	4.938033589963631e8	6.017542201474074e8	5.473224577737452e8	5.524252820955565e8
0.9565643434343434	14.91001	6.592116607164403e8	7.151907452176359e8	6.524502758446442e8	7.094649863644547e8	4.910175642873742e8	6.145635001749864e8	4.993019920123719e8	6.083625996903627e8	5.532764724884906e8	5.584593220556341e8
0.9565643434343434	15.120009999999999	6.664578922400749e8	7.231019868126785e8	6.595400452566042e8	7.172450944770528e8	4.962906991596555e8	6.21211150416925e8	5.0478366567621034e8	6.149496045847121e8	5.592106262499568e8	5.644734962693458e8
0.9565643434343434	15.33001	6.736821807496915e8	7.309898097100394e8	6.66607471367523e8	7.250014439860619e8	5.015465590821547e8	6.278375283726109e8	5.102486667746813e8	6.215155994248384e8	5.651252598022635e8	5.704681447178117e8
0.9565643434343434	15.540009999999999	6.80884891944698e8	7.388546026423905e8	6.73652929246454e8	7.32734431444399e8	5.067854361509906e8	6.344429921427752e8	5.156972733880262e8	6.280609376840181e8	5.710207034627687e8	5.764435969929316e8
0.9565643434343434	15.75001	6.880663805769633e8	7.466967427305453e8	6.806767826899868e8	7.404444415239139e8	5.120076136485e8	6.410278890488747e8	5.2112975526834065e8	6.345859621991122e8	5.768972775775486e8	5.824001727507554e8
0.9565643434343434	15.960009999999999	6.952269909197717e8	7.54516595980428e8	6.876793847064997e8	7.48131847524876e8	5.1721336642309576e8	6.475925560968838e8	5.265463741964742e8	6.410910056279378e8	5.827552929511583e8	5.883381821393658e8
0.9565643434343434	16.170009999999998	7.023670572111065e8	7.623145177524227e8	6.946610779737076e8	7.55797011857133e8	5.2240296124778265e8	6.541373204150695e8	5.3194738431926316e8	6.475763908813745e8	5.885950512524593e8	5.942579262028203e8
0.9565643434343434	16.38001	7.094869040724411e8	7.700908532049859e8	7.016221952710752e8	7.634402864950324e8	5.2757665715913534e8	6.606624996679491e8	5.373330324682411e8	6.54042431531556e8	5.944168453980896e8	6.001596972630581e8
