B	muFe	ms1	ms2	ms3	ms4	ms5	ms6	ms7	ms8	ms9	ms10
0.9604999999999999	4.81	1.263073291400722e9	1.361992360434551e9	1.3624242027000437e9	1.3624242027000437e9	9.328453231440462e8	1.1889637188361561e9	9.307724600216922e8	1.1767417842695026e9	1.0718639764963461e9	1.0771488252748725e9
0.9604999999999999	4.96	1.2974795600609114e9	1.3988720247598777e9	1.3990947749935172e9	1.3990947749935172e9	9.57549908557839e8	1.2211359318384318e9	9.559579735751978e8	1.2085885673950665e9	1.1007517300444105e9	1.1063064831460116e9
0.9604999999999999	5.109999999999999	1.3317561795405612e9	1.4356069989262412e9	1.435615800846522e9	1.435615800846522e9	9.821435363681555e8	1.2531813488971696e9	9.810442193432547e8	1.2403099737499084e9	1.1295226496340256e9	1.1353495116084135e9
0.9604999999999999	5.26	1.3659074240203168e9	1.4722020744447205e9	1.4719922547341027e9	1.4719922547341027e9	1.0066299413066586e9	1.2851041711106784e9	1.006034486369042e9	1.2719101568967102e9	1.1581806178348048e9	1.164281707575173e9
0.9604999999999999	5.409999999999999	1.3999373090471487e9	1.5086617522075105e9	1.5082288087099314e9	1.5082288087099314e9	1.0310126296389359e9	1.3169083446999795e9	1.0309318641512705e9	1.3033930184212134e9	1.1867292812967706e9	1.1931066376378138e9
0.9604999999999999	5.56	1.433849613915324e9	1.5449902676765943e9	1.5443298586583412e9	1.5443298586583412e9	1.0552948990800127e9	1.348597583103351e9	1.0557392599421407e9	1.3347622297743754e9	1.2151720712227716e9	1.2218276580303164e9
0.9604999999999999	5.71	1.4676479015594318e9	1.5811916132685223e9	1.5802995476219065e9	1.5802995476219065e9	1.0794798564837973e9	1.3801753866117468e9	1.080459414119888e9	1.3660212516835086e9	1.2435122215607116e9	1.250447932370841e9
0.9604999999999999	5.859999999999999	1.501335536293783e9	1.617269558313705e9	1.6161417865976245e9	1.6161417865976245e9	1.1035704336074998e9	1.4116450598757255e9	1.1050949138951478e9	1.3971733514593222e9	1.2717527852221215e9	1.2789704474810274e9
0.9604999999999999	6.01	1.5349156996813803e9	1.6532276669078858e9	1.6518602731346862e9	1.6518602731346862e9	1.1275694012037308e9	1.4430097275636537e9	1.1296482055699875e9	1.4282216184756427e9	1.299896648586666e9	1.3073980275343955e9
0.9604999999999999	6.159999999999999	1.5683914047702467e9	1.6890693139255102e9	1.6874585080148718e9	1.6874585080148718e9	1.1514793816558077e9	1.474272348407229e9	1.1541216055340066e9	1.4591689780546675e9	1.327946544511976e9	1.3357333467480345e9
0.9604999999999999	6.31	1.6017655089017897e9	1.724797699424437e9	1.7229398102553954e9	1.7229398102553954e9	1.1753028603377266e9	1.5054357278361483e9	1.1785173101561992e9	1.4900182039572864e9	1.3559050640349529e9	1.3639789407993212e9
0.9604999999999999	6.46	1.635040725264211e9	1.760415861638033e9	1.7583073306387978e9	1.7583073306387978e9	1.1990421958557532e9	1.5365025293730156e9	1.2028374047060921e9	1.520771929648696e9	1.3837746669247153e9	1.3921372171224036e9
0.9604999999999999	6.609999999999999	1.6682196333404608e9	1.795926688722715e9	1.7935640639448826e9	1.7935640639448826e9	1.2226996293042696e9	1.5674752849370327e9	1.227083871420667e9	1.5514326584840176e9	1.4115576912236094e9	1.420210464219087e9
0.9604999999999999	6.76	1.701304688379424e9	1.8313329294052486e9	1.8287128600363443e9	1.8287128600363443e9	1.246277292651282e9	1.5983564041825538e9	1.2512585968153045e9	1.5820027729408052e9	1.439256361894293e9	1.44820086009716e9
0.9604999999999999	6.909999999999999	1.7342982300009181e9	1.8666372026560674e9	1.8637564339282076e9	1.8637564339282076e9	1.269777216353218e9	1.6291481829828203e9	1.2753633783258827e9	1.6124845430061212e9	1.4668727986739705e9	1.4761104799366941e9
0.9604999999999999	7.06	1.7672024900307615e9	1.9018420064953573e9	1.8986973749545412e9	1.8986973749545412e9	1.2932013362845414e9	1.6598528111534348e9	1.2993999303556325e9	1.6428801338120606e9	1.4944090232252607e9	1.5039413030694432e9
0.9604999999999999	7.209999999999999	1.8000195996503153e9	1.9369497260280113e9	1.9335381551303852e9	1.9335381551303852e9	1.3165515000571442e9	1.6904723794991965e9	1.3233698897919207e9	1.6731916126023679e9	1.5218669656590035e9	1.5316952193464525e9
0.9604999999999999	7.359999999999999	1.8327515959325035e9	1.9719626407884226e9	1.9682811367953994e9	1.9682811367953994e9	1.3398294727953658e9	1.7210088862556343e9	1.3472748210495305e9	1.7034209551005816e9	1.5492484704970396e9	1.5593740349590797e9
0.9604999999999999	7.51	1.8654004278293767e9	2.0068829314675865e9	2.0029285796136844e9	2.0029285796136844e9	1.3630369424228604e9	1.7514642429888177e9	1.3711162206895833e9	1.733570051342857e9	1.576555302132918e9	1.5869794777705915e9
0.9604999999999999	7.659999999999999	1.8979679616664498e9	2.0417126860863225e9	2.0374826469963028e9	2.0374826469963028e9	1.386175524511937e9	1.7818402800091853e9	1.394895521658007e9	1.7636407110300305e9	1.6037891498423758e9	1.6145132022082105e9
0.9604999999999999	7.81	1.9304559861939003e9	2.0764539056691768e9	2.0719454120042036e9	2.0719454120042036e9	1.4092467667397225e9	1.8121387513474152e9	1.4186140971812274e9	1.7936346684472604e9	1.6309516323883443e9	1.6419767937597852e9
0.9604999999999999	7.959999999999999	1.9628662172379146e9	2.111108509469042e9	2.1063188627826884e9	2.1063188627826884e9	1.4322521529890656e9	1.8423613393364913e9	1.4422732643534117e9	1.823553586993602e9	1.6580443022608697e9	1.6693717731145468e9
0.9604999999999999	8.11	1.9952003019906254e9	2.145678339785397e9	2.1406049075728297e9	2.1406049075728297e9	1.4551931071298137e9	1.8725096588368504e9	1.465874287444485e9	1.8533990633592958e9	1.6850686495870001e9	1.6966995999813032e9
0.9604999999999999	8.26	2.0274598229732463e9	2.1801651664148164e9	2.174805379340344e9	2.174805379340344e9	1.4780709965095816e9	1.9025852611396632e9	1.4894183809558833e9	1.8831726313848183e9	1.7120261057421083e9	1.7239616766157107e9
0.9604999999999999	8.41	2.0596463017027304e9	2.2145706907681746e9	2.2089220400566263e9	2.2089220400566263e9	1.5008871351824377e9	1.9325896375769355e9	1.5129067124469898e9	1.9128757656297686e9	1.7389180466900373e9	1.7511593510827582e9
0.9604999999999999	8.559999999999999	2.091761202088299e9	2.2488965496844826e9	2.242956584664678e9	2.242956584664678e9	1.5236427868985786e9	1.9625242228665137e9	1.5363404051538887e9	1.9425098846800334e9	1.7657457960776258e9	1.7782939202797146e9
0.9604999999999999	8.709999999999999	2.1238059335834389e9	2.2831443189695406e9	2.2769106447580256e9	2.2769106447580256e9	1.5463391678767304e9	1.9923903982147837e9	1.5597205404185338e9	1.9720763542150092e9	1.7925106281050327e9	1.805366632739891e9
0.9604999999999999	8.86	2.1557818541137385e9	2.3173155166823373e9	2.3107857919976077e9	2.3107857919976077e9	1.568977449379229e9	2.0221894941988287e9	1.5830481599452045e9	2.0015764898575394e9	1.8192137701918917e9	1.832378691237601e9
0.9604999999999999	9.01	2.18769027280036e9	2.3514116061926246e9	2.3445835412897964e9	2.3445835412897964e9	1.5915587601057675e9	2.051922793447621e9	1.6063242678995478e9	2.0310115598240569e9	1.8458564054569244e9	1.8593312552107072e9
0.9604999999999999	9.16	2.219532452497076e9	2.3854339990279913e9	2.37830535374593e9	2.37830535374593e9	1.6140841884223714e9	2.0815915331384664e9	1.6295498328632188e9	2.0603827873932264e9	1.8724396750275831e9	1.8862254430173585e9
0.9604999999999999	9.309999999999999	2.2513096121555467e9	2.4193840575286646e9	2.411952639441423e9	2.411952639441423e9	1.636554784439079e9	2.1111969073252194e9	1.6527257896563294e9	2.0896913532073336e9	1.898964680192624e9	1.9130623340393558e9
0.9604999999999999	9.459999999999999	2.2830229290338206e9	2.453263097325783e9	2.4455267599914913e9	2.4455267599914913e9	1.6589715619486027e9	2.140740069111189e9	1.6758530410389705e9	2.1189383974209194e9	1.9254324844122097e9	1.939842970646413e9
0.9604999999999999	9.61	2.3146735407607646e9	2.487072389657797e9	2.4790290309577756e9	2.4790290309577756e9	1.6813355002379498e9	2.1702221326804295e9	1.6989324593013544e9	2.1481250217086253e9	1.9518441151959324e9	1.966568360031736e9
0.9604999999999999	9.76	2.346262547266783e9	2.5208131635368867e9	2.5124607241000953e9	2.5124607241000953e9	1.703647545782514e9	2.1996441751975746e9	1.7219648877511463e9	2.1772522911439805e9	1.9782005658599062e9	1.9932394759288645e9
0.9604999999999999	9.91	2.3777910125934563e9	2.554486607779127e9	2.545823069485091e9	2.545823069485091e9	1.7259086138324165e9	2.229007238587711e9	1.7449511421069484e9	2.20632123595851e9	2.0045027971721833e9	2.0198572602203305e9
0.9604999999999999	10.059999999999999	2.4092599665893536e9	2.588093872906702e9	2.579117257462918e9	2.579117257462918e9	1.748119589899349e9	2.2583123312044725e9	1.7678920118044543e9	2.235332853191516e9	2.0307517388956523e9	2.0464226244453843e9
0.9604999999999999	10.209999999999999	2.4406704065018196e9	2.621636072933951e9	2.6123444405221806e9	2.6123444405221806e9	1.7702813311513677e9	2.287560429396103e9	1.7907882612222824e9	2.264288108237949e9	2.0569482912353091e9	2.0729364512150505e9
0.9604999999999999	10.36	2.472023298472766e9	2.655114287044505e9	2.6455057350324817e9	2.6455057350324817e9	1.7923946677230241e9	2.3167524789762044e9	1.8136406308333879e9	2.2931879363026733e9	2.0830933261982927e9	2.0993995955412416e9
0.9604999999999999	10.51	2.5033195789447365e9	2.688529561168826e9	2.678602222882651e9	2.678602222882651e9	1.8144604039464688e9	2.345889396606506e9	1.8364498382879457e9	2.3220332437675867e9	2.1091876888721926e9	2.1258128860868099e9
0.9604999999999999	10.66	2.5345601559844713e9	2.7218829094680004e9	2.7116349530218735e9	2.7116349530218735e9	1.8364793195101006e9	2.3749720710984917e9	1.8592165794320354e9	2.3508249094785166e9	2.1352321986283846e9	2.152177126341843e9
0.9604999999999999	10.809999999999999	2.5657459105295672e9	2.7551753157323914e9	2.7446049429121737e9	2.7446049429121737e9	1.8584521705494556e9	2.404001364639044e9	1.881941529267571e9	2.3795637859569726e9	2.1612276502546997e9	2.178493095731162e9
0.9604999999999999	10.959999999999999	2.5968776975642962e9	2.7884077346991553e9	2.777513179896646e9	2.777513179896646e9	1.8803796906753283e9	2.432978113946379e9	1.904625342856974e9	2.4082507005428705e9	2.1871748150241637e9	2.2047615506591487e9
0.9604999999999999	11.11	2.6279563472280407e9	2.8215810932962856e9	2.810360622490989e9	2.810360622490989e9	1.902262591943682e9	2.4619031313604e9	1.9272686561767423e9	2.436886456472522e9	2.2130744417025056e9	2.2309832254950857e9
0.9604999999999999	11.26	2.658982665863458e9	2.854696291816556e9	2.8431482016026964e9	2.8431482016026964e9	1.9241015657711003e9	2.490777205871916e9	1.9498720869238343e9	2.4654718338967085e9	2.2389272574997396e9	2.257158833503647e9
0.9604999999999999	11.41	2.6899574370059876e9	2.8877542050275445e9	2.8758768216831164e9	2.8758768216831164e9	1.9458972837999146e9	2.519601104096169e9	1.97243623527696e9	2.4940075908424687e9	2.264733968969479e9	2.2832890677244415e9
0.9604999999999999	11.559999999999999	2.7208814223201547e9	2.9207556832209435e9	2.908547361817073e9	2.908547361817073e9	1.9676503987160146e9	2.548375571192737e9	1.9949616846175256e9	2.5224944641231093e9	2.290495262859469e9	2.3093746018034816e9
0.9604999999999999	11.709999999999999	2.7517553624856815e9	2.953701553205884e9	2.941160676754115e9	2.941160676754115e9	1.989361545022662e9	2.577101331736461e9	2.017449002211036e9	2.550933170198942e9	2.3162118069161224e9	2.3354160907805367e9
0.9604999999999999	11.86	2.7825799780370817e9	2.986592619250078e9	2.973717597884596e9	2.973717597884596e9	2.0110313397733357e9	2.605779090542371e9	2.039898739853184e9	2.579324405993222e9	2.3418842506469975e9	2.3614141718344026e9
0.9604999999999999	12.01	2.813355970159064e9	3.019429663971088e9	3.00621893416595e9	3.00621893416595e9	2.0326603832661054e9	2.634409533447418e9	2.0623114344817538e9	2.6076688496648192e9	2.367513226043081e9	2.3873694649896245e9
0.9604999999999999	12.16	2.8440840214413967e9	3.0522134491824117e9	3.0386654729998183e9	3.0386654729998183e9	2.0542492597018986e9	2.6629933280523424e9	2.084687608757217e9	2.6359671613415737e9	2.393099348263896e9	2.4132825737868986e9
0.9604999999999999	12.309999999999999	2.874764796594931e9	3.0849447166957855e9	3.0710579810651875e9	3.0710579810651875e9	2.0757985378095021e9	2.691531124424551e9	2.107027771613704e9	2.6642199838157096e9	2.4186432162879405e9	2.439154085918596e9
0.9604999999999999	12.459999999999999	2.905398943132185e9	3.1176241890838656e9	3.1033972051097155e9	3.1033972051097155e9	2.0973087714383109e9	2.720023555767649e9	2.1293324187822225e9	2.692427943205136e9	2.4441454135296764e9	2.4649845738332577e9
0.9604999999999999	12.61	2.9359870920139008e9	3.150252570404631e9	3.1356838727011447e9	3.1356838727011447e9	2.1187805001225555e9	2.748471239055491e9	2.151602033287821e9	2.7205916495809827e9	2.4696065084270105e9	2.4907745953096347e9
0.9604999999999999	12.76	2.966529858263619e9	3.1828305468898945e9	3.16791869294239e9	3.16791869294239e9	2.1402142496163118e9	2.776874775636778e9	2.1738370859226246e9	2.748711697564768e9	2.495027054998609e9	2.5165246940023336e9
0.9604999999999999	12.91	2.9970278415527506e9	3.215358787601281e9	3.2001023571509457e9	3.2001023571509457e9	2.161610532403684e9	2.805234751809523e9	2.196038035695585e9	2.776788666896991e9	2.5204075933751287e9	2.542235399961206e9
0.9604999999999999	13.059999999999999	3.027481626757941e9	3.247837945053789e9	3.232235539507088e9	3.232235539507088e9	2.182969848183985e9	2.8335517393680606e9	2.2182053302607527e9	2.8048231229773636e9	2.545748650304348e9	2.567907230126088e9
0.9604999999999999	13.209999999999999	3.057891784491625e9	3.2802686558104844e9	3.2643188976702933e9	3.2643188976702933e9	2.2042926843333035e9	2.861826296124231e9	2.2403394063254023e9	2.832815617380554e9	2.5710507396328516e9	2.5935406887975163e9
0.9604999999999999	13.36	3.0882588716073923e9	3.31265154104894e9	3.296353073366418e9	3.296353073366418e9	2.225579516345142e9	2.8900589664042873e9	2.2624406900387907e9	2.8607666883473024e9	2.596314362764415e9	2.6191362680857606e9
0.9604999999999999	13.51	3.118583431683057e9	3.34498720710182e9	3.3283386929488845e9	3.3283386929488845e9	2.2468308082502565e9	2.9182502815222554e9	2.2845095973631215e9	2.888676861252249e9	2.6215400090978155e9	2.6446944483392773e9
0.9604999999999999	13.66	3.14886599548049e9	3.377276245971966e9	3.3602763679329815e9	3.3602763679329815e9	2.268047013016692e9	2.946400760232085e9	2.306546534427403e9	2.916546649051522e9	2.6467281564444084e9	2.6702156985527115e9
0.9604999999999999	13.809999999999999	3.179107081385358e9	3.409519235824998e9	3.3921666955066414e9	3.3921666955066414e9	2.2892285729324675e9	2.974510909159288e9	2.3285518978650613e9	2.944376552708799e9	2.6718792714262533e9	2.695700476757228e9
0.9604999999999999	13.959999999999999	3.209307195826859e9	3.441716741459533e9	3.424010259017819e9	3.424010259017819e9	2.3103759199701977e9	3.0025812232127566e9	2.350526075136994e9	2.9721670616032047e9	2.696993809857058e9	2.721149230393031e9
0.9604999999999999	14.11	3.2394668336789565e9	3.4738693147558775e9	3.4558076284403706e9	3.4558076284403706e9	2.3314894761363635e9	3.0306121859790187e9	2.3724694448395133e9	2.9999186539184403e9	2.7220722171057515e9	2.746562396665293e9
0.9604999999999999	14.26	3.2695864786439357e9	3.50597749510612e9	3.487559360819475e9	3.487559360819475e9	2.3525696538040347e9	3.0586042700985093e9	2.394382376999362e9	3.0276317970152044e9	2.7471149284442945e9	2.7719404028845015e9
0.9604999999999999	14.409999999999998	3.2996666036193533e9	3.5380418098249016e9	3.5192660006981654e9	3.5192660006981654e9	2.373616856032251e9	3.0865579376259346e9	2.4162652333559246e9	3.0553069477875404e9	2.7721223693805337e9	2.797283666792145e9
0.9604999999999999	14.559999999999999	3.329707671049621e9	3.570062774542779e9	3.5509280805245886e9	3.5509280805245886e9	2.394631476870794e9	3.114473640374985e9	2.438118367630812e9	3.082944553003457e9	2.7970949559761205e9	2.8225925968722644e9
0.9604999999999999	14.709999999999999	3.3597101332619557e9	3.6020408935824513e9	3.5825461210424223e9	3.5825461210424223e9	2.4156139016524777e9	3.142351820248563e9	2.459942125786403e9	3.1105450496313653e9	2.822033095151565e9	2.8478675926497846e9
0.9604999999999999	14.86	3.389674432788577e9	3.633976660319555e9	3.614120631665098e9	3.614120631665098e9	2.4365645072726097e9	3.1701929095547028e9	2.4817368462735715e9	3.1381088651527314e9	2.846937184978327e9	2.8731090449763083e9
0.961	0.01	3.031659632969232e7	4.236823340666565e7	5.089563463247107e7	5.089563463247107e7	3.2105749874487124e7	3.7755378366612874e7	2.6473951311551142e7	3.2340979541175384e7	3.215224262614054e7	3.2112745523822967e7
0.961	0.16	9.841952215270674e7	1.134162694055281e8	1.210375964820159e8	1.210375964820159e8	8.983753105314697e7	1.0245389746659987e8	7.879466998992985e7	9.56396465754907e7	9.277899462156361e7	9.212450113735862e7
0.961	0.31	1.4692561453828672e8	1.6549481572439855e8	1.7213405417228022e8	1.7213405417228022e8	1.2745303741464554e8	1.451793023823294e8	1.1462046777475435e8	1.4106201418660647e8	1.3479171390353557e8	1.3190876064119081e8
0.961	0.45999999999999996	1.9060374821848083e8	2.12173014487608e8	2.1807106634174845e8	2.1807106634174845e8	1.594571709018991e8	1.8084108710611433e8	1.4626946495106712e8	1.816237573436196e8	1.715536789545361e8	1.683161578956965e8
0.961	0.61	2.3173233390243617e8	2.5601366691573104e8	2.6107887581585744e8	2.6107887581585744e8	1.888519302208299e8	2.081580442138767e8	1.7567486246874225e8	2.1967516086692885e8	2.0587656835861632e8	2.0252503113562536e8
0.961	0.76	2.7247339794188863e8	2.9962339550371784e8	3.0428162901289165e8	3.0428162901289165e8	2.1792335792290294e8	2.4990867268234396e8	2.0532348953401735e8	2.5744619803329578e8	2.399156385550016e8	2.3698533120823607e8
0.961	0.9099999999999999	3.115874559451895e8	3.413907365288305e8	3.4561682244650054e8	3.4561682244650054e8	2.454616539478974e8	2.934613397982557e8	2.3376713368692505e8	2.936408912087916e8	2.7240012925981253e8	2.7006683413804585e8
0.961	1.06	3.499941210255824e8	3.824053734122968e8	3.8627567264289176e8	3.8627567264289176e8	2.726290444191016e8	3.3396554440668243e8	2.6175222392024353e8	3.292370998957165e8	3.043725330360003e8	3.0255184174697167e8
0.961	1.21	3.88544811544581e8	4.2368018200649565e8	4.2738813904551905e8	4.2738813904551905e8	3.003728367577743e8	3.7005647302137923e8	2.900166310628246e8	3.6512107441613686e8	3.36741170196432e8	3.352386555656254e8
0.961	1.3599999999999999	4.260997633535379e8	4.6381360842598426e8	4.673127977603976e8	4.673127977603976e8	3.272082152183857e8	4.051533324300599e8	3.175005274430408e8	4.0004400476334655e8	3.681722874601661e8	3.670243323723555e8
0.961	1.51	4.6279095059222025e8	5.029586862128147e8	5.0621014787545335e8	5.0621014787545335e8	3.532608785028513e8	4.393893127846411e8	3.443085364764895e8	4.341340389352404e8	3.987926215791978e8	3.980296300958514e8
0.961	1.66	4.9972410272455066e8	5.424782998880037e8	5.455868042798411e8	5.455868042798411e8	3.7984558865793896e8	4.7392716971314603e8	3.7133874823505396e8	4.684702084082812e8	4.297346198341218e8	4.2931349050906664e8
0.961	1.8099999999999998	5.370590206169924e8	5.825597093371842e8	5.856418444180944e8	5.856418444180944e8	4.071194563675302e8	5.0892824854287094e8	3.9871655547404e8	5.0320615185452783e8	4.611508245558693e8	4.6102252623310834e8
0.961	1.96	5.73879791009188e8	6.220600285787961e8	6.250996285545981e8	6.250996285545981e8	4.339478946496513e8	5.434208906231459e8	4.256936278759519e8	5.374465097106184e8	4.920900018216354e8	4.9227113006432253e8
0.961	2.11	6.102321378612943e8	6.610313104107887e8	6.640138770651655e8	6.640138770651655e8	4.603715307706897e8	5.774506535327607e8	4.5230591210931087e8	5.712355738388652e8	5.225951739549254e8	5.2310055581960565e8
0.961	2.26	6.461547639868779e8	6.995175844730468e8	7.024300124194117e8	7.024300124194117e8	4.864246704322298e8	6.110560717941905e8	4.7858381020101744e8	6.046108173254014e8	5.527027084613987e8	5.535456979087443e8
0.961	2.4099999999999997	6.81680823407697e8	7.375565439342046e8	7.403869061016403e8	7.403869061016403e8	5.121366351062232e8	6.442701334565108e8	5.045533457295837e8	6.376043268384511e8	5.824437203504035e8	5.836364283597878e8
0.961	2.5599999999999996	7.174147054748557e8	7.758586770004597e8	7.785980969076484e8	7.785980969076484e8	5.380404306288246e8	6.777100012681731e8	5.3071210814462185e8	6.707889955897886e8	6.124310845142685e8	6.139349422527294e8
0.961	2.7099999999999995	7.54072610964632e8	8.152651299917127e8	8.179072273915753e8	8.179072273915753e8	5.647642698473704e8	7.121061955885673e8	5.576491681511797e8	7.048427538393536e8	6.433899013091745e8	6.45106772559714e8
0.961	2.86	7.904780114354509e8	8.543890472514505e8	8.56923549002595e8	8.56923549002595e8	5.91268951425683e8	7.46254600694727e8	5.843922457897938e8	7.386516017050602e8	6.741199200780561e8	6.760546226645811e8
0.961	3.01	8.266457683532672e8	8.932471312062931e8	8.956644469298254e8	8.956644469298254e8	6.175676397565343e8	7.80169872754494e8	6.109528142008085e8	7.722300223431747e8	7.046347130863686e8	7.067917366332568e8
0.961	3.1599999999999997	8.625891724153708e8	9.318543149085108e8	9.341454605056922e8	9.341454605056922e8	6.436720930403233e8	8.138651149032253e8	6.37341130805752e8	8.055909643604687e8	7.349464122560041e8	7.37329955342973e8
0.961	3.3099999999999996	8.983201762179909e8	9.702240245189234e8	9.72380557445031e8	9.72380557445031e8	6.695928730458862e8	8.473521076749947e8	6.635664176872028e8	8.387460694883511e8	7.650659230902957e8	7.676799246596013e8
0.961	3.4599999999999995	9.338495834762833e8	1.0083683927193068e9	1.0103823567595048e9	1.0103823567595048e9	6.953395154963207e8	8.806414963497579e8	6.896370082428665e8	8.717058576902331e8	7.95003098571329e8	7.978512646946653e8
0.961	3.6099999999999994	9.691872044431996e8	1.0462984339594686e9	1.0481623117624531e9	1.0481623117624531e9	7.209206698582885e8	9.137429447915202e8	7.155604676095822e8	9.044798791624284e8	8.247668819309369e8	8.278527087911646e8
0.961	3.76	1.0043419847197123e9	1.0840241896666114e9	1.0857308616713662e9	1.0857308616713662e9	7.463442150720023e8	9.466652629152135e8	7.413436924438825e8	9.370768402795806e8	8.543654249290189e8	8.576922186858879e8
0.961	3.9099999999999997	1.0393221128920901e9	1.121554849559259e9	1.1230975582348986e9	1.1230975582348986e9	7.716173561575713e8	9.7941651317448e8	7.669929942806797e8	9.695047088127985e8	8.838061866505775e8	8.873770807193638e8
0.961	4.06	1.074135111155418e9	1.158898853763846e9	1.1602711722987735e9	1.1602711722987735e9	7.967467054700471e8	1.0120041001960611e9	7.925141696991398e8	1.0017708024959433e9	9.130960166547121e8	9.169139868200579e8
0.961	4.21	1.1087879121421816e9	1.196063979368632e9	1.1972597841130564e9	1.1972597841130564e9	8.217383515194577e8	1.044434846752182e9	8.179125597938818e8	1.0338818640934215e9	9.422412254404972e8	9.463091031459357e8
0.961	4.359999999999999	1.1432869244724197e9	1.233057414257409e9	1.2340708603520226e9	1.2340708603520226e9	8.465979176340679e8	1.076715058565904e9	8.431931009049863e8	1.0658441254344585e9	9.712476445472999e8	9.755681286374063e8
0.961	4.51	1.1776380890121436e9	1.2698858204649675e9	1.2707113201914573e9	1.2707113201914573e9	8.713306122634618e8	1.108850579918419e9	8.683603681475751e8	1.0976633623591282e9	1.0001206781184297e9	1.0046963452601633e9
0.961	4.659999999999999	1.2118469274224305e9	1.3065553888406456e9	1.3071875923102076e9	1.3071875923102076e9	8.959412723513634e8	1.1408468416263885e9	8.934186129688367e8	1.1293449421256692e9	1.0288653473843112e9	1.033698661354795e9
0.961	4.81	1.2459185842698271e9	1.343071886454023e9	1.3435056643146791e9	1.3435056643146791e9	9.204344009249284e8	1.1727089026480455e9	9.183717957176222e8	1.1608938645225902e9	1.0574863292337698e9	1.0625796492299596e9
0.961	4.96	1.2798578637258492e9	1.3794406979021676e9	1.3796711257978868e9	1.3796711257978868e9	9.448141998283389e8	1.2044414863365266e9	9.432236140237626e8	1.192314797691508e9	1.085987989819179e9	1.0913435779195647e9
0.961	5.109999999999999	1.3136692616936588e9	1.4156668614638348e9	1.4156892060211148e9	1.4156892060211148e9	9.69084598355325e8	1.2360490121696496e9	9.679775276366554e8	1.2236121094809375e9	1.1143744139656367e9	1.1199944418530946e9
0.961	5.26	1.347356994049092e9	1.451755100876159e9	1.4515648070269547e9	1.4515648070269547e9	9.932492783999283e8	1.2675356236375818e9	9.926367802557919e8	1.2547898950029783e9	1.142649431015516e9	1.1485359860540469e9
0.961	5.409999999999999	1.3809250215632865e9	1.4877098533725963e9	1.4873025328532004e9	1.4873025328532004e9	1.017311696636006e9	1.298905212848894e9	1.0172044187928914e9	1.2858520009481273e9	1.1708166376303313e9	1.1769717283739777e9
0.961	5.56	1.4143770719782183e9	1.5235352945146673e9	1.5229067154007468e9	1.5229067154007468e9	1.0412751041489857e9	1.3301614423220408e9	1.0416833104305594e9	1.3168020471186986e9	1.1988794179818237e9	1.2053049791834157e9
0.961	5.71	1.4477166596282454e9	1.5592353602595577e9	1.5583814374198625e9	1.5583814374198625e9	1.0651425638733658e9	1.3613077643514357e9	1.0660761577821926e9	1.3476434455656304e9	1.2268409616942658e9	1.2335388588708692e9
0.961	5.859999999999999	1.4809471029374325e9	1.5948137666365855e9	1.5937305530021784e9	1.5937305530021784e9	1.0889169661326244e9	1.3923474382742512e9	1.090385512408782e9	1.3783794176509914e9	1.2547042798401918e9	1.2616763134457145e9
0.961	6.01	1.514071540071963e9	1.6302740273457892e9	1.6289577059064708e9	1.6289577059064708e9	1.1126010425307183e9	1.423283545913838e9	1.1146137869083998e9	1.4090130093089852e9	1.282472219245674e9	1.2897201284930787e9
0.961	6.159999999999999	1.547092942982199e9	1.6656194695444224e9	1.6640663459951339e9	1.6640663459951339e9	1.1361973784075413e9	1.454119005432618e9	1.1387632657602642e9	1.4395471047350662e9	1.3101474753214345e9	1.3176729416919024e9
0.961	6.31	1.580014130036244e9	1.7008532480476153e9	1.699059744017692e9	1.699059744017692e9	1.1597084240372603e9	1.4848565837934272e9	1.1628361150798485e9	1.4699844386998663e9	1.3377326036034393e9	1.3455372540755084e9
0.961	6.46	1.6128377774157329e9	1.7359783581364224e9	1.7339410049428835e9	1.7339410049428835e9	1.1831365047241845e9	1.51549890799814e9	1.186834391416674e9	1.500327607655692e9	1.3652300301609118e9	1.373315440187251e9
0.961	6.609999999999999	1.6455664294211853e9	1.770997647138989e9	1.7687130800118766e9	1.7687130800118766e9	1.2064838299269938e9	1.5460484752500544e9	1.2107600497097332e9	1.5305790797783504e9	1.3926420610063026e9	1.4010097572640543e9
0.961	6.76	1.678202507813966e9	1.8059138249270346e9	1.8033787776618443e9	1.8033787776618443e9	1.2297525015249865e9	1.576507662164324e9	1.234614950497398e9	1.5607412040693114e9	1.4199708906236515e9	1.428622353559336e9
0.961	6.909999999999999	1.7107483203038692e9	1.840729473452152e9	1.837940773448311e9	1.837940773448311e9	1.252944521324633e9	1.6068787331353729e9	1.2584008664677222e9	1.5908162186243784e9	1.4472186097149622e9	1.4561552759044468e9
0.961	7.06	1.7432060682772639e9	1.8754470554272268e9	1.8724016190779443e9	1.8724016190779443e9	1.276061797890674e9	1.6371638479544148e9	1.2821194884217324e9	1.6208062581614537e9	1.474387212252888e9	1.483610476592627e9
0.961	7.209999999999999	1.7755778538490975e9	1.9100689222475777e9	1.9067637506483445e9	1.9067637506483445e9	1.299106152775735e9	1.6673650687596352e9	1.305772430713994e9	1.65071336088884e9	1.5014786019139888e9	1.5109898196595452e9
