mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10
1.00000e-02	3.35756e+32	5.24000e+29	2.01757e+26	4.95741e+23	1.38767e+45	1.35926e+45	1.37420e+45	1.46664e+45	1.11754e+46	1.08743e+46
1.58489e-02	8.66168e+32	1.37980e+30	1.32582e+27	3.23955e+24	3.63172e+45	3.52457e+45	3.51822e+45	3.82853e+45	2.93768e+46	2.81972e+46
2.51189e-02	2.29100e+33	3.66523e+30	8.82548e+27	2.15094e+25	9.89397e+45	9.58234e+45	9.62133e+45	1.04681e+46	7.95604e+46	7.57509e+46
3.98107e-02	6.17897e+33	9.97076e+30	5.81610e+28	1.45871e+26	2.64848e+46	2.55607e+46	2.56099e+46	2.79350e+46	2.12269e+47	2.04866e+47
6.30957e-02	1.67883e+34	2.66784e+31	4.14267e+29	9.93973e+26	7.09794e+46	6.88717e+46	6.91363e+46	7.52085e+46	5.72492e+47	5.50986e+47
1.00000e-01	4.42842e+34	7.10695e+31	2.77496e+30	6.98273e+27	1.88541e+47	1.86954e+47	1.84415e+47	2.01598e+47	1.55456e+48	1.49566e+48
1.58489e-01	1.18357e+35	1.89887e+32	1.81085e+31	4.55822e+28	5.08362e+47	4.97307e+47	4.90356e+47	5.31274e+47	4.09320e+48	3.97852e+48
2.51189e-01	3.10338e+35	4.93759e+32	1.21190e+32	2.89654e+29	1.33046e+48	1.26762e+48	1.26770e+48	1.39239e+48	1.04883e+49	1.01410e+49
3.98107e-01	7.94690e+35	1.31584e+33	7.79203e+32	1.89338e+30	3.38016e+48	3.30051e+48	3.31868e+48	3.54895e+48	2.73203e+49	2.64036e+49
6.30957e-01	2.01697e+36	3.20970e+33	5.02118e+33	1.17401e+31	8.35877e+48	8.25072e+48	8.19243e+48	8.86632e+48	6.90259e+49	6.62991e+49
1.00000e+00	5.00692e+36	8.03024e+33	3.03901e+34	7.24451e+31	2.09020e+49	2.04820e+49	2.02774e+49	2.21246e+49	1.67936e+50	1.62222e+50
1.58489e+00	1.19949e+37	2.03700e+34	1.82105e+35	4.47118e+32	5.10388e+49	5.02190e+49	4.94531e+49	5.36479e+49	4.15580e+50	3.93065e+50
2.51189e+00	2.93952e+37	4.86590e+34	1.09546e+36	2.84240e+33	1.20191e+50	1.16883e+50	1.16829e+50	1.27572e+50	9.95383e+50	9.42767e+50
3.98107e+00	7.25916e+37	1.22687e+35	6.50205e+36	1.53832e+34	2.80087e+50	2.75319e+50	2.76669e+50	2.93954e+50	2.27676e+51	2.17776e+51
6.30957e+00	1.88237e+38	3.34539e+35	3.79270e+37	9.34015e+34	6.43511e+50	6.37613e+50	6.28388e+50	6.97140e+50	5.27687e+51	5.02584e+51
1.00000e+01	5.75142e+38	1.08729e+36	2.18980e+38	5.15753e+35	1.47440e+51	1.50668e+51	1.46420e+51	1.61245e+51	1.21340e+52	1.17703e+52
1.58489e+01	2.02755e+39	4.18046e+36	1.21148e+39	2.93727e+36	3.41392e+51	3.58080e+51	3.27612e+51	3.85464e+51	2.81655e+52	2.75322e+52
2.51189e+01	8.27205e+39	1.82266e+37	6.40323e+39	1.55684e+37	7.16198e+51	8.58409e+51	6.99407e+51	9.14547e+51	6.19873e+52	6.01267e+52
3.98107e+01	3.28876e+40	7.57716e+37	2.94695e+40	7.11130e+37	1.35561e+52	1.97556e+52	1.31821e+52	2.12336e+52	1.23028e+53	1.17321e+53
6.30957e+01	9.16006e+40	1.93265e+38	8.74688e+40	1.86018e+38	1.87190e+52	3.86286e+52	1.81220e+52	4.00878e+52	1.90168e+53	1.83880e+53
1.00000e+02	1.23915e+41	1.38264e+38	1.19151e+41	1.35761e+38	1.74240e+52	4.50214e+52	1.69382e+52	4.61890e+52	1.99336e+53	1.91979e+53
1.58489e+02	1.11402e+41	5.42240e+37	1.07440e+41	5.29162e+37	1.33669e+52	3.81684e+52	1.30116e+52	3.95284e+52	1.60014e+53	1.54826e+53
2.51189e+02	8.56603e+40	1.71187e+37	8.28274e+40	1.67176e+37	9.58552e+51	2.83475e+52	9.22598e+51	2.95824e+52	1.17248e+53	1.12777e+53
3.98107e+02	6.05104e+40	4.95756e+36	5.78441e+40	4.85551e+36	6.46451e+51	1.99021e+52	6.23883e+51	2.03412e+52	7.93136e+52	7.66118e+52
6.30957e+02	4.04035e+40	1.32603e+36	3.90080e+40	1.30111e+36	4.34443e+51	1.32351e+52	4.11587e+51	1.36072e+52	5.29435e+52	5.16666e+52
1.00000e+03	2.63812e+40	3.51175e+35	2.57060e+40	3.47898e+35	2.76802e+51	8.68589e+51	2.64017e+51	8.95480e+51	3.47131e+52	3.35701e+52
1.58489e+03	1.71781e+40	9.14289e+34	1.69035e+40	8.93206e+34	1.85219e+51	5.62904e+51	1.70137e+51	5.78515e+51	2.23370e+52	2.16058e+52
2.51189e+03	1.11094e+40	2.35346e+34	1.06973e+40	2.31200e+34	1.13855e+51	3.58750e+51	1.09647e+51	3.71285e+51	1.42080e+52	1.38536e+52
3.98107e+03	7.15427e+39	6.00257e+33	6.92264e+39	5.86727e+33	7.38710e+50	2.30369e+51	7.09073e+50	2.42410e+51	9.28943e+51	8.98871e+51
6.30957e+03	4.92774e+39	1.53514e+33	4.65882e+39	1.51563e+33	5.03989e+50	1.56768e+51	4.76628e+50	1.64695e+51	6.31112e+51	6.05139e+51
1.00000e+04	3.58164e+39	4.09183e+32	3.44121e+39	4.00103e+32	3.83610e+50	1.17853e+51	3.64808e+50	1.23318e+51	4.72131e+51	4.49360e+51
1.58489e+04	2.99940e+39	1.22645e+32	2.81834e+39	1.18082e+32	3.38694e+50	9.78245e+50	3.19417e+50	1.02728e+51	4.03986e+51	3.86875e+51
2.51189e+04	2.08267e+39	3.27950e+31	1.99863e+39	3.14620e+31	2.44940e+50	6.88651e+50	2.29275e+50	7.39579e+50	2.98803e+51	2.77415e+51
3.98107e+04	1.36344e+39	8.22706e+30	1.27367e+39	8.01919e+30	1.54902e+50	4.39546e+50	1.47355e+50	4.75824e+50	1.87045e+51	1.76891e+51
6.30957e+04	8.90678e+38	2.28788e+30	8.38317e+38	2.21338e+30	1.03282e+50	2.93682e+50	9.80146e+49	3.10915e+50	1.23676e+51	1.17790e+51
9.50935e+04	5.72207e+38	6.03580e+29	5.41894e+38	5.87932e+29	6.62467e+49	1.88321e+50	6.27341e+49	1.98858e+50	7.95197e+50	7.53045e+50
1.50713e+05	3.61053e+38	1.51625e+29	3.41927e+38	1.47694e+29	4.17994e+49	1.18826e+50	3.95831e+49	1.25475e+50	5.01747e+50	4.75151e+50
2.38864e+05	2.27815e+38	3.80884e+28	2.15747e+38	3.71010e+28	2.63739e+49	7.49759e+49	2.49755e+49	7.91712e+49	3.16586e+50	2.99805e+50
3.78574e+05	1.43744e+38	9.56769e+27	1.36130e+38	9.31967e+27	1.66409e+49	4.73073e+49	1.57586e+49	4.99543e+49	1.99754e+50	1.89166e+50
5.99999e+05	9.06974e+37	2.40335e+27	8.58930e+37	2.34104e+27	1.04997e+49	2.98491e+49	9.94303e+48	3.15193e+49	1.26037e+50	1.19356e+50
9.50935e+05	5.72265e+37	6.03701e+26	5.41952e+37	5.88051e+26	6.62481e+48	1.88336e+49	6.27359e+48	1.98874e+49	7.95236e+49	7.53089e+49
1.50713e+06	3.61073e+37	1.51644e+26	3.41949e+37	1.47713e+26	4.17996e+48	1.18831e+49	3.95829e+48	1.25480e+49	5.01764e+49	4.75168e+49
2.38864e+06	2.27809e+37	3.80914e+25	2.15750e+37	3.71040e+25	2.63680e+48	7.49750e+48	2.49730e+48	7.91662e+48	3.16556e+49	2.99791e+49
3.78574e+06	1.43693e+37	9.56794e+24	1.36102e+37	9.31996e+24	1.66258e+48	4.72911e+48	1.57448e+48	4.99290e+48	1.99614e+49	1.89064e+49
5.99999e+06	9.05271e+36	2.40286e+24	8.57750e+36	2.34064e+24	1.04545e+48	2.98036e+48	9.90996e+47	3.14478e+48	1.25687e+49	1.19120e+49
9.50935e+06	5.67647e+36	6.02627e+23	5.38299e+36	5.87078e+23	6.51162e+47	1.86743e+48	6.16732e+47	1.96993e+48	7.85086e+48	7.44887e+48
1.50713e+07	3.50584e+36	1.50029e+23	3.32962e+36	1.46197e+23	3.94607e+47	1.15268e+48	3.74894e+47	1.21293e+48	4.81328e+48	4.56869e+48
2.38864e+07	2.08641e+36	3.63817e+22	1.98558e+36	3.54702e+22	2.25759e+47	6.81832e+47	2.14500e+47	7.14542e+47	2.80169e+48	2.67304e+48
3.78574e+07	1.16522e+36	8.33540e+21	1.11123e+36	8.13163e+21	1.19628e+47	3.77203e+47	1.14240e+47	3.95062e+47	1.52621e+48	1.46270e+48
5.99999e+07	6.02228e+35	1.76568e+21	5.75321e+35	1.72352e+21	5.95066e+46	1.90889e+47	5.44197e+46	2.02790e+47	7.63379e+47	7.30061e+47
9.50935e+07	2.89233e+35	3.45621e+20	2.76662e+35	3.37519e+20	2.77984e+46	9.41188e+46	2.70245e+46	9.87118e+46	3.54715e+47	3.59830e+47
