mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10
1.00000e-02	3.17458e+32	2.42185e+29	9.33764e+25	1.06520e+23	3.74528e+44	3.45089e+44	3.54767e+44	4.49261e+44	3.13526e+45	2.73196e+45
1.58489e-02	8.32408e+32	6.28640e+29	6.16187e+26	6.92732e+23	9.68817e+44	8.86624e+44	8.86235e+44	1.17518e+45	8.20271e+45	7.09328e+45
2.51189e-02	2.17669e+33	1.65787e+30	4.06891e+27	4.50570e+24	2.58731e+45	2.33838e+45	2.32534e+45	3.08983e+45	2.14758e+46	1.84662e+46
3.98107e-02	5.71392e+33	4.39128e+30	2.67215e+28	3.06488e+25	6.85301e+45	6.07053e+45	6.11229e+45	8.07998e+45	5.67846e+46	4.85662e+46
6.30957e-02	1.51462e+34	1.18551e+31	1.80510e+29	2.11796e+26	1.83641e+46	1.61165e+46	1.64014e+46	2.14769e+46	1.51655e+47	1.29881e+47
1.00000e-01	3.99880e+34	3.16457e+31	1.22592e+30	1.42540e+27	4.82662e+46	4.40187e+46	4.40771e+46	5.79482e+46	4.04760e+47	3.51661e+47
1.58489e-01	1.06648e+35	8.24110e+31	7.92445e+30	9.22587e+27	1.30356e+47	1.18008e+47	1.16126e+47	1.52980e+47	1.07764e+48	9.42817e+47
2.51189e-01	2.80584e+35	2.14420e+32	5.18053e+31	6.02139e+28	3.35782e+47	3.04388e+47	3.08793e+47	4.01091e+47	2.82091e+48	2.43513e+48
3.98107e-01	7.08862e+35	5.57148e+32	3.38112e+32	4.02072e+29	8.63397e+47	7.79255e+47	7.79305e+47	1.03112e+48	7.20598e+48	6.20303e+48
6.30957e-01	1.76397e+36	1.40567e+33	2.13812e+33	2.48391e+30	2.19786e+48	1.97770e+48	1.97554e+48	2.60432e+48	1.82433e+49	1.58964e+49
1.00000e+00	4.45723e+36	3.46571e+33	1.31787e+34	1.56525e+31	5.27682e+48	4.79377e+48	4.87435e+48	6.33126e+48	4.49874e+49	3.90258e+49
1.58489e+00	1.07127e+37	8.38764e+33	7.88322e+34	9.11977e+31	1.29495e+49	1.16165e+49	1.15930e+49	1.53894e+49	1.08935e+50	9.41608e+49
2.51189e+00	2.58728e+37	1.98984e+34	4.85102e+35	5.41950e+32	3.05882e+49	2.77195e+49	2.76946e+49	3.68014e+49	2.56815e+50	2.21936e+50
3.98107e+00	6.29090e+37	5.05791e+34	2.77183e+36	3.19012e+33	7.12538e+49	6.45563e+49	6.42583e+49	8.43820e+49	6.00146e+50	5.15701e+50
6.30957e+00	1.59517e+38	1.26176e+35	1.57602e+37	1.91477e+34	1.64832e+50	1.53157e+50	1.48583e+50	2.00317e+50	1.39390e+51	1.22019e+51
