mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10
1.00000e-02	1.32617e+31	6.37595e+26	2.46323e+23	1.46890e+19	1.86803e+42	3.33621e+41	3.31838e+41	4.95157e+42	2.09610e+43	2.64173e+42
1.58489e-02	3.43060e+31	1.54349e+27	1.48328e+24	9.64800e+19	4.81246e+42	8.55793e+41	8.51025e+41	1.28275e+43	5.44070e+43	6.81224e+42
2.51189e-02	8.76204e+31	3.96213e+27	9.57396e+24	6.24211e+20	1.23733e+43	2.11654e+42	2.10932e+42	3.26263e+43	1.38379e+44	1.68907e+43
3.98107e-02	2.22172e+32	9.99010e+27	6.06396e+25	3.85547e+21	3.11418e+43	5.37821e+42	5.37543e+42	8.24075e+43	3.50551e+44	4.31770e+43
6.30957e-02	5.61207e+32	2.51208e+28	3.81124e+26	2.46527e+22	7.82262e+43	1.35893e+43	1.36083e+43	2.08975e+44	8.84844e+44	1.08569e+44
1.00000e-01	1.41593e+33	6.39832e+28	2.72071e+27	1.58350e+23	1.98371e+44	3.45973e+43	3.46324e+43	5.27982e+44	2.23147e+45	2.75034e+44
1.58489e-01	3.58814e+33	1.60548e+29	1.54248e+28	1.02225e+24	5.11293e+44	8.80367e+43	8.77089e+43	1.35687e+45	5.80241e+45	6.98438e+44
2.51189e-01	9.05017e+33	4.11701e+29	1.00612e+29	6.58690e+24	1.28164e+45	2.21439e+44	2.20515e+44	3.36155e+45	1.43511e+46	1.75988e+45
3.98107e-01	2.33631e+34	1.05154e+30	6.38258e+29	4.09398e+25	3.23266e+45	5.58380e+44	5.61606e+44	8.62137e+45	3.71384e+46	4.52403e+45
6.30957e-01	5.74049e+34	2.59463e+30	3.95566e+30	2.60844e+26	8.06423e+45	1.40242e+45	1.41109e+45	2.15704e+46	9.02660e+46	1.13480e+46
1.00000e+00	1.43943e+35	6.53250e+30	2.50989e+31	1.61959e+27	2.01887e+46	3.50743e+45	3.46865e+45	5.42637e+46	2.27233e+47	2.81179e+46
1.58489e+00	3.60675e+35	1.63373e+31	1.56361e+32	1.01514e+28	5.06211e+46	8.77628e+45	8.68616e+45	1.34742e+47	5.78309e+47	6.96993e+46
2.51189e+00	8.93810e+35	4.00424e+31	9.84787e+32	6.27588e+28	1.25683e+47	2.16656e+46	2.16050e+46	3.31247e+47	1.40858e+48	1.78030e+47
3.98107e+00	2.22645e+36	1.00753e+32	5.99361e+33	3.87740e+29	3.07359e+47	5.44621e+46	5.36169e+46	8.06973e+47	3.52598e+48	4.23334e+47
6.30957e+00	5.71313e+36	2.39630e+32	3.68373e+34	2.42067e+30	7.42052e+47	1.36853e+47	1.28713e+47	2.00537e+48	8.57497e+48	1.04333e+48
1.00000e+01	1.33873e+37	5.81629e+32	2.19648e+35	1.40548e+31	1.80735e+48	3.47006e+47	2.94169e+47	4.92791e+48	2.06237e+49	2.44731e+48
1.58489e+01	2.99713e+37	1.28867e+33	1.18103e+36	7.45774e+31	3.98943e+48	8.82263e+47	6.06818e+47	1.08521e+49	4.49017e+49	5.32866e+48
2.51189e+01	5.49579e+37	1.99761e+33	4.28957e+36	2.34183e+32	6.79049e+48	1.90119e+48	8.93435e+47	1.96433e+49	8.04171e+49	9.21810e+48
3.98107e+01	6.48156e+37	1.20863e+33	6.29900e+36	1.75429e+32	7.66093e+48	2.37438e+48	9.11055e+47	2.26322e+49	9.12506e+49	1.01972e+49
6.30957e+01	5.78107e+37	4.72135e+32	6.12198e+36	7.17974e+31	6.65393e+48	2.15665e+48	7.34589e+47	2.01011e+49	8.00414e+49	8.65548e+48
1.00000e+02	4.35392e+37	1.49036e+32	4.82491e+36	2.30612e+31	5.03419e+48	1.65379e+48	5.31016e+47	1.51457e+49	6.07442e+49	6.48882e+48
1.58489e+02	3.41981e+37	4.50400e+31	3.63890e+36	6.90921e+30	3.81145e+48	1.22046e+48	3.89175e+47	1.16391e+49	4.61600e+49	4.75685e+48
2.51189e+02	3.06596e+37	1.47731e+31	3.06140e+36	2.18740e+30	3.52593e+48	1.01563e+48	3.21354e+47	1.05290e+49	4.30786e+49	3.96750e+48
3.98107e+02	4.02320e+37	7.01066e+30	3.67796e+36	9.65728e+29	4.68251e+48	1.28265e+48	4.23109e+47	1.42929e+49	5.55807e+49	5.06015e+48
6.30957e+02	4.58739e+37	3.02888e+30	3.96448e+36	3.99767e+29	5.32069e+48	1.37587e+48	4.63850e+47	1.57252e+49	6.28868e+49	5.47012e+48
1.00000e+03	3.53792e+37	8.46330e+29	2.83823e+36	1.08757e+29	4.11610e+48	9.80526e+47	3.26673e+47	1.23677e+49	4.92527e+49	3.92863e+48
