mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10
1.00000e-02	3.34060e+32	5.08089e+29	1.90213e+26	4.54165e+23	1.28045e+45	1.24789e+45	1.25328e+45	1.33323e+45	1.02786e+46	1.00255e+46
1.58489e-02	8.81008e+32	1.32548e+30	1.28739e+27	2.90444e+24	3.30731e+45	3.24232e+45	3.23426e+45	3.54078e+45	2.72204e+46	2.59392e+46
2.51189e-02	2.35556e+33	3.49590e+30	8.50890e+27	2.06550e+25	8.83837e+45	8.57065e+45	8.73072e+45	9.42590e+45	7.27291e+46	6.99787e+46
3.98107e-02	6.09944e+33	9.84263e+30	5.96513e+28	1.31370e+26	2.41613e+46	2.32594e+46	2.32947e+46	2.58034e+46	1.94973e+47	1.86079e+47
6.30957e-02	1.65068e+34	2.55211e+31	3.97138e+29	9.30179e+26	6.51695e+46	6.30965e+46	6.31698e+46	6.88579e+46	5.35010e+47	5.04783e+47
1.00000e-01	4.44836e+34	6.80983e+31	2.60066e+30	6.34611e+27	1.73607e+47	1.69742e+47	1.69394e+47	1.84027e+47	1.40301e+48	1.35749e+48
1.58489e-01	1.18195e+35	1.82273e+32	1.74355e+31	4.01057e+28	4.71896e+47	4.56960e+47	4.48943e+47	4.93615e+47	3.78883e+48	3.62599e+48
2.51189e-01	3.10737e+35	4.81041e+32	1.17147e+32	2.70895e+29	1.18962e+48	1.18683e+48	1.17614e+48	1.28876e+48	9.79332e+48	9.49474e+48
3.98107e-01	7.89848e+35	1.23210e+33	7.32443e+32	1.70759e+30	3.15396e+48	2.99353e+48	2.99364e+48	3.36287e+48	2.51055e+49	2.39478e+49
6.30957e-01	1.97468e+36	3.16693e+33	4.70458e+33	1.09207e+31	7.76449e+48	7.58284e+48	7.47803e+48	8.19553e+48	6.23154e+49	5.98222e+49
1.00000e+00	4.94948e+36	7.58514e+33	2.91365e+34	6.95666e+31	1.93365e+49	1.87292e+49	1.85740e+49	2.05758e+49	1.53667e+50	1.48595e+50
1.58489e+00	1.21458e+37	1.88690e+34	1.75986e+35	3.95997e+32	4.74494e+49	4.53674e+49	4.53971e+49	4.97112e+49	3.78133e+50	3.60304e+50
2.51189e+00	2.94353e+37	4.51501e+34	1.05697e+36	2.35693e+33	1.12062e+50	1.07706e+50	1.07128e+50	1.18704e+50	8.94833e+50	8.87827e+50
3.98107e+00	7.20510e+37	1.16697e+35	6.21626e+36	1.42883e+34	2.55904e+50	2.47162e+50	2.51953e+50	2.78744e+50	2.08542e+51	2.02931e+51
6.30957e+00	1.87083e+38	3.14927e+35	3.68597e+37	8.35390e+34	5.99416e+50	5.88459e+50	5.72701e+50	6.38782e+50	4.89379e+51	4.67443e+51
1.00000e+01	5.69816e+38	1.02158e+36	2.16122e+38	4.85671e+35	1.37778e+51	1.35345e+51	1.33247e+51	1.50557e+51	1.11545e+52	1.05841e+52
1.58489e+01	1.96731e+39	3.89802e+36	1.15738e+39	2.74099e+36	3.04868e+51	3.26523e+51	2.98702e+51	3.57578e+51	2.61863e+52	2.47013e+52
2.51189e+01	7.97064e+39	1.72053e+37	6.13833e+39	1.43795e+37	6.71714e+51	7.79594e+51	6.39713e+51	8.41872e+51	5.70952e+52	5.45894e+52
3.98107e+01	3.10259e+40	6.89537e+37	2.82391e+40	6.39059e+37	1.23512e+52	1.86414e+52	1.19230e+52	1.93173e+52	1.11793e+53	1.07240e+53
6.30957e+01	8.40906e+40	1.64513e+38	7.93059e+40	1.59246e+38	1.67552e+52	3.45405e+52	1.60936e+52	3.59918e+52	1.70855e+53	1.64722e+53
1.00000e+02	1.09811e+41	1.11511e+38	1.04951e+41	1.08852e+38	1.52343e+52	3.93004e+52	1.47653e+52	4.08897e+52	1.74682e+53	1.68476e+53
1.58489e+02	9.71702e+40	4.32053e+37	9.39271e+40	4.22662e+37	1.17575e+52	3.33779e+52	1.12621e+52	3.46522e+52	1.40878e+53	1.34408e+53
2.51189e+02	7.54099e+40	1.35972e+37	7.16584e+40	1.32720e+37	8.25335e+51	2.46014e+52	8.07274e+51	2.58553e+52	1.02079e+53	9.77614e+52
3.98107e+02	5.27184e+40	3.88066e+36	5.05787e+40	3.78211e+36	5.56915e+51	1.72511e+52	5.36974e+51	1.78673e+52	6.93077e+52	6.63571e+52
6.30957e+02	3.49069e+40	1.04301e+36	3.37661e+40	1.03357e+36	3.71211e+51	1.13386e+52	3.57208e+51	1.19068e+52	4.56152e+52	4.40570e+52
1.00000e+03	2.31150e+40	2.76079e+35	2.23095e+40	2.73184e+35	2.37253e+51	7.41557e+51	2.30208e+51	7.73022e+51	3.00803e+52	2.88644e+52
1.58489e+03	1.48979e+40	7.22080e+34	1.43353e+40	7.01865e+34	1.55064e+51	4.81975e+51	1.47076e+51	5.00109e+51	1.92019e+52	1.85583e+52
2.51189e+03	9.52169e+39	1.84533e+34	9.28921e+39	1.80972e+34	9.85760e+50	3.12312e+51	9.49997e+50	3.23050e+51	1.23715e+52	1.19547e+52
3.98107e+03	6.28066e+39	4.73380e+33	5.94792e+39	4.59848e+33	6.41366e+50	1.98613e+51	6.11067e+50	2.10721e+51	7.95992e+51	7.69980e+51
6.30957e+03	4.25022e+39	1.21428e+33	4.10399e+39	1.18099e+33	4.38394e+50	1.35427e+51	4.15075e+50	1.43321e+51	5.45858e+51	5.22586e+51
1.00000e+04	3.23642e+39	3.27704e+32	3.04203e+39	3.18903e+32	3.42868e+50	1.02185e+51	3.31085e+50	1.09399e+51	4.17164e+51	4.10355e+51
1.58489e+04	2.70849e+39	9.90444e+31	2.52791e+39	9.61891e+31	3.08451e+50	8.90008e+50	2.85336e+50	9.38373e+50	3.72477e+51	3.44631e+51
2.51189e+04	1.87675e+39	2.63904e+31	1.74086e+39	2.49830e+31	2.16497e+50	6.06981e+50	2.05795e+50	6.54217e+50	2.59101e+51	2.43038e+51
3.98107e+04	1.18261e+39	6.51918e+30	1.12183e+39	6.34750e+30	1.36115e+50	3.94927e+50	1.30598e+50	4.16355e+50	1.67541e+51	1.58200e+51
6.30957e+04	7.87298e+38	1.80169e+30	7.38653e+38	1.73777e+30	9.12436e+49	2.60269e+50	8.61977e+49	2.73999e+50	1.10212e+51	1.05358e+51
9.50935e+04	5.06918e+38	4.83285e+29	4.77529e+38	4.69496e+29	5.86765e+49	1.65941e+50	5.52710e+49	1.76157e+50	7.04373e+50	6.63507e+50
