mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10
1.00000e-02	3.39570e+32	3.90617e+29	1.50875e+26	2.56956e+23	7.92221e+44	7.46525e+44	7.50729e+44	8.67693e+44	6.44017e+45	5.97238e+45
1.58489e-02	8.82335e+32	1.03501e+30	1.00558e+27	1.71717e+24	2.05789e+45	1.95266e+45	1.95865e+45	2.28482e+45	1.67969e+46	1.56678e+46
2.51189e-02	2.30437e+33	2.67755e+30	6.56276e+27	1.15651e+25	5.52071e+45	5.24334e+45	5.20619e+45	6.02383e+45	4.45762e+46	4.21194e+46
3.98107e-02	6.16694e+33	7.37076e+30	4.38792e+28	7.95028e+25	1.47051e+46	1.39981e+46	1.38599e+46	1.62039e+46	1.22475e+47	1.11988e+47
6.30957e-02	1.64940e+34	1.94755e+31	2.94284e+29	5.39743e+26	3.92437e+46	3.73994e+46	3.75217e+46	4.35873e+46	3.25120e+47	2.99204e+47
1.00000e-01	4.43230e+34	5.10739e+31	2.02575e+30	3.53918e+27	1.06762e+47	1.01270e+47	1.02305e+47	1.16501e+47	8.92458e+47	8.10180e+47
1.58489e-01	1.17548e+35	1.40544e+32	1.32673e+31	2.35311e+28	2.84180e+47	2.73366e+47	2.70811e+47	3.11131e+47	2.32514e+48	2.18697e+48
2.51189e-01	3.01969e+35	3.66084e+32	9.03628e+31	1.58340e+29	7.51699e+47	7.10545e+47	7.12771e+47	8.04706e+47	6.11362e+48	5.68441e+48
3.98107e-01	7.85940e+35	9.37809e+32	5.64683e+32	1.02596e+30	1.89478e+48	1.82480e+48	1.81604e+48	2.06211e+48	1.56416e+49	1.42502e+49
6.30957e-01	1.98940e+36	2.32251e+33	3.58847e+33	6.25407e+30	4.80283e+48	4.49584e+48	4.49555e+48	5.24395e+48	3.88571e+49	3.68138e+49
1.00000e+00	4.96264e+36	5.64713e+33	2.18668e+34	3.85697e+31	1.18591e+49	1.12621e+49	1.12540e+49	1.28510e+49	9.82519e+49	9.00344e+49
1.58489e+00	1.18657e+37	1.40418e+34	1.31389e+35	2.32353e+32	2.83675e+49	2.74111e+49	2.72931e+49	3.10631e+49	2.34182e+50	2.19030e+50
2.51189e+00	2.86740e+37	3.45364e+34	7.93195e+35	1.40631e+33	6.71774e+49	6.53479e+49	6.46823e+49	7.35440e+49	5.54039e+50	5.09521e+50
3.98107e+00	6.95880e+37	8.27233e+34	4.58803e+36	7.97321e+33	1.55132e+50	1.49965e+50	1.48419e+50	1.71727e+50	1.28280e+51	1.18420e+51
6.30957e+00	1.75678e+38	2.31088e+35	2.75044e+37	4.81646e+34	3.64078e+50	3.53291e+50	3.47606e+50	4.05516e+50	3.04163e+51	2.78430e+51
1.00000e+01	5.14117e+38	7.00263e+35	1.58766e+38	2.75179e+35	8.42116e+50	8.38806e+50	7.99888e+50	9.50354e+50	6.91045e+51	6.42069e+51
