mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10
1.00000e-02	3.34741e+32	3.61337e+29	1.40587e+26	2.26705e+23	7.09132e+44	6.72774e+44	6.73223e+44	7.84510e+44	5.81339e+45	5.38402e+45
1.58489e-02	8.72332e+32	9.69967e+29	9.42356e+26	1.56454e+24	1.84282e+45	1.76197e+45	1.72557e+45	2.06655e+45	1.51039e+46	1.41898e+46
2.51189e-02	2.33978e+33	2.52909e+30	6.17313e+27	9.86371e+24	4.91240e+45	4.64065e+45	4.65444e+45	5.42911e+45	3.99854e+46	3.71719e+46
3.98107e-02	6.12024e+33	6.78677e+30	4.13459e+28	6.86419e+25	1.33570e+46	1.24474e+46	1.24728e+46	1.45049e+46	1.08308e+47	9.95824e+46
6.30957e-02	1.61238e+34	1.79831e+31	2.78026e+29	4.56534e+26	3.55082e+46	3.36235e+46	3.35191e+46	3.88795e+46	2.92093e+47	2.68996e+47
1.00000e-01	4.32048e+34	4.96239e+31	1.84746e+30	3.04350e+27	9.47802e+46	9.01420e+46	8.86487e+46	1.05134e+47	7.71478e+47	7.21156e+47
1.58489e-01	1.17114e+35	1.30287e+32	1.24255e+31	2.02891e+28	2.55334e+47	2.40164e+47	2.37269e+47	2.79575e+47	2.05875e+48	1.93786e+48
2.51189e-01	3.09414e+35	3.42042e+32	8.14306e+31	1.32359e+29	6.58830e+47	6.36625e+47	6.25570e+47	7.30523e+47	5.46042e+48	5.09304e+48
3.98107e-01	7.76600e+35	8.82463e+32	5.27531e+32	8.86790e+29	1.67629e+48	1.61208e+48	1.64038e+48	1.87494e+48	1.38334e+49	1.28963e+49
6.30957e-01	1.94449e+36	2.19718e+33	3.32885e+33	5.70604e+30	4.23808e+48	4.07446e+48	4.28373e+48	4.67765e+48	3.47177e+49	3.36083e+49
1.00000e+00	4.78749e+36	5.43695e+33	2.05031e+34	3.47442e+31	1.05546e+49	1.00635e+49	9.95021e+48	1.16204e+49	8.59533e+49	8.04628e+49
1.58489e+00	1.16385e+37	1.28879e+34	1.23589e+35	2.03328e+32	2.53562e+49	2.40224e+49	2.40221e+49	2.80996e+49	2.09430e+50	1.91489e+50
2.51189e+00	2.83030e+37	3.26038e+34	7.39177e+35	1.23735e+33	6.00760e+49	5.65858e+49	5.76916e+49	6.65816e+49	4.93711e+50	4.54515e+50
3.98107e+00	6.90452e+37	7.76959e+34	4.29111e+36	7.26944e+33	1.39503e+50	1.33333e+50	1.31364e+50	1.57789e+50	1.14170e+51	1.05540e+51
6.30957e+00	1.77816e+38	2.11452e+35	2.51420e+37	4.16604e+34	3.24784e+50	3.15298e+50	3.09180e+50	3.63017e+50	2.70926e+51	2.48256e+51
1.00000e+01	4.98406e+38	6.26689e+35	1.47283e+38	2.38898e+35	7.48814e+50	7.45060e+50	7.07849e+50	8.54602e+50	6.07640e+51	5.60534e+51
1.58489e+01	1.63874e+39	2.19821e+36	8.28919e+38	1.34006e+36	1.67621e+51	1.78859e+51	1.56786e+51	2.04052e+51	1.41610e+52	1.31811e+52
2.51189e+01	6.00293e+39	8.70174e+36	4.31716e+39	7.13603e+36	3.47523e+51	4.17113e+51	3.27806e+51	4.88118e+51	3.10755e+52	2.83734e+52
3.98107e+01	2.07217e+40	3.12685e+37	1.76905e+40	2.92395e+37	6.00211e+51	9.84848e+51	5.65863e+51	1.08261e+52	5.76604e+52	5.35954e+52
6.30957e+01	4.30303e+40	4.85359e+37	3.92966e+40	4.60133e+37	7.06415e+51	1.57761e+52	6.65509e+51	1.70058e+52	7.65336e+52	7.09723e+52
1.00000e+02	4.67649e+40	2.49664e+37	4.31909e+40	2.37467e+37	6.04434e+51	1.57387e+52	5.65023e+51	1.70307e+52	7.00102e+52	6.55963e+52
1.58489e+02	3.89682e+40	8.75726e+36	3.64114e+40	8.38802e+36	4.55600e+51	1.26170e+52	4.15864e+51	1.35720e+52	5.35474e+52	5.05005e+52
2.51189e+02	2.88247e+40	2.65121e+36	2.70322e+40	2.53525e+36	3.16604e+51	9.13984e+51	2.91799e+51	9.79149e+51	3.90001e+52	3.60480e+52
3.98107e+02	1.98626e+40	7.40543e+35	1.85671e+40	7.10380e+35	2.08519e+51	6.27744e+51	1.93977e+51	6.69335e+51	2.59893e+52	2.41465e+52
6.30957e+02	1.30400e+40	1.98485e+35	1.23414e+40	1.91784e+35	1.37102e+51	4.13434e+51	1.27892e+51	4.45280e+51	1.70624e+52	1.58551e+52
1.00000e+03	8.63052e+39	5.11346e+34	8.05103e+39	4.94351e+34	8.94873e+50	2.69118e+51	8.31281e+50	2.92182e+51	1.09926e+52	1.03645e+52
1.58489e+03	5.57585e+39	1.33155e+34	5.19837e+39	1.28222e+34	5.67420e+50	1.71002e+51	5.32637e+50	1.87312e+51	7.09525e+51	6.65265e+51
2.51189e+03	3.63224e+39	3.45904e+33	3.34355e+39	3.26513e+33	3.71890e+50	1.12477e+51	3.42355e+50	1.20927e+51	4.75642e+51	4.34392e+51
3.98107e+03	2.45767e+39	8.87382e+32	2.27983e+39	8.46291e+32	2.62360e+50	7.70650e+50	2.38257e+50	8.50799e+50	3.26547e+51	2.92464e+51
6.30957e+03	2.00899e+39	2.48060e+32	1.80351e+39	2.39926e+32	2.15402e+50	6.06085e+50	1.89718e+50	6.76701e+50	2.63990e+51	2.37699e+51
1.00000e+04	1.70078e+39	7.47613e+31	1.50780e+39	7.10941e+31	1.91428e+50	5.25681e+50	1.69850e+50	5.75465e+50	2.33028e+51	2.05993e+51
1.58489e+04	1.26875e+39	2.17924e+31	1.11676e+39	2.09881e+31	1.43378e+50	3.90521e+50	1.30997e+50	4.37892e+50	1.76008e+51	1.56504e+51
2.51189e+04	8.18434e+38	5.66831e+30	7.25408e+38	5.33484e+30	9.50509e+49	2.55432e+50	8.52562e+49	2.85510e+50	1.13654e+51	1.03475e+51
3.98107e+04	5.29104e+38	1.40855e+30	4.70307e+38	1.32927e+30	6.06412e+49	1.60663e+50	5.37608e+49	1.81223e+50	7.23819e+50	6.39990e+50
6.30957e+04	3.37286e+38	3.87360e+29	3.05087e+38	3.60811e+29	3.88753e+49	1.04203e+50	3.54067e+49	1.17687e+50	4.72727e+50	4.23884e+50
9.50935e+04	2.19993e+38	1.03711e+29	1.96674e+38	9.80316e+28	2.54274e+49	6.83053e+49	2.27252e+49	7.64118e+49	3.05388e+50	2.72962e+50
1.50713e+05	1.38810e+38	2.60524e+28	1.24097e+38	2.46258e+28	1.60437e+49	4.30987e+49	1.43388e+49	4.82137e+49	1.92690e+50	1.72230e+50
2.38864e+05	8.75849e+37	6.54430e+27	7.83012e+37	6.18595e+27	1.01230e+49	2.71939e+49	9.04722e+48	3.04212e+49	1.21580e+50	1.08671e+50
3.78574e+05	5.52628e+37	1.64389e+27	4.94053e+37	1.55388e+27	6.38717e+48	1.71584e+49	5.70845e+48	1.91946e+49	7.67124e+49	6.85673e+49
5.99999e+05	3.48685e+37	4.12932e+26	3.11728e+37	3.90321e+26	4.03001e+48	1.08262e+49	3.60179e+48	1.21110e+49	4.84018e+49	4.32633e+49
9.50935e+05	2.20001e+37	1.03725e+26	1.96687e+37	9.80452e+25	2.54261e+48	6.83083e+48	2.27250e+48	7.64131e+48	3.05383e+49	2.72969e+49
1.50713e+06	1.38796e+37	2.60545e+25	1.24097e+37	2.46279e+25	1.60399e+48	4.30971e+48	1.43363e+48	4.82073e+48	1.92660e+49	1.72220e+49
2.38864e+06	8.75276e+36	6.54434e+24	7.82785e+36	6.18608e+24	1.01076e+48	2.71828e+48	9.03792e+47	3.03966e+48	1.21457e+49	1.08604e+49
3.78574e+06	5.50906e+36	1.64318e+24	4.93076e+36	1.55334e+24	6.34571e+47	1.71129e+48	5.67517e+47	1.91211e+48	7.63382e+48	6.83115e+48
5.99999e+06	3.44163e+36	4.11480e+23	3.08604e+36	3.89085e+23	3.92694e+47	1.06984e+48	3.52051e+47	1.19264e+48	4.75039e+48	4.26075e+48
9.50935e+06	2.10219e+36	1.01729e+23	1.89107e+36	9.62606e+22	2.34353e+47	6.51909e+47	2.09778e+47	7.25353e+47	2.86361e+48	2.57639e+48
