mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10
1.00000e-02	3.12928e+32	7.34654e+29	2.76494e+26	9.65821e+23	2.63995e+45	2.61714e+45	2.61731e+45	2.67058e+45	2.11736e+46	2.09374e+46
1.58489e-02	8.31097e+32	1.93900e+30	1.85459e+27	6.78000e+24	6.94012e+45	6.77736e+45	6.89213e+45	7.16037e+45	5.62270e+46	5.54251e+46
2.51189e-02	2.17678e+33	5.17025e+30	1.26348e+28	4.40114e+25	1.93933e+46	1.83785e+46	1.85946e+46	1.96561e+46	1.53964e+47	1.47027e+47
3.98107e-02	5.92638e+33	1.37217e+31	8.28476e+28	2.95858e+26	5.12409e+46	5.07048e+46	5.03765e+46	5.24374e+46	4.12035e+47	4.03839e+47
6.30957e-02	1.59419e+34	3.85750e+31	5.83548e+29	2.03415e+27	1.38534e+47	1.35226e+47	1.34595e+47	1.40820e+47	1.12113e+48	1.08183e+48
1.00000e-01	4.31376e+34	9.86281e+31	3.79697e+30	1.33865e+28	3.66607e+47	3.62576e+47	3.64519e+47	3.78490e+47	2.95137e+48	2.90065e+48
1.58489e-01	1.13098e+35	2.61349e+32	2.51365e+31	8.97188e+28	9.67414e+47	9.51573e+47	9.52644e+47	9.94682e+47	7.84718e+48	7.61267e+48
2.51189e-01	2.99626e+35	7.00643e+32	1.68797e+32	5.72583e+29	2.49822e+48	2.47404e+48	2.50690e+48	2.55991e+48	2.00605e+49	1.97924e+49
3.98107e-01	7.58425e+35	1.74655e+33	1.09146e+33	3.71649e+30	6.40963e+48	6.30766e+48	6.41064e+48	6.52875e+48	5.11009e+49	5.04606e+49
6.30957e-01	1.91058e+36	4.35140e+33	6.77617e+33	2.34919e+31	1.59145e+49	1.59114e+49	1.59109e+49	1.64883e+49	1.29270e+50	1.26341e+50
1.00000e+00	4.69027e+36	1.09563e+34	4.05070e+34	1.48091e+32	3.96790e+49	3.99770e+49	3.99223e+49	4.09109e+49	3.18446e+50	3.19383e+50
1.58489e+00	1.15850e+37	2.69231e+34	2.54545e+35	8.73422e+32	9.75280e+49	9.55845e+49	9.56371e+49	9.91438e+49	7.75769e+50	7.68237e+50
2.51189e+00	2.86513e+37	6.76276e+34	1.49675e+36	5.64979e+33	2.31068e+50	2.27518e+50	2.28609e+50	2.36660e+50	1.86511e+51	1.83073e+51
3.98107e+00	7.28808e+37	1.79353e+35	9.04349e+36	3.09453e+34	5.47485e+50	5.42135e+50	5.38457e+50	5.60888e+50	4.41698e+51	4.29767e+51
6.30957e+00	1.99382e+38	5.33201e+35	5.24162e+37	1.85145e+35	1.27005e+51	1.25372e+51	1.23845e+51	1.30316e+51	1.02480e+52	1.00046e+52
1.00000e+01	6.60470e+38	1.87428e+36	3.01128e+38	1.08387e+36	2.84241e+51	2.92511e+51	2.83127e+51	3.08767e+51	2.40487e+52	2.31395e+52
1.58489e+01	2.41650e+39	7.97437e+36	1.65651e+39	5.99343e+36	6.61415e+51	6.99943e+51	6.39764e+51	7.12118e+51	5.60916e+52	5.28025e+52
2.51189e+01	1.09987e+40	3.67749e+37	9.25941e+39	3.29794e+37	1.42858e+52	1.60415e+52	1.41765e+52	1.66773e+52	1.18895e+53	1.17102e+53
3.98107e+01	4.86209e+40	1.70581e+38	4.48185e+40	1.66026e+38	2.83980e+52	3.82272e+52	2.80986e+52	3.93834e+52	2.50579e+53	2.47794e+53
6.30957e+01	1.68237e+41	5.82816e+38	1.62919e+41	5.73388e+38	4.56492e+52	8.31388e+52	4.50854e+52	8.48958e+52	4.42225e+53	4.36934e+53
1.00000e+02	3.04969e+41	6.79387e+38	2.99774e+41	6.74656e+38	4.78754e+52	1.17053e+53	4.72285e+52	1.19028e+53	5.30819e+53	5.20051e+53
1.58489e+02	3.10589e+41	3.13801e+38	3.02915e+41	3.10091e+38	3.89427e+52	1.09100e+53	3.80859e+52	1.11183e+53	4.55017e+53	4.49271e+53
2.51189e+02	2.46585e+41	1.04741e+38	2.41061e+41	1.04036e+38	2.81854e+52	8.37481e+52	2.79358e+52	8.48767e+52	3.39921e+53	3.36245e+53
3.98107e+02	1.78357e+41	3.11274e+37	1.77216e+41	3.07408e+37	1.93753e+52	6.03461e+52	1.91477e+52	6.14497e+52	2.39978e+53	2.36393e+53
6.30957e+02	1.23309e+41	8.66224e+36	1.19637e+41	8.44114e+36	1.29428e+52	4.03303e+52	1.25993e+52	4.11808e+52	1.59199e+53	1.56794e+53
1.00000e+03	8.17383e+40	2.31401e+36	8.07507e+40	2.29393e+36	8.34621e+51	2.65870e+52	8.26882e+51	2.71751e+52	1.05479e+53	1.03053e+53
1.58489e+03	5.23833e+40	5.89581e+35	5.18612e+40	5.93201e+35	5.38208e+51	1.73794e+52	5.29915e+51	1.75738e+52	6.79228e+52	6.71450e+52
2.51189e+03	3.37954e+40	1.55745e+35	3.35009e+40	1.53385e+35	3.43087e+51	1.10846e+52	3.39023e+51	1.11646e+52	4.33949e+52	4.27404e+52
3.98107e+03	2.15698e+40	3.92010e+34	2.12730e+40	3.88107e+34	2.18833e+51	7.14616e+51	2.19166e+51	7.20799e+51	2.75581e+52	2.73582e+52
6.30957e+03	1.38511e+40	9.94537e+33	1.36836e+40	9.87208e+33	1.42168e+51	4.55543e+51	1.39467e+51	4.58830e+51	1.80225e+52	1.75250e+52
1.00000e+04	9.12797e+39	2.53291e+33	8.93839e+39	2.50477e+33	9.48672e+50	2.98567e+51	9.25717e+50	3.04962e+51	1.17049e+52	1.16027e+52
1.58489e+04	6.69609e+39	6.72922e+32	6.61284e+39	6.55006e+32	7.09516e+50	2.19953e+51	6.83268e+50	2.27228e+51	8.85838e+51	8.57416e+51
2.51189e+04	5.21814e+39	1.84236e+32	5.07843e+39	1.82418e+32	5.81607e+50	1.72239e+51	5.70840e+50	1.76772e+51	6.95328e+51	6.94344e+51
3.98107e+04	3.47511e+39	4.76952e+31	3.41487e+39	4.76089e+31	3.94765e+50	1.17839e+51	3.88932e+50	1.21442e+51	4.80243e+51	4.66638e+51
6.30957e+04	2.31879e+39	1.31184e+31	2.27806e+39	1.31965e+31	2.67896e+50	7.94209e+50	2.62196e+50	8.08724e+50	3.22938e+51	3.17731e+51
9.50935e+04	1.47937e+39	3.42799e+30	1.44135e+39	3.38637e+30	1.71476e+50	5.01109e+50	1.67070e+50	5.14327e+50	2.05751e+51	2.00464e+51
1.50713e+05	9.33477e+38	8.61176e+29	9.09487e+38	8.50721e+29	1.08196e+50	3.16194e+50	1.05416e+50	3.24534e+50	1.29825e+51	1.26489e+51
2.38864e+05	5.89008e+38	2.16334e+29	5.73870e+38	2.13708e+29	6.82683e+49	1.99511e+50	6.65142e+49	2.04773e+50	8.19156e+50	7.98108e+50
3.78574e+05	3.71648e+38	5.43433e+28	3.62097e+38	5.36836e+28	4.30747e+49	1.25886e+50	4.19680e+49	1.29206e+50	5.16860e+50	5.03579e+50
5.99999e+05	2.34498e+38	1.36508e+28	2.28471e+38	1.34851e+28	2.71784e+49	7.94295e+49	2.64802e+49	8.15244e+49	3.26119e+50	3.17740e+50
9.50935e+05	1.47959e+38	3.42900e+27	1.44157e+38	3.38737e+27	1.71484e+49	5.01169e+49	1.67079e+49	5.14388e+49	2.05768e+50	2.00481e+50
1.50713e+06	9.33566e+37	8.61337e+26	9.09576e+37	8.50881e+26	1.08200e+49	3.16217e+49	1.05419e+49	3.24558e+49	1.29832e+50	1.26496e+50
2.38864e+06	5.89040e+37	2.16360e+26	5.73905e+37	2.13733e+26	6.82657e+48	1.99520e+49	6.65148e+48	2.04780e+49	8.19171e+49	7.98127e+49
3.78574e+06	3.71648e+37	5.43473e+25	3.62103e+37	5.36876e+25	4.30701e+48	1.25882e+49	4.19621e+48	1.29200e+49	5.16810e+49	5.03539e+49
5.99999e+06	2.34450e+37	1.36513e+25	2.28440e+37	1.34856e+25	2.71628e+48	7.94228e+48	2.64735e+48	8.15037e+48	3.26031e+49	3.17715e+49
9.50935e+06	1.47793e+37	3.42871e+24	1.44026e+37	3.38712e+24	1.71039e+48	5.00547e+48	1.66606e+48	5.13730e+48	2.05342e+49	2.00165e+49
1.50713e+07	9.28930e+36	8.60556e+23	9.05565e+36	8.50143e+23	1.07017e+48	3.14693e+48	1.04386e+48	3.22717e+48	1.28911e+49	1.25647e+49
2.38864e+07	5.77779e+36	2.15010e+23	5.63600e+36	2.12426e+23	6.55155e+47	1.95297e+48	6.39209e+47	1.99936e+48	7.95005e+48	7.76713e+48
3.78574e+07	3.48942e+36	5.26815e+22	3.40660e+36	5.20561e+22	3.82696e+47	1.17290e+48	3.74564e+47	1.20068e+48	4.73096e+48	4.63342e+48
5.99999e+07	1.99017e+36	1.22880e+22	1.94446e+36	1.21440e+22	2.09753e+47	6.59549e+47	2.01089e+47	6.79902e+47	2.62837e+48	2.57112e+48
9.50935e+07	1.05157e+36	2.65760e+21	1.02801e+36	2.62676e+21	1.06298e+47	3.50802e+47	1.05131e+47	3.59575e+47	1.34714e+48	1.35701e+48
