mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10
1.00000e-02	3.27931e+32	2.77198e+29	1.08766e+26	1.39427e+23	4.93496e+44	4.31908e+44	4.30239e+44	5.49541e+44	3.86930e+45	3.44668e+45
1.58489e-02	8.52460e+32	7.45702e+29	7.06208e+26	9.26741e+23	1.21503e+45	1.11711e+45	1.13335e+45	1.40545e+45	1.03500e+46	8.93724e+45
2.51189e-02	2.20255e+33	1.95206e+30	4.64464e+27	6.07614e+24	3.18872e+45	2.94164e+45	2.91773e+45	3.71637e+45	2.65305e+46	2.35535e+46
3.98107e-02	5.92589e+33	5.24510e+30	3.12558e+28	4.11862e+25	8.58402e+45	7.84686e+45	7.86974e+45	9.66676e+45	7.01464e+46	6.18745e+46
6.30957e-02	1.56243e+34	1.38831e+31	2.03989e+29	2.71990e+26	2.24987e+46	2.09820e+46	2.10133e+46	2.61441e+46	1.88550e+47	1.67330e+47
1.00000e-01	4.18743e+34	3.56388e+31	1.41462e+30	1.81360e+27	6.12966e+46	5.64902e+46	5.66923e+46	7.01313e+46	5.12432e+47	4.51937e+47
1.58489e-01	1.11894e+35	9.59634e+31	9.37126e+30	1.23724e+28	1.61712e+47	1.49096e+47	1.53528e+47	1.88795e+47	1.35890e+48	1.23170e+48
2.51189e-01	2.88390e+35	2.56335e+32	6.05632e+31	8.17455e+28	4.27932e+47	3.97133e+47	3.91461e+47	4.91724e+47	3.67621e+48	3.13774e+48
3.98107e-01	7.35006e+35	6.53520e+32	3.99852e+32	5.46134e+29	1.10393e+48	1.00496e+48	1.00714e+48	1.27133e+48	9.13306e+48	8.01970e+48
6.30957e-01	1.84247e+36	1.67474e+33	2.55326e+33	3.27907e+30	2.75636e+48	2.55366e+48	2.55258e+48	3.40192e+48	2.27720e+49	2.06439e+49
1.00000e+00	4.64002e+36	3.99843e+33	1.54049e+34	2.03564e+31	6.69587e+48	6.31439e+48	6.23981e+48	7.84783e+48	5.62108e+49	4.99281e+49
1.58489e+00	1.10921e+37	9.81556e+33	9.37859e+34	1.25537e+32	1.62723e+49	1.50175e+49	1.50353e+49	1.88049e+49	1.34994e+50	1.19376e+50
2.51189e+00	2.66408e+37	2.40895e+34	5.58983e+35	7.36030e+32	3.79512e+49	3.56776e+49	3.53851e+49	4.50059e+49	3.18906e+50	2.85706e+50
3.98107e+00	6.52037e+37	5.82198e+34	3.23865e+36	4.37828e+33	8.89345e+49	8.30186e+49	8.24602e+49	1.05125e+50	7.45432e+50	6.63513e+50
6.30957e+00	1.61952e+38	1.53206e+35	1.93789e+37	2.53640e+34	2.10589e+50	1.97987e+50	1.92396e+50	2.45299e+50	1.76673e+51	1.54305e+51
1.00000e+01	4.49933e+38	4.28674e+35	1.13969e+38	1.43254e+35	4.90768e+50	4.65498e+50	4.51958e+50	5.83986e+50	4.06460e+51	3.55529e+51
1.58489e+01	1.42811e+39	1.46305e+36	6.33272e+38	8.16514e+35	1.08342e+51	1.14566e+51	9.95326e+50	1.39551e+51	9.37513e+51	8.17071e+51
2.51189e+01	4.78182e+39	5.42572e+36	3.13931e+39	4.07687e+36	2.19512e+51	2.71729e+51	2.02891e+51	3.31779e+51	1.97476e+52	1.73687e+52
3.98107e+01	1.48237e+40	1.70296e+37	1.20827e+40	1.50401e+37	3.56088e+51	6.03648e+51	3.24813e+51	6.96818e+51	3.52604e+52	3.14711e+52
