mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10
1.00000e-02	3.31820e+32	3.06580e+29	1.18383e+26	1.62655e+23	5.35706e+44	4.87480e+44	4.99910e+44	6.02282e+44	4.50739e+45	3.94946e+45
1.58489e-02	8.72231e+32	8.04974e+29	7.86231e+26	1.06245e+24	1.38725e+45	1.29431e+45	1.29220e+45	1.57585e+45	1.15613e+46	1.00339e+46
2.51189e-02	2.28242e+33	2.10887e+30	5.16628e+27	7.15150e+24	3.58904e+45	3.37796e+45	3.38614e+45	4.16626e+45	3.02072e+46	2.69758e+46
3.98107e-02	6.06949e+33	5.64538e+30	3.41613e+28	4.77924e+25	9.62025e+45	9.03573e+45	9.00660e+45	1.10045e+46	8.03091e+46	7.14397e+46
6.30957e-02	1.59864e+34	1.55176e+31	2.28499e+29	3.15099e+26	2.59131e+46	2.41216e+46	2.41558e+46	2.95925e+46	2.15636e+47	1.92536e+47
1.00000e-01	4.29359e+34	3.93331e+31	1.55086e+30	2.14505e+27	6.95554e+46	6.56211e+46	6.64145e+46	7.93002e+46	5.77189e+47	5.24985e+47
1.58489e-01	1.12382e+35	1.04771e+32	1.01909e+31	1.40362e+28	1.85471e+47	1.74022e+47	1.71630e+47	2.12377e+47	1.53305e+48	1.39221e+48
2.51189e-01	2.96014e+35	2.86151e+32	6.75510e+31	9.45570e+28	4.84369e+47	4.49826e+47	4.51244e+47	5.53001e+47	4.03862e+48	3.59865e+48
3.98107e-01	7.49259e+35	7.19930e+32	4.43109e+32	6.21676e+29	1.23689e+48	1.16163e+48	1.16271e+48	1.39101e+48	1.03698e+49	9.40132e+48
6.30957e-01	1.90338e+36	1.81179e+33	2.81838e+33	3.89740e+30	3.12549e+48	2.99411e+48	2.99388e+48	3.55520e+48	2.64522e+49	2.36870e+49
1.00000e+00	4.74218e+36	4.38283e+33	1.70306e+34	2.40700e+31	7.75930e+48	7.11795e+48	7.25597e+48	8.80113e+48	6.34761e+49	5.79296e+49
1.58489e+00	1.13439e+37	1.09472e+34	1.02968e+35	1.42057e+32	1.87708e+49	1.73963e+49	1.74387e+49	2.11185e+49	1.53935e+50	1.37296e+50
2.51189e+00	2.73682e+37	2.61311e+34	6.05326e+35	8.61726e+32	4.43445e+49	4.13111e+49	4.09065e+49	4.99070e+49	3.66220e+50	3.26825e+50
3.98107e+00	6.69961e+37	6.25052e+34	3.56014e+36	5.01743e+33	1.02344e+50	9.60021e+49	9.48109e+49	1.18483e+50	8.49865e+50	7.56166e+50
6.30957e+00	1.65879e+38	1.65335e+35	2.12244e+37	2.91408e+34	2.35261e+50	2.25376e+50	2.20194e+50	2.78067e+50	1.97183e+51	1.76188e+51
1.00000e+01	4.69520e+38	4.77489e+35	1.24747e+38	1.68774e+35	5.48147e+50	5.39291e+50	5.09377e+50	6.62310e+50	4.60931e+51	4.19332e+51
1.58489e+01	1.48183e+39	1.66248e+36	6.77730e+38	9.29515e+35	1.25575e+51	1.31741e+51	1.13574e+51	1.56768e+51	1.03541e+52	9.66390e+51
2.51189e+01	5.17020e+39	6.35022e+36	3.46560e+39	4.87719e+36	2.51909e+51	3.08692e+51	2.33472e+51	3.68903e+51	2.25201e+52	2.01071e+52
3.98107e+01	1.65806e+40	2.04431e+37	1.34344e+40	1.82884e+37	4.17370e+51	7.01516e+51	3.83080e+51	7.96621e+51	4.08758e+52	3.65886e+52
6.30957e+01	3.01960e+40	2.50816e+37	2.65731e+40	2.36041e+37	4.56669e+51	1.04161e+52	4.20421e+51	1.16802e+52	5.10877e+52	4.63719e+52
1.00000e+02	3.06311e+40	1.17865e+37	2.74198e+40	1.11478e+37	3.84606e+51	9.85435e+51	3.48062e+51	1.10239e+52	4.49294e+52	4.11267e+52
1.58489e+02	2.44866e+40	3.98809e+36	2.24216e+40	3.73397e+36	2.81977e+51	7.74052e+51	2.56584e+51	8.54709e+51	3.40695e+52	3.08978e+52
2.51189e+02	1.80889e+40	1.18202e+36	1.64522e+40	1.11842e+36	1.94836e+51	5.60283e+51	1.76976e+51	6.13557e+51	2.37588e+52	2.17065e+52
3.98107e+02	1.22509e+40	3.25931e+35	1.12019e+40	3.07727e+35	1.28934e+51	3.79308e+51	1.16002e+51	4.15241e+51	1.64564e+52	1.43895e+52
6.30957e+02	8.14722e+39	8.76171e+34	7.41201e+39	8.31435e+34	8.47833e+50	2.48376e+51	7.58822e+50	2.74336e+51	1.05698e+52	9.59908e+51
1.00000e+03	5.27189e+39	2.28498e+34	4.79022e+39	2.15924e+34	5.47273e+50	1.60421e+51	4.88691e+50	1.76954e+51	6.78395e+51	6.16469e+51
1.58489e+03	3.48100e+39	5.91501e+33	3.17562e+39	5.59181e+33	3.64141e+50	1.04180e+51	3.15810e+50	1.15015e+51	4.43391e+51	3.97634e+51
2.51189e+03	2.33079e+39	1.55552e+33	2.08782e+39	1.40605e+33	2.38802e+50	6.85071e+50	2.16983e+50	7.73358e+50	2.98801e+51	2.62780e+51
3.98107e+03	1.67317e+39	3.99590e+32	1.46927e+39	3.73150e+32	1.83014e+50	4.97548e+50	1.55357e+50	5.75276e+50	2.23660e+51	1.89788e+51
6.30957e+03	1.48281e+39	1.19983e+32	1.27929e+39	1.11069e+32	1.64942e+50	4.36977e+50	1.39483e+50	5.07729e+50	1.97855e+51	1.70783e+51
1.00000e+04	1.24130e+39	3.80469e+31	1.08055e+39	3.54192e+31	1.41095e+50	3.64308e+50	1.20187e+50	4.31889e+50	1.69225e+51	1.46277e+51
1.58489e+04	8.60736e+38	1.04311e+31	7.36311e+38	9.59782e+30	9.98277e+49	2.54702e+50	8.57893e+49	3.00464e+50	1.19317e+51	1.02173e+51
2.51189e+04	5.45070e+38	2.63900e+30	4.77628e+38	2.44469e+30	6.17977e+49	1.62939e+50	5.35135e+49	1.91691e+50	7.54731e+50	6.58841e+50
3.98107e+04	3.47616e+38	6.56372e+29	2.92804e+38	6.13445e+29	4.01917e+49	1.03936e+50	3.48059e+49	1.20188e+50	4.81394e+50	4.13636e+50
6.30957e+04	2.24810e+38	1.79667e+29	1.94118e+38	1.69791e+29	2.59477e+49	6.78441e+49	2.25739e+49	7.84596e+49	3.12501e+50	2.73404e+50
9.50935e+04	1.46871e+38	4.89381e+28	1.26322e+38	4.52904e+28	1.69639e+49	4.38583e+49	1.45826e+49	5.10020e+49	2.03787e+50	1.75213e+50
1.50713e+05	9.26718e+37	1.22933e+28	7.97058e+37	1.13770e+28	1.07036e+49	2.76733e+49	9.20111e+48	3.21807e+49	1.28583e+50	1.10553e+50
2.38864e+05	5.84727e+37	3.08802e+27	5.02918e+37	2.85785e+27	6.75354e+48	1.74609e+49	5.80554e+48	2.03049e+49	8.11308e+49	6.97550e+49
3.78574e+05	3.68940e+37	7.75690e+26	3.17323e+37	7.17874e+26	4.26116e+48	1.10172e+49	3.66307e+48	1.28115e+49	5.11900e+49	4.40127e+49
5.99999e+05	2.32782e+37	1.94847e+26	2.00218e+37	1.80324e+26	2.68854e+48	6.95138e+48	2.31122e+48	8.08337e+48	3.22977e+49	2.77702e+49
