mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10
1.00000e-02	5.70211e+31	6.54652e+27	2.49846e+24	4.21700e+20	1.07769e+43	4.04531e+42	4.04384e+42	2.43980e+43	1.11945e+44	3.22984e+43
1.58489e-02	1.49417e+32	1.70762e+28	1.63340e+25	2.70739e+21	2.77641e+43	1.04845e+43	1.04802e+43	6.25328e+43	2.91267e+44	8.37143e+43
2.51189e-02	3.82698e+32	4.38799e+28	1.06720e+26	1.75799e+22	7.03326e+43	2.63527e+43	2.62458e+43	1.58276e+44	7.36036e+44	2.10550e+44
3.98107e-02	9.68494e+32	1.09171e+29	6.62731e+26	1.10825e+23	1.80179e+44	6.78231e+43	6.67544e+43	4.17458e+44	1.88547e+45	5.37420e+44
6.30957e-02	2.45985e+33	2.80871e+29	4.37248e+27	7.28148e+23	4.60154e+44	1.70687e+44	1.68256e+44	1.02795e+45	4.81729e+45	1.36562e+45
1.00000e-01	6.21790e+33	7.40835e+29	2.82283e+28	4.62545e+24	1.19797e+45	4.41496e+44	4.35583e+44	2.63895e+45	1.22978e+46	3.52947e+45
1.58489e-01	1.62190e+34	1.86407e+30	1.80682e+29	3.02692e+25	3.00757e+45	1.13563e+45	1.13512e+45	6.85065e+45	3.12318e+46	9.08562e+45
2.51189e-01	4.06845e+34	4.84840e+30	1.17169e+30	1.95628e+26	7.58970e+45	2.88068e+45	2.86974e+45	1.69074e+46	7.97217e+46	2.30461e+46
3.98107e-01	1.04487e+35	1.21199e+31	7.35676e+30	1.20474e+27	1.95399e+46	7.34241e+45	7.28782e+45	4.37398e+46	2.04477e+47	5.85035e+46
6.30957e-01	2.65662e+35	3.06480e+31	4.58764e+31	7.85499e+27	4.88019e+46	1.85080e+46	1.84775e+46	1.10644e+47	5.12081e+47	1.47867e+47
1.00000e+00	6.54610e+35	7.42119e+31	2.86576e+32	4.99965e+28	1.21144e+47	4.53361e+46	4.55359e+46	2.72888e+47	1.27050e+48	3.64316e+47
1.58489e+00	1.59189e+36	1.89314e+32	1.80166e+33	3.02183e+29	3.00974e+47	1.14364e+47	1.13500e+47	6.80537e+47	3.16466e+48	8.95602e+47
2.51189e+00	3.93487e+36	4.53035e+32	1.09368e+34	1.80012e+30	7.31859e+47	2.86445e+47	2.74680e+47	1.65051e+48	7.72508e+48	2.19675e+48
3.98107e+00	9.72256e+36	1.10730e+33	6.87152e+34	1.13839e+31	1.79385e+48	6.82050e+47	6.70735e+47	4.09428e+48	1.88173e+49	5.35073e+48
6.30957e+00	2.38789e+37	2.79875e+33	4.04634e+35	6.83782e+31	4.34466e+48	1.81234e+48	1.59727e+48	9.94856e+48	4.60927e+49	1.29828e+49
1.00000e+01	5.95939e+37	6.81225e+33	2.45836e+36	4.11575e+32	1.02781e+49	4.28480e+48	3.71632e+48	2.39689e+49	1.13588e+50	3.10710e+49
1.58489e+01	1.38224e+38	1.58491e+34	1.31390e+37	2.15371e+33	2.22730e+49	1.07501e+49	7.79834e+48	5.43663e+49	2.41287e+50	6.79458e+49
2.51189e+01	2.80781e+38	2.96038e+34	5.14888e+37	7.71799e+33	3.86791e+49	2.42700e+49	1.21129e+49	1.03328e+50	4.41652e+50	1.20914e+50
3.98107e+01	3.57366e+38	2.10220e+34	8.42514e+37	6.93522e+33	4.41886e+49	3.25960e+49	1.26261e+49	1.26918e+50	5.18002e+50	1.41201e+50
6.30957e+01	3.31276e+38	8.60771e+33	8.46511e+37	2.93583e+33	3.88712e+49	2.99813e+49	1.02639e+49	1.15499e+50	4.63342e+50	1.22638e+50
1.00000e+02	2.55078e+38	2.74322e+33	6.81637e+37	9.63356e+32	2.90222e+49	2.33719e+49	7.61221e+48	8.80225e+49	3.52614e+50	9.23666e+49
1.58489e+02	1.79871e+38	7.83212e+32	4.87872e+37	2.80619e+32	2.03397e+49	1.63422e+49	5.20619e+48	6.24747e+49	2.46775e+50	6.42264e+49
2.51189e+02	1.26755e+38	2.19868e+32	3.42780e+37	7.76285e+31	1.40678e+49	1.16142e+49	3.62668e+48	4.42073e+49	1.76216e+50	4.33579e+49
3.98107e+02	1.03200e+38	6.26917e+31	2.54636e+37	2.19733e+31	1.17193e+49	8.49546e+48	2.66695e+48	3.46617e+49	1.40352e+50	3.25008e+49
6.30957e+02	1.23409e+38	2.49224e+31	2.62324e+37	8.24046e+30	1.38210e+49	8.90456e+48	2.80232e+48	4.25091e+49	1.67559e+50	3.47240e+49
1.00000e+03	1.45244e+38	1.06457e+31	2.87649e+37	3.26961e+30	1.69788e+49	9.88576e+48	3.22366e+48	5.08946e+49	2.06961e+50	3.97711e+49
1.58489e+03	1.16392e+38	3.37610e+30	2.30074e+37	1.02832e+30	1.35524e+49	7.88661e+48	2.65316e+48	4.06101e+49	1.62459e+50	3.17830e+49
2.51189e+03	7.62965e+37	8.79827e+29	1.48295e+37	2.65222e+29	8.80623e+48	5.13022e+48	1.72416e+48	2.64292e+49	1.04828e+50	2.06291e+49
3.98107e+03	4.83213e+37	2.25040e+29	9.47335e+36	6.77160e+28	5.58168e+48	3.27704e+48	1.09230e+48	1.68617e+49	6.73363e+49	1.32038e+49
6.30957e+03	3.06059e+37	5.60506e+28	6.00628e+36	1.71974e+28	3.53081e+48	2.07869e+48	6.94668e+47	1.05849e+49	4.24358e+49	8.30946e+48
1.00000e+04	1.90815e+37	1.43207e+28	3.81150e+36	4.33062e+27	2.23391e+48	1.31666e+48	4.42909e+47	6.64666e+48	2.69721e+49	5.26831e+48
1.58489e+04	1.21069e+37	3.60874e+27	2.43434e+36	1.08670e+27	1.41202e+48	8.37140e+47	2.85491e+47	4.23733e+48	1.69851e+49	3.38617e+48
2.51189e+04	7.71899e+36	9.06374e+26	1.50731e+36	2.79826e+26	8.90219e+47	5.31005e+47	1.77566e+47	2.68655e+48	1.07095e+49	2.10958e+48
3.98107e+04	4.86777e+36	2.29290e+26	9.59320e+35	6.95223e+25	5.67864e+47	3.32122e+47	1.14857e+47	1.69447e+48	6.83015e+48	1.35031e+48
6.30957e+04	3.12956e+36	5.91111e+25	6.33310e+35	1.84568e+25	3.61143e+47	2.19360e+47	7.34341e+46	1.08498e+48	4.34281e+48	8.73017e+47
9.50935e+04	2.03339e+36	1.69091e+25	4.07751e+35	5.13450e+24	2.35072e+47	1.41336e+47	4.68143e+46	7.06019e+47	2.81343e+48	5.63638e+47
1.50713e+05	1.27325e+36	4.23976e+24	2.56666e+35	1.28883e+24	1.46968e+47	8.89167e+46	2.93640e+46	4.41515e+47	1.74926e+48	3.54255e+47
2.38864e+05	7.85706e+35	1.05615e+24	1.60301e+35	3.22216e+23	9.02972e+46	5.54126e+46	1.81084e+46	2.71551e+47	1.06197e+48	2.19984e+47
3.78574e+05	4.68304e+35	2.57114e+23	9.75915e+34	7.90989e+22	5.33125e+46	3.35433e+46	1.07001e+46	1.60801e+47	6.14999e+47	1.32008e+47
5.99999e+05	2.62691e+35	5.94079e+22	5.62543e+34	1.85093e+22	2.94882e+46	1.91504e+46	5.89415e+45	8.93791e+46	3.32405e+47	7.43240e+46
9.50935e+05	1.36554e+35	1.27213e+22	3.00327e+34	4.01760e+21	1.50955e+46	1.01095e+46	2.99561e+45	4.60196e+46	1.66557e+47	3.86479e+46
1.50713e+06	6.59417e+34	2.51571e+21	1.48218e+34	8.03740e+20	7.19532e+45	4.93903e+45	1.41673e+45	2.20423e+46	7.80472e+46	1.86437e+46
2.38864e+06	2.99829e+34	4.64986e+20	6.84763e+33	1.49848e+20	3.23415e+45	2.26465e+45	6.34335e+44	9.95851e+45	3.46820e+46	8.45426e+45
3.78574e+06	1.30415e+34	8.16899e+19	3.01137e+33	2.64847e+19	1.39751e+45	9.87090e+44	2.70019e+44	4.30967e+45	1.48293e+46	3.64571e+45
5.99999e+06	5.50084e+33	1.38502e+19	1.27950e+33	4.50849e+18	5.86893e+44	4.25571e+44	1.18038e+44	1.81476e+45	6.21725e+45	1.59384e+45
9.50935e+06	2.27305e+33	2.29281e+18	5.31234e+32	7.48316e+17	2.43523e+44	1.72117e+44	4.56775e+43	7.50980e+44	2.52889e+45	6.43733e+44
1.50713e+07	9.26736e+32	3.73657e+17	2.17251e+32	1.22159e+17	1.00593e+44	7.70289e+43	2.27466e+43	3.08339e+44	1.05947e+45	2.81983e+44
2.38864e+07	3.74575e+32	6.02812e+16	8.79822e+31	1.97290e+16	3.97087e+43	3.02167e+43	8.10251e+42	1.19365e+44	4.04176e+44	1.14029e+44
3.78574e+07	1.50562e+32	9.66213e+15	3.54088e+31	3.16443e+15	1.50433e+43	1.11814e+43	3.48932e+42	4.80917e+43	1.62667e+44	5.59423e+43
5.99999e+07	6.03058e+31	1.54230e+15	1.41937e+31	5.05339e+14	7.20965e+42	1.02348e+42	-1.70723e+42	2.03128e+43	5.74880e+43	9.08229e+42
9.50935e+07	2.41007e+31	2.45544e+14	5.67525e+30	8.04752e+13	3.41742e+42	4.48934e+42	2.17983e+42	1.04873e+43	2.08393e+43	3.23824e+43
