mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10
1.00000e-02	3.00369e+32	2.05720e+29	7.49426e+25	7.28545e+22	2.83107e+44	2.49656e+44	2.44954e+44	3.48017e+44	2.35391e+45	1.99735e+45
1.58489e-02	7.83725e+32	5.10055e+29	4.90479e+26	4.81045e+23	7.26544e+44	6.33508e+44	6.33700e+44	8.91687e+44	6.09163e+45	5.02359e+45
2.51189e-02	2.09853e+33	1.30736e+30	3.20356e+27	3.59624e+24	1.86120e+45	1.61537e+45	1.62263e+45	2.30663e+45	1.58514e+46	1.29777e+46
3.98107e-02	5.32178e+33	3.47420e+30	2.08802e+28	2.04010e+25	4.93694e+45	4.30093e+45	4.28549e+45	6.21163e+45	4.18743e+46	3.44090e+46
6.30957e-02	1.39992e+34	9.36451e+30	1.46408e+29	1.36841e+26	1.30498e+46	1.13801e+46	1.13728e+46	1.62781e+46	1.10414e+47	9.15112e+46
1.00000e-01	3.75124e+34	2.47857e+31	9.63174e+29	9.09527e+26	3.45073e+46	3.05699e+46	3.05860e+46	4.35822e+46	2.95005e+47	2.44570e+47
1.58489e-01	9.98759e+34	6.41986e+31	6.37487e+30	6.13497e+27	9.29639e+46	8.27966e+46	8.36964e+46	1.17105e+47	7.93441e+47	6.58055e+47
2.51189e-01	2.60409e+35	1.68783e+32	4.09793e+31	4.10982e+28	2.43297e+47	2.14228e+47	2.14942e+47	3.07583e+47	2.08788e+48	1.71385e+48
3.98107e-01	6.57746e+35	4.38711e+32	2.69725e+32	2.63885e+29	6.46211e+47	5.51496e+47	5.45263e+47	7.77601e+47	5.30378e+48	4.41180e+48
6.30957e-01	1.68801e+36	1.10336e+33	1.70763e+33	1.69433e+30	1.58483e+48	1.38836e+48	1.38530e+48	1.96577e+48	1.33752e+49	1.09671e+49
1.00000e+00	4.14778e+36	2.70360e+33	1.03698e+34	1.04916e+31	3.82079e+48	3.43795e+48	3.41181e+48	4.83004e+48	3.25440e+49	2.72912e+49
1.58489e+00	1.00137e+37	6.47778e+33	6.21323e+34	6.10837e+31	9.27495e+48	8.19476e+48	8.15389e+48	1.16495e+49	7.87307e+49	6.60618e+49
2.51189e+00	2.36838e+37	1.56817e+34	3.76969e+35	3.64585e+32	2.18086e+49	1.93254e+49	1.92829e+49	2.78188e+49	1.87705e+50	1.55341e+50
3.98107e+00	5.78860e+37	3.92099e+34	2.24657e+36	2.15419e+33	5.21935e+49	4.56445e+49	4.50164e+49	6.53122e+49	4.37608e+50	3.60028e+50
6.30957e+00	1.46271e+38	9.84061e+34	1.30177e+37	1.30444e+34	1.18776e+50	1.08393e+50	1.04581e+50	1.51329e+50	1.01730e+51	8.45643e+50
1.00000e+01	3.89187e+38	2.73469e+35	7.59497e+37	7.36940e+34	2.79566e+50	2.59081e+50	2.42701e+50	3.66096e+50	2.40841e+51	1.98617e+51
1.58489e+01	1.13389e+39	8.72804e+35	4.29697e+38	4.37988e+35	6.19863e+50	6.39485e+50	5.32874e+50	8.85779e+50	5.38967e+51	4.47404e+51
2.51189e+01	3.55306e+39	2.88898e+36	2.09595e+39	2.04977e+36	1.20696e+51	1.52098e+51	1.04373e+51	2.16044e+51	1.13879e+52	9.32693e+51
3.98107e+01	9.31961e+39	7.34715e+36	7.03151e+39	6.10920e+36	1.79710e+51	3.17149e+51	1.55894e+51	3.98815e+51	1.89536e+52	1.57575e+52
6.30957e+01	1.31706e+40	5.72602e+36	1.05967e+40	4.99418e+36	1.82940e+51	4.01491e+51	1.54576e+51	4.92147e+51	2.07825e+52	1.72164e+52
1.00000e+02	1.21122e+40	2.29702e+36	1.00592e+40	2.06018e+36	1.44182e+51	3.54180e+51	1.19952e+51	4.28526e+51	1.71882e+52	1.43197e+52
1.58489e+02	9.46420e+39	7.37100e+35	7.84514e+39	6.61135e+35	1.05352e+51	2.75276e+51	8.79883e+50	3.32322e+51	1.27370e+52	1.05630e+52
2.51189e+02	6.62718e+39	2.12333e+35	5.53246e+39	1.89929e+35	7.23468e+50	1.86533e+51	5.91636e+50	2.23649e+51	8.84928e+51	7.33162e+51
3.98107e+02	4.43593e+39	5.86839e+34	3.75598e+39	5.27557e+34	4.68616e+50	1.26024e+51	3.84258e+50	1.50443e+51	5.69881e+51	4.85530e+51
6.30957e+02	2.94457e+39	1.53085e+34	2.48064e+39	1.36679e+34	3.07328e+50	8.24632e+50	2.53644e+50	9.92741e+50	3.80287e+51	3.15439e+51
