mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10
1.00000e-02	1.87079e+32	5.80192e+28	2.24322e+25	1.00887e+22	6.91406e+43	4.90721e+43	4.77529e+43	1.12836e+44	6.45273e+44	3.84879e+44
1.58489e-02	4.79518e+32	1.49112e+29	1.43508e+26	6.64739e+22	1.78288e+44	1.22229e+44	1.26876e+44	2.91961e+44	1.63786e+45	9.81308e+44
2.51189e-02	1.23817e+33	3.93868e+29	9.38612e+26	4.30500e+23	4.57920e+44	3.17511e+44	3.14488e+44	7.41035e+44	4.34283e+45	2.53475e+45
3.98107e-02	3.23222e+33	1.02750e+30	6.24022e+27	2.75347e+24	1.19253e+45	8.11188e+44	8.05232e+44	1.92043e+45	1.09956e+46	6.47430e+45
6.30957e-02	8.31636e+33	2.56398e+30	3.94456e+28	1.77087e+25	3.05357e+45	2.10369e+45	2.09975e+45	5.01605e+45	2.82291e+46	1.66775e+46
1.00000e-01	2.16981e+34	6.80337e+30	2.57529e+29	1.18059e+26	7.99318e+45	5.50516e+45	5.54224e+45	1.32296e+46	7.45390e+46	4.43201e+46
1.58489e-01	5.63224e+34	1.78141e+31	1.72290e+30	7.90656e+26	2.17758e+46	1.45472e+46	1.45625e+46	3.40560e+46	1.96591e+47	1.16383e+47
2.51189e-01	1.45583e+35	4.53824e+31	1.09698e+31	5.13374e+27	5.46240e+46	3.76939e+46	3.75362e+46	9.00931e+46	5.05790e+47	3.01557e+47
3.98107e-01	3.77675e+35	1.18539e+32	7.19766e+31	3.30305e+28	1.40507e+47	9.74986e+46	9.69280e+46	2.27736e+47	1.30805e+48	7.79588e+47
6.30957e-01	9.33257e+35	2.94806e+32	4.50797e+32	2.07382e+29	3.54022e+47	2.40780e+47	2.44592e+47	5.64778e+47	3.27352e+48	1.93778e+48
1.00000e+00	2.33836e+36	7.34701e+32	2.77336e+33	1.28290e+30	8.60016e+47	5.99788e+47	5.95059e+47	1.39204e+48	8.09233e+48	4.78042e+48
1.58489e+00	5.67260e+36	1.79015e+33	1.72842e+34	7.77883e+30	2.14904e+48	1.45416e+48	1.44963e+48	3.40365e+48	1.95174e+49	1.16063e+49
2.51189e+00	1.37294e+37	4.34679e+33	1.02805e+35	4.72528e+31	5.07286e+48	3.49394e+48	3.48948e+48	8.33004e+48	4.69933e+49	2.76580e+49
3.98107e+00	3.30184e+37	1.05449e+34	6.33108e+35	2.83052e+32	1.19952e+49	8.34935e+48	8.21925e+48	1.97806e+49	1.12202e+50	6.59715e+49
6.30957e+00	8.24717e+37	2.62782e+34	3.69810e+36	1.70355e+33	2.85034e+49	2.04389e+49	1.95226e+49	4.79642e+49	2.70030e+50	1.60606e+50
1.00000e+01	2.09986e+38	6.75882e+34	2.20660e+37	1.00421e+34	6.63282e+49	5.03611e+49	4.49729e+49	1.14412e+50	6.28538e+50	3.72259e+50
1.58489e+01	5.37087e+38	1.79162e+35	1.20987e+38	5.38130e+34	1.47103e+50	1.27935e+50	9.76185e+49	2.72060e+50	1.42790e+51	8.33847e+50
2.51189e+01	1.35144e+39	4.59730e+35	5.36332e+38	2.36320e+35	2.65071e+50	2.95235e+50	1.71867e+50	5.89897e+50	2.76708e+51	1.60354e+51
3.98107e+01	2.31688e+39	5.69970e+35	1.21794e+39	3.70534e+35	3.32138e+50	4.89830e+50	2.03350e+50	8.73972e+50	3.74186e+51	2.19182e+51
6.30957e+01	2.43321e+39	2.79183e+35	1.37032e+39	1.86432e+35	2.98880e+50	4.95256e+50	1.76410e+50	8.64525e+50	3.54852e+51	2.04866e+51
1.00000e+02	1.98182e+39	9.65803e+34	1.15807e+39	6.60830e+34	2.29517e+50	4.01514e+50	1.33412e+50	6.91882e+50	2.75028e+51	1.59501e+51
1.58489e+02	1.43011e+39	2.83124e+34	8.49584e+38	1.98573e+34	1.61892e+50	2.96706e+50	9.24899e+49	4.92780e+50	1.96822e+51	1.14804e+51
2.51189e+02	9.84831e+38	8.00272e+33	5.89850e+38	5.64121e+33	1.08767e+50	1.98968e+50	6.19090e+49	3.37920e+50	1.34419e+51	7.71555e+50
3.98107e+02	6.64810e+38	2.12791e+33	3.96637e+38	1.48558e+33	7.16990e+49	1.32167e+50	4.08784e+49	2.26447e+50	8.74161e+50	5.09747e+50
6.30957e+02	4.52417e+38	5.66733e+32	2.65272e+38	3.96302e+32	4.97897e+49	9.23308e+49	2.74301e+49	1.54987e+50	6.03311e+50	3.54460e+50
1.00000e+03	3.71795e+38	1.68181e+32	1.88600e+38	1.04079e+32	3.99208e+49	6.37164e+49	1.98561e+49	1.23508e+50	4.96365e+50	2.47111e+50
1.58489e+03	3.66109e+38	5.10934e+31	1.73939e+38	3.33970e+31	4.24598e+49	5.96851e+49	1.87259e+49	1.29170e+50	5.09387e+50	2.29299e+50
