mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10
1.00000e-02	3.18123e+32	2.20335e+29	8.54419e+25	8.86511e+22	3.27718e+44	2.92953e+44	2.92995e+44	3.94203e+44	2.77818e+45	2.34418e+45
1.58489e-02	8.01049e+32	5.82744e+29	5.58471e+26	5.84952e+23	8.57951e+44	7.47055e+44	7.59799e+44	1.02660e+45	7.23255e+45	6.10351e+45
2.51189e-02	2.10820e+33	1.49156e+30	3.63271e+27	3.82917e+24	2.21309e+45	1.97629e+45	1.96099e+45	2.69090e+45	1.86110e+46	1.56686e+46
3.98107e-02	5.57815e+33	3.99301e+30	2.37292e+28	2.55087e+25	5.86570e+45	5.14787e+45	5.27500e+45	7.13515e+45	4.91601e+46	4.13230e+46
6.30957e-02	1.45357e+34	1.06041e+31	1.63429e+29	1.75010e+26	1.55783e+46	1.42198e+46	1.39362e+46	1.86531e+46	1.33613e+47	1.13764e+47
1.00000e-01	3.88383e+34	2.81912e+31	1.08041e+30	1.13847e+27	4.16732e+46	3.68980e+46	3.72719e+46	5.07293e+46	3.50416e+47	2.95196e+47
1.58489e-01	1.02607e+35	7.37875e+31	7.16853e+30	7.59371e+27	1.11661e+47	9.98930e+46	9.99051e+46	1.35486e+47	9.40800e+47	7.96295e+47
2.51189e-01	2.69573e+35	1.91128e+32	4.74107e+31	5.02870e+28	2.89979e+47	2.62209e+47	2.62611e+47	3.53097e+47	2.46717e+48	2.09769e+48
3.98107e-01	6.87391e+35	5.03126e+32	2.99015e+32	3.33545e+29	7.44791e+47	6.64339e+47	6.78302e+47	8.95483e+47	6.23398e+48	5.31452e+48
6.30957e-01	1.75608e+36	1.30361e+33	1.93080e+33	2.10976e+30	1.84775e+48	1.70946e+48	1.66499e+48	2.25777e+48	1.59158e+49	1.33054e+49
1.00000e+00	4.31002e+36	3.15086e+33	1.18882e+34	1.25451e+31	4.66318e+48	4.16688e+48	4.14799e+48	5.52738e+48	3.86584e+49	3.31851e+49
1.58489e+00	1.04275e+37	7.53863e+33	7.19375e+34	7.64663e+31	1.11780e+49	9.93874e+48	9.96578e+48	1.36140e+49	9.39352e+49	8.03314e+49
2.51189e+00	2.50442e+37	1.82301e+34	4.34868e+35	4.60979e+32	2.64147e+49	2.34107e+49	2.35440e+49	3.19954e+49	2.22084e+50	1.88280e+50
3.98107e+00	5.96403e+37	4.36670e+34	2.61216e+36	2.67634e+33	6.12642e+49	5.72551e+49	5.42720e+49	7.49668e+49	5.26285e+50	4.36129e+50
6.30957e+00	1.50646e+38	1.13107e+35	1.50140e+37	1.56269e+34	1.40694e+50	1.31630e+50	1.28205e+50	1.77567e+50	1.21699e+51	1.03574e+51
1.00000e+01	4.02201e+38	3.14451e+35	8.74516e+37	9.35786e+34	3.31603e+50	3.14681e+50	2.93892e+50	4.24451e+50	2.86507e+51	2.38960e+51
1.58489e+01	1.20824e+39	1.10747e+36	4.94086e+38	5.12630e+35	7.41175e+50	7.64850e+50	6.52955e+50	1.05567e+51	6.35304e+51	5.47180e+51
2.51189e+01	3.87123e+39	3.55101e+36	2.45814e+39	2.60131e+36	1.45849e+51	1.81037e+51	1.28863e+51	2.36068e+51	1.33789e+52	1.14417e+52
3.98107e+01	1.07750e+40	9.53597e+36	8.42242e+39	8.19431e+36	2.24772e+51	3.92536e+51	1.95989e+51	4.78737e+51	2.30886e+52	1.97783e+52
6.30957e+01	1.62651e+40	8.36293e+36	1.36026e+40	7.50242e+36	2.32360e+51	5.15619e+51	1.99281e+51	6.14261e+51	2.61667e+52	2.23157e+52
1.00000e+02	1.53081e+40	3.48990e+36	1.29822e+40	3.16109e+36	1.85590e+51	4.60530e+51	1.59324e+51	5.41306e+51	2.19710e+52	1.87618e+52
1.58489e+02	1.18013e+40	1.12791e+36	1.01225e+40	1.01710e+36	1.32753e+51	3.56893e+51	1.13298e+51	4.15183e+51	1.61069e+52	1.36927e+52
2.51189e+02	8.51018e+39	3.27880e+35	7.29879e+39	2.98108e+35	9.19401e+50	2.48148e+51	7.80307e+50	2.89739e+51	1.12200e+52	9.58509e+51
3.98107e+02	5.74449e+39	9.02959e+34	4.89376e+39	8.16399e+34	6.05319e+50	1.66398e+51	5.15962e+50	1.94439e+51	7.40406e+51	6.38498e+51
6.30957e+02	3.82956e+39	2.36073e+34	3.28547e+39	2.18042e+34	3.92919e+50	1.09638e+51	3.29593e+50	1.28066e+51	4.89700e+51	4.19361e+51
1.00000e+03	2.45935e+39	6.22633e+33	2.11589e+39	5.58749e+33	2.57954e+50	7.01569e+50	2.15201e+50	8.54591e+50	3.22220e+51	2.71580e+51
1.58489e+03	1.63290e+39	1.60439e+33	1.43055e+39	1.44175e+33	1.70256e+50	4.58199e+50	1.42755e+50	5.45225e+50	2.20005e+51	1.80636e+51
2.51189e+03	1.17727e+39	4.17903e+32	9.49520e+38	3.76218e+32	1.26850e+50	3.22393e+50	9.88959e+49	4.02488e+50	1.54244e+51	1.23569e+51
3.98107e+03	1.03444e+39	1.21598e+32	7.98533e+38	1.07569e+32	1.12338e+50	2.70189e+50	8.79521e+49	3.59478e+50	1.40323e+51	1.06620e+51
6.30957e+03	9.66263e+38	4.24399e+31	7.53495e+38	3.72827e+31	1.08596e+50	2.60540e+50	8.57935e+49	3.30552e+50	1.32440e+51	1.04929e+51
1.00000e+04	7.10562e+38	1.22959e+31	5.59171e+38	1.06062e+31	8.11774e+49	1.90745e+50	6.38496e+49	2.45446e+50	9.82902e+50	7.68664e+50
