mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10
1.00000e-02	2.23546e+32	8.31947e+28	3.16589e+25	1.78272e+22	1.01827e+44	7.62663e+43	7.62342e+43	1.53790e+44	9.15704e+44	6.07231e+44
1.58489e-02	5.73550e+32	2.19294e+29	2.13811e+26	1.19382e+23	2.62049e+44	1.96771e+44	1.96984e+44	3.95007e+44	2.35288e+45	1.57206e+45
2.51189e-02	1.47450e+33	5.68318e+29	1.35828e+27	7.66075e+23	6.76577e+44	5.01907e+44	5.08966e+44	1.02323e+45	6.06965e+45	3.95302e+45
3.98107e-02	3.90377e+33	1.49491e+30	9.10992e+27	5.02116e+24	1.74942e+45	1.30015e+45	1.30991e+45	2.64699e+45	1.60076e+46	1.04019e+46
6.30957e-02	9.86323e+33	3.82974e+30	5.88117e+28	3.30688e+25	4.55116e+45	3.38948e+45	3.39412e+45	6.89107e+45	4.10598e+46	2.71093e+46
1.00000e-01	2.60435e+34	1.00042e+31	3.80379e+29	2.18469e+26	1.20092e+46	8.92346e+45	8.86220e+45	1.80603e+46	1.07639e+47	7.16276e+46
1.58489e-01	6.84231e+34	2.61777e+31	2.53815e+30	1.41768e+27	3.12418e+46	2.37105e+46	2.36930e+46	4.75928e+46	2.82653e+47	1.92129e+47
2.51189e-01	1.79144e+35	6.91171e+31	1.66740e+31	9.13972e+27	8.24091e+46	6.16059e+46	6.20010e+46	1.24300e+47	7.46680e+47	4.92856e+47
3.98107e-01	4.59907e+35	1.75561e+32	1.06582e+32	5.94697e+28	2.12327e+47	1.60099e+47	1.57398e+47	3.18324e+47	1.89551e+48	1.28072e+48
6.30957e-01	1.14907e+36	4.40841e+32	6.68663e+32	3.93908e+29	5.34769e+47	3.98727e+47	3.96172e+47	7.98280e+47	4.79049e+48	3.19014e+48
1.00000e+00	2.81192e+36	1.13159e+33	4.15222e+33	2.35214e+30	1.31211e+48	9.76956e+47	9.81514e+47	1.95547e+48	1.17601e+49	7.85253e+48
1.58489e+00	6.88440e+36	2.62514e+33	2.58074e+34	1.41891e+31	3.20339e+48	2.37181e+48	2.37262e+48	4.80706e+48	2.88263e+49	1.90578e+49
2.51189e+00	1.65069e+37	6.43841e+33	1.51707e+35	8.62004e+31	7.57841e+48	5.70409e+48	5.67364e+48	1.14498e+49	6.80382e+49	4.52451e+49
3.98107e+00	4.01771e+37	1.59574e+34	9.30448e+35	5.25272e+32	1.80647e+49	1.35392e+49	1.33890e+49	2.70669e+49	1.61758e+50	1.05802e+50
6.30957e+00	9.90800e+37	3.89795e+34	5.49183e+36	3.11472e+33	4.24650e+49	3.28349e+49	3.13771e+49	6.57023e+49	3.81599e+50	2.58536e+50
