mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10
1.00000e-02	3.32804e+32	4.96433e+29	1.92379e+26	4.18528e+23	1.21824e+45	1.18043e+45	1.17810e+45	1.28103e+45	9.84336e+45	9.43093e+45
1.58489e-02	8.77042e+32	1.27753e+30	1.27106e+27	2.73883e+24	3.20955e+45	3.09221e+45	3.07019e+45	3.39533e+45	2.61478e+46	2.48341e+46
2.51189e-02	2.34358e+33	3.46374e+30	8.49971e+27	1.90644e+25	8.62385e+45	8.33706e+45	8.34910e+45	9.03742e+45	7.07172e+46	6.62630e+46
3.98107e-02	6.16652e+33	9.38586e+30	5.79675e+28	1.25747e+26	2.34147e+46	2.20646e+46	2.22230e+46	2.47592e+46	1.89594e+47	1.76521e+47
6.30957e-02	1.67583e+34	2.50330e+31	3.79647e+29	8.62010e+26	6.17493e+46	6.00367e+46	5.96336e+46	6.57483e+46	5.05806e+47	4.80771e+47
1.00000e-01	4.47502e+34	6.80992e+31	2.58191e+30	5.79811e+27	1.66262e+47	1.61415e+47	1.62176e+47	1.76549e+47	1.35941e+48	1.29091e+48
1.58489e-01	1.17756e+35	1.77218e+32	1.66600e+31	3.75989e+28	4.48015e+47	4.33274e+47	4.33311e+47	4.70741e+47	3.62891e+48	3.46625e+48
2.51189e-01	3.06713e+35	4.67862e+32	1.17206e+32	2.49810e+29	1.16928e+48	1.10627e+48	1.13137e+48	1.21908e+48	9.51190e+48	8.85026e+48
3.98107e-01	7.94906e+35	1.15107e+33	7.32069e+32	1.59077e+30	2.93134e+48	2.87435e+48	2.87441e+48	3.18511e+48	2.38912e+49	2.27844e+49
6.30957e-01	2.01082e+36	3.00682e+33	4.60121e+33	1.00027e+31	7.40267e+48	7.25512e+48	7.25476e+48	7.86599e+48	6.03891e+49	5.82245e+49
1.00000e+00	4.92234e+36	7.39617e+33	2.79660e+34	6.37192e+31	1.82163e+49	1.78078e+49	1.85856e+49	1.96920e+49	1.50308e+50	1.43616e+50
1.58489e+00	1.20247e+37	1.83960e+34	1.70158e+35	3.86751e+32	4.51943e+49	4.31057e+49	4.26817e+49	4.78867e+49	3.65075e+50	3.50284e+50
2.51189e+00	2.90197e+37	4.39927e+34	1.00046e+36	2.23959e+33	1.04164e+50	1.01900e+50	1.01120e+50	1.11739e+50	8.57707e+50	8.24414e+50
3.98107e+00	7.24075e+37	1.13651e+35	5.97626e+36	1.36063e+34	2.46801e+50	2.39113e+50	2.39084e+50	2.60672e+50	1.99155e+51	1.91748e+51
6.30957e+00	1.87076e+38	3.11589e+35	3.47445e+37	7.93530e+34	5.65057e+50	5.56028e+50	5.46616e+50	6.18177e+50	4.57203e+51	4.36792e+51
1.00000e+01	5.55773e+38	9.70895e+35	2.03239e+38	4.39531e+35	1.30384e+51	1.33016e+51	1.25236e+51	1.42982e+51	1.07058e+52	1.01743e+52
1.58489e+01	1.98515e+39	3.76585e+36	1.11561e+39	2.63605e+36	2.92655e+51	3.12224e+51	2.85425e+51	3.34398e+51	2.48872e+52	2.33442e+52
2.51189e+01	7.82996e+39	1.60637e+37	6.03606e+39	1.35848e+37	6.38005e+51	7.37889e+51	6.19213e+51	8.13824e+51	5.37572e+52	5.21635e+52
3.98107e+01	2.98877e+40	6.42145e+37	2.69374e+40	5.95236e+37	1.15532e+52	1.77811e+52	1.12203e+52	1.83738e+52	1.05131e+53	1.02728e+53
6.30957e+01	7.98701e+40	1.52147e+38	7.53540e+40	1.45163e+38	1.55741e+52	3.28114e+52	1.51105e+52	3.43047e+52	1.61550e+53	1.53582e+53
1.00000e+02	1.02116e+41	9.93150e+37	9.83449e+40	9.68660e+37	1.42197e+52	3.66607e+52	1.37175e+52	3.80739e+52	1.62094e+53	1.55860e+53
1.58489e+02	9.11707e+40	3.79338e+37	8.68035e+40	3.69394e+37	1.09050e+52	3.08480e+52	1.04532e+52	3.19672e+52	1.30724e+53	1.24784e+53
2.51189e+02	6.94529e+40	1.19203e+37	6.70594e+40	1.15931e+37	7.70456e+51	2.27630e+52	7.38103e+51	2.36906e+52	9.46322e+52	9.04521e+52
3.98107e+02	4.83887e+40	3.38639e+36	4.64137e+40	3.30282e+36	5.20801e+51	1.58003e+52	4.96137e+51	1.64959e+52	6.41996e+52	6.16373e+52
6.30957e+02	3.25378e+40	9.14470e+35	3.14249e+40	9.02100e+35	3.46159e+51	1.06179e+52	3.27576e+51	1.08294e+52	4.21095e+52	4.04228e+52
1.00000e+03	2.13621e+40	2.41080e+35	2.05034e+40	2.37123e+35	2.18330e+51	6.84717e+51	2.11514e+51	7.13103e+51	2.74282e+52	2.62695e+52
1.58489e+03	1.37281e+40	6.24070e+34	1.33081e+40	6.10522e+34	1.41758e+51	4.45114e+51	1.35993e+51	4.58690e+51	1.78717e+52	1.71615e+52
2.51189e+03	8.91756e+39	1.60868e+34	8.53727e+39	1.56206e+34	9.14646e+50	2.86123e+51	8.71740e+50	2.99286e+51	1.14770e+52	1.09236e+52
3.98107e+03	5.86958e+39	4.10599e+33	5.51016e+39	4.03445e+33	5.89335e+50	1.86937e+51	5.64393e+50	1.92136e+51	7.59912e+51	7.07463e+51
6.30957e+03	3.91511e+39	1.05711e+33	3.78158e+39	1.02378e+33	4.15200e+50	1.24674e+51	3.89813e+50	1.34216e+51	5.11219e+51	4.85923e+51
1.00000e+04	3.04805e+39	2.91520e+32	2.85692e+39	2.82548e+32	3.37195e+50	9.77014e+50	3.13161e+50	1.04553e+51	4.08330e+51	3.82267e+51
1.58489e+04	2.57049e+39	8.57265e+31	2.41418e+39	8.41959e+31	2.86961e+50	8.25058e+50	2.71094e+50	8.73866e+50	3.49610e+51	3.28426e+51
2.51189e+04	1.75381e+39	2.29393e+31	1.63813e+39	2.24216e+31	2.00127e+50	5.75142e+50	1.88776e+50	6.14548e+50	2.45006e+51	2.30558e+51
3.98107e+04	1.11750e+39	5.81772e+30	1.04323e+39	5.62467e+30	1.28591e+50	3.63422e+50	1.22636e+50	3.89857e+50	1.56669e+51	1.46731e+51
6.30957e+04	7.30795e+38	1.59372e+30	6.86334e+38	1.54120e+30	8.59936e+49	2.41038e+50	8.07149e+49	2.53085e+50	1.02073e+51	9.77370e+50
9.50935e+04	4.73375e+38	4.26194e+29	4.44503e+38	4.13358e+29	5.47877e+49	1.54458e+50	5.14421e+49	1.64494e+50	6.57715e+50	6.17568e+50
1.50713e+05	2.98691e+38	1.07063e+29	2.80474e+38	1.03839e+29	3.45692e+49	9.74593e+49	3.24582e+49	1.03792e+50	4.14999e+50	3.89668e+50
2.38864e+05	1.88466e+38	2.68943e+28	1.76971e+38	2.60844e+28	2.18119e+49	6.14939e+49	2.04799e+49	6.54897e+49	2.61850e+50	2.45867e+50
3.78574e+05	1.18916e+38	6.75576e+27	1.11663e+38	6.55231e+27	1.37624e+49	3.88005e+49	1.29221e+49	4.13217e+49	1.65218e+50	1.55133e+50
5.99999e+05	7.50314e+37	1.69700e+27	7.04555e+37	1.64590e+27	8.68352e+48	2.44817e+49	8.15329e+48	2.60724e+49	1.04246e+50	9.78831e+49
9.50935e+05	4.73418e+37	4.26273e+26	4.44547e+37	4.13436e+26	5.47885e+48	1.54469e+49	5.14434e+48	1.64506e+49	6.57743e+49	6.17601e+49
1.50713e+06	2.98703e+37	1.07076e+26	2.80490e+37	1.03851e+26	3.45688e+48	9.74626e+48	3.24576e+48	1.03795e+49	4.15008e+49	3.89678e+49
2.38864e+06	1.88453e+37	2.68962e+25	1.76970e+37	2.60863e+25	2.18048e+48	6.14914e+48	2.04765e+48	6.54822e+48	2.61809e+49	2.45846e+49
3.78574e+06	1.18848e+37	6.75577e+24	1.11626e+37	6.55239e+24	1.37437e+48	3.87805e+48	1.29055e+48	4.12900e+48	1.65047e+49	1.55010e+49
5.99999e+06	7.48207e+36	1.69636e+24	7.03092e+36	1.64535e+24	8.62913e+47	2.44239e+48	8.11221e+47	2.59844e+48	1.03812e+49	9.75814e+48
9.50935e+06	4.67921e+36	4.25004e+23	4.40205e+36	4.12287e+23	5.34786e+47	1.52600e+48	5.02308e+47	1.62273e+48	6.45940e+48	6.08012e+48
1.50713e+07	2.86830e+36	1.05327e+23	2.70361e+36	1.02215e+23	3.20274e+47	9.34544e+47	3.01879e+47	9.90796e+47	3.92248e+48	3.69449e+48
2.38864e+07	1.68169e+36	2.52327e+22	1.58899e+36	2.45032e+22	1.79759e+47	5.44232e+47	1.69475e+47	5.74264e+47	2.24322e+48	2.12529e+48
3.78574e+07	9.20223e+35	5.66908e+21	8.71564e+35	5.50936e+21	9.32220e+46	2.94840e+47	8.83518e+46	3.10925e+47	1.19615e+48	1.13928e+48
5.99999e+07	4.65838e+35	1.17524e+21	4.42050e+35	1.14290e+21	4.55888e+46	1.45962e+47	4.10843e+46	1.56495e+47	5.85668e+47	5.55742e+47
9.50935e+07	2.19865e+35	2.25753e+20	2.08926e+35	2.19653e+20	2.09968e+46	7.10590e+46	2.03370e+46	7.50637e+46	2.66942e+47	2.71562e+47
