mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10
1.00000e-02	3.33865e+32	3.16549e+29	1.23807e+26	1.78749e+23	5.67237e+44	5.22153e+44	5.28196e+44	6.40362e+44	4.66056e+45	4.17737e+45
1.58489e-02	8.75318e+32	8.47349e+29	8.03021e+26	1.16540e+24	1.47253e+45	1.34379e+45	1.36159e+45	1.64701e+45	1.21928e+46	1.08916e+46
2.51189e-02	2.29772e+33	2.21230e+30	5.27125e+27	7.56920e+24	3.91037e+45	3.60919e+45	3.63005e+45	4.40558e+45	3.21483e+46	2.86589e+46
3.98107e-02	5.99002e+33	5.84546e+30	3.57284e+28	5.02941e+25	1.03108e+46	9.54722e+45	9.69018e+45	1.18115e+46	8.59370e+46	7.65171e+46
6.30957e-02	1.59039e+34	1.55603e+31	2.37483e+29	3.38931e+26	2.73759e+46	2.55066e+46	2.57044e+46	3.14506e+46	2.28807e+47	2.06703e+47
1.00000e-01	4.30596e+34	4.19639e+31	1.60732e+30	2.28458e+27	7.42782e+46	6.92488e+46	6.90955e+46	8.46599e+46	6.23317e+47	5.55781e+47
1.58489e-01	1.13702e+35	1.12870e+32	1.05357e+31	1.55517e+28	1.95069e+47	1.81286e+47	1.81688e+47	2.28988e+47	1.61694e+48	1.45032e+48
2.51189e-01	2.91710e+35	2.92579e+32	6.97108e+31	1.06972e+29	5.19747e+47	4.81169e+47	4.89949e+47	5.84479e+47	4.22565e+48	3.84939e+48
3.98107e-01	7.51638e+35	7.53004e+32	4.57447e+32	6.63944e+29	1.32689e+48	1.24487e+48	1.23939e+48	1.50682e+48	1.09053e+49	9.90839e+48
6.30957e-01	1.90897e+36	1.88260e+33	2.84661e+33	4.22207e+30	3.33418e+48	3.15728e+48	3.11023e+48	3.78756e+48	2.70976e+49	2.48174e+49
1.00000e+00	4.76707e+36	4.59842e+33	1.75334e+34	2.56028e+31	8.23911e+48	7.68588e+48	7.60772e+48	9.31097e+48	6.79304e+49	6.14252e+49
1.58489e+00	1.14778e+37	1.11960e+34	1.05364e+35	1.53943e+32	1.95064e+49	1.85829e+49	1.84941e+49	2.24947e+49	1.64036e+50	1.47178e+50
2.51189e+00	2.75484e+37	2.74181e+34	6.30561e+35	9.55176e+32	4.68815e+49	4.32993e+49	4.39038e+49	5.38481e+49	3.85180e+50	3.50113e+50
3.98107e+00	6.70761e+37	6.61012e+34	3.74714e+36	5.52642e+33	1.09189e+50	1.01422e+50	1.00407e+50	1.24839e+50	8.97771e+50	8.09692e+50
6.30957e+00	1.72407e+38	1.74656e+35	2.14291e+37	3.15534e+34	2.54017e+50	2.41825e+50	2.38080e+50	2.95312e+50	2.10311e+51	1.88534e+51
1.00000e+01	4.72196e+38	5.05741e+35	1.26166e+38	1.78106e+35	5.79871e+50	5.70864e+50	5.54781e+50	6.94861e+50	4.88738e+51	4.39404e+51
1.58489e+01	1.48421e+39	1.76302e+36	7.09626e+38	1.00859e+36	1.31732e+51	1.39548e+51	1.21179e+51	1.67501e+51	1.14691e+52	1.02856e+52
2.51189e+01	5.31236e+39	6.80355e+36	3.60005e+39	5.27353e+36	2.66896e+51	3.34194e+51	2.48585e+51	3.91509e+51	2.38957e+52	2.14801e+52
3.98107e+01	1.71855e+40	2.24388e+37	1.44705e+40	2.00061e+37	4.46985e+51	7.51186e+51	4.15553e+51	8.47603e+51	4.36241e+52	3.95643e+52
6.30957e+01	3.23662e+40	2.87855e+37	2.85829e+40	2.69866e+37	4.97750e+51	1.13513e+52	4.56149e+51	1.26378e+52	5.55814e+52	5.03624e+52
1.00000e+02	3.33424e+40	1.35957e+37	3.00194e+40	1.28077e+37	4.21131e+51	1.08329e+52	3.83754e+51	1.20156e+52	4.92917e+52	4.47924e+52
1.58489e+02	2.68594e+40	4.73693e+36	2.46199e+40	4.37552e+36	3.11457e+51	8.49921e+51	2.81940e+51	9.35058e+51	3.73505e+52	3.41027e+52
2.51189e+02	1.97378e+40	1.38980e+36	1.81288e+40	1.30534e+36	2.12145e+51	6.14755e+51	1.94884e+51	6.75658e+51	2.64160e+52	2.39498e+52
3.98107e+02	1.35467e+40	3.79920e+35	1.23097e+40	3.68105e+35	1.39888e+51	4.19699e+51	1.29167e+51	4.52829e+51	1.75470e+52	1.59195e+52
6.30957e+02	9.01667e+39	1.03169e+35	8.19047e+39	9.66296e+34	9.28486e+50	2.75900e+51	8.47285e+50	3.00244e+51	1.15723e+52	1.06224e+52
1.00000e+03	6.06239e+39	2.69278e+34	5.30068e+39	2.54682e+34	5.99796e+50	1.79315e+51	5.39951e+50	1.93259e+51	7.50730e+51	6.80156e+51
1.58489e+03	3.79178e+39	6.90706e+33	3.50335e+39	6.74539e+33	3.89677e+50	1.14563e+51	3.52709e+50	1.26162e+51	4.85227e+51	4.40711e+51
