mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10
1.00000e-02	3.44503e+31	2.83193e+27	1.08171e+24	1.28387e+20	5.75133e+42	1.66562e+42	1.67329e+42	1.37369e+43	6.26813e+43	1.33059e+43
1.58489e-02	8.97574e+31	7.45223e+27	7.17029e+24	8.21730e+20	1.47059e+43	4.31310e+42	4.33074e+42	3.53267e+43	1.60222e+44	3.45119e+43
2.51189e-02	2.29654e+32	1.89468e+28	4.57874e+25	5.51603e+21	3.77043e+43	1.07305e+43	1.08336e+43	9.09484e+43	4.06819e+44	8.57034e+43
3.98107e-02	5.83684e+32	4.86021e+28	2.92135e+26	3.41254e+22	9.59835e+43	2.74946e+43	2.75479e+43	2.30238e+44	1.07063e+45	2.22463e+44
6.30957e-02	1.46944e+33	1.23805e+29	1.87632e+27	2.30056e+23	2.40215e+44	7.00583e+43	6.95975e+43	5.81109e+44	2.61686e+45	5.53943e+44
1.00000e-01	3.81842e+33	3.11387e+29	1.19077e+28	1.43170e+24	6.21662e+44	1.77000e+44	1.76686e+44	1.49305e+45	6.61300e+45	1.41142e+45
1.58489e-01	9.66203e+33	8.06148e+29	7.77733e+28	8.86623e+24	1.58480e+45	4.58169e+44	4.54371e+44	3.79594e+45	1.71682e+46	3.64353e+45
2.51189e-01	2.44076e+34	2.02105e+30	4.88399e+29	5.84113e+25	3.96746e+45	1.15627e+45	1.15530e+45	9.61612e+45	4.30223e+46	9.21249e+45
3.98107e-01	6.21374e+34	5.06275e+30	3.07302e+30	3.66085e+26	1.02413e+46	2.92255e+45	2.94417e+45	2.45537e+46	1.09780e+47	2.33551e+46
6.30957e-01	1.54847e+35	1.28663e+31	1.96148e+31	2.37194e+27	2.55039e+46	7.35020e+45	7.37341e+45	6.19094e+46	2.78682e+47	5.92589e+46
1.00000e+00	3.84760e+35	3.22225e+31	1.25531e+32	1.46432e+28	6.28397e+46	1.83032e+46	1.82677e+46	1.52404e+47	6.81296e+47	1.45746e+47
1.58489e+00	9.50853e+35	7.94712e+31	7.52462e+32	9.12150e+28	1.57306e+47	4.58082e+46	4.53160e+46	3.80427e+47	1.70524e+48	3.63023e+47
2.51189e+00	2.39122e+36	1.93367e+32	4.79574e+33	5.44693e+29	3.86416e+47	1.12133e+47	1.11812e+47	9.33566e+47	4.20176e+48	9.09134e+47
3.98107e+00	5.77136e+36	4.78630e+32	2.94519e+34	3.46405e+30	9.45253e+47	2.76455e+47	2.72432e+47	2.31710e+48	1.03264e+49	2.18669e+48
6.30957e+00	1.45318e+37	1.17681e+33	1.75341e+35	2.18471e+31	2.31456e+48	6.98503e+47	6.53949e+47	5.68932e+48	2.50463e+49	5.33380e+48
