mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10
1.00000e-02	8.29897e+31	1.26009e+28	4.83809e+24	1.06882e+21	1.76493e+43	8.19767e+42	8.13984e+42	3.70427e+43	1.81268e+44	6.56619e+43
1.58489e-02	2.15072e+32	3.23309e+28	3.14496e+25	6.81387e+21	4.62570e+43	2.09987e+43	2.09880e+43	9.67872e+43	4.69460e+44	1.67202e+44
2.51189e-02	5.44429e+32	8.38438e+28	2.02452e+26	4.37538e+22	1.15569e+44	5.27989e+43	5.31706e+43	2.43451e+44	1.18862e+45	4.23010e+44
3.98107e-02	1.40777e+33	2.09013e+29	1.26889e+27	2.81967e+23	2.98798e+44	1.35633e+44	1.37782e+44	6.25299e+44	3.00934e+45	1.08888e+45
6.30957e-02	3.58040e+33	5.50687e+29	8.39765e+27	1.83760e+24	7.65617e+44	3.48787e+44	3.47678e+44	1.61150e+45	7.89977e+45	2.78145e+45
1.00000e-01	9.25397e+33	1.52289e+30	5.83348e+28	1.17292e+25	1.98144e+45	8.96033e+44	8.95721e+44	4.08453e+45	1.98078e+46	7.21154e+45
1.58489e-01	2.37966e+34	3.60369e+30	3.50111e+29	7.59235e+25	5.07783e+45	2.28056e+45	2.35961e+45	1.06027e+46	5.14524e+46	1.86507e+46
2.51189e-01	6.03058e+34	9.37878e+30	2.27676e+30	4.88355e+26	1.28778e+46	5.91857e+45	5.97659e+45	2.67440e+46	1.32973e+47	4.74440e+46
3.98107e-01	1.52620e+35	2.33381e+31	1.43193e+31	3.07292e+27	3.31102e+46	1.51668e+46	1.51843e+46	6.94112e+46	3.37424e+47	1.21537e+47
6.30957e-01	3.91175e+35	5.96459e+31	8.92039e+31	1.97237e+28	8.34422e+46	3.85365e+46	3.84228e+46	1.74514e+47	8.47204e+47	3.06958e+47
1.00000e+00	9.58079e+35	1.51613e+32	5.72502e+32	1.26461e+29	2.06215e+47	9.37302e+46	9.36768e+46	4.29159e+47	2.08099e+48	7.49102e+47
1.58489e+00	2.38424e+36	3.64549e+32	3.46928e+33	8.03482e+29	5.10277e+47	2.35667e+47	2.33136e+47	1.06267e+48	5.14798e+48	1.85800e+48
2.51189e+00	5.88255e+36	8.89110e+32	2.11236e+34	4.72916e+30	1.23639e+48	5.64047e+47	5.62689e+47	2.57328e+48	1.25493e+49	4.50671e+48
3.98107e+00	1.44214e+37	2.16082e+33	1.30850e+35	2.88352e+31	3.00088e+48	1.37047e+48	1.36273e+48	6.25967e+48	3.06947e+49	1.08884e+49
6.30957e+00	3.54129e+37	5.30793e+33	7.79054e+35	1.73736e+32	7.18313e+48	3.41997e+48	3.25062e+48	1.55676e+49	7.40455e+49	2.63533e+49
1.00000e+01	8.78192e+37	1.30018e+34	4.64589e+36	1.02870e+33	1.69971e+49	8.65872e+48	7.49686e+48	3.70473e+49	1.78169e+50	6.31945e+49
1.58489e+01	2.08324e+38	3.19020e+34	2.49703e+37	5.48185e+33	3.71242e+49	2.14932e+49	1.59410e+49	8.47331e+49	3.93950e+50	1.39041e+50
2.51189e+01	4.38780e+38	6.34837e+34	1.02994e+38	2.04773e+34	6.44852e+49	4.89995e+49	2.52197e+49	1.65667e+50	7.26591e+50	2.52016e+50
3.98107e+01	5.91353e+38	4.94390e+34	1.78461e+38	2.05504e+34	7.47148e+49	6.87965e+49	2.70663e+49	2.12605e+50	8.73495e+50	2.98932e+50
6.30957e+01	5.57378e+38	2.08520e+34	1.82296e+38	8.97947e+33	6.55551e+49	6.46537e+49	2.26731e+49	1.94596e+50	7.82033e+50	2.66387e+50
1.00000e+02	4.34890e+38	6.82950e+33	1.46344e+38	2.98055e+33	4.97364e+49	5.07620e+49	1.64336e+49	1.50000e+50	5.98256e+50	1.98612e+50
1.58489e+02	3.08791e+38	1.98053e+33	1.04734e+38	8.58104e+32	3.46888e+49	3.53629e+49	1.13274e+49	1.05983e+50	4.21728e+50	1.41019e+50
2.51189e+02	2.09299e+38	5.39885e+32	7.28780e+37	2.38498e+32	2.36769e+49	2.43958e+49	7.60147e+48	7.17250e+49	2.85476e+50	9.49269e+49
3.98107e+02	1.55333e+38	1.49791e+32	5.08721e+37	6.62115e+31	1.75440e+49	1.73672e+49	5.24808e+48	5.34008e+49	2.13070e+50	6.50739e+49
