mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10
1.00000e-02	3.39635e+32	4.06774e+29	1.55905e+26	2.74919e+23	8.28026e+44	7.98898e+44	7.95564e+44	9.13501e+44	6.82326e+45	6.39137e+45
1.58489e-02	8.80264e+32	1.08359e+30	1.01445e+27	1.80050e+24	2.17636e+45	2.07568e+45	2.06383e+45	2.39614e+45	1.78810e+46	1.66060e+46
2.51189e-02	2.32891e+33	2.77464e+30	6.73053e+27	1.23079e+25	5.79881e+45	5.50698e+45	5.51113e+45	6.28095e+45	4.76176e+46	4.40571e+46
3.98107e-02	6.17481e+33	7.55677e+30	4.55276e+28	8.35383e+25	1.55114e+46	1.49999e+46	1.48897e+46	1.74597e+46	1.28156e+47	1.20077e+47
6.30957e-02	1.64345e+34	2.00550e+31	3.09270e+29	5.62190e+26	4.14615e+46	3.94283e+46	3.97408e+46	4.62672e+46	3.44683e+47	3.19321e+47
1.00000e-01	4.42411e+34	5.32021e+31	2.09777e+30	3.66299e+27	1.12466e+47	1.07793e+47	1.07805e+47	1.26830e+47	9.24886e+47	8.62368e+47
1.58489e-01	1.17201e+35	1.40004e+32	1.37860e+31	2.47830e+28	3.02379e+47	2.82944e+47	2.85379e+47	3.25689e+47	2.44286e+48	2.26360e+48
2.51189e-01	3.11010e+35	3.73773e+32	8.93287e+31	1.69949e+29	7.92336e+47	7.49865e+47	7.99397e+47	8.51235e+47	6.49457e+48	5.99897e+48
3.98107e-01	7.90104e+35	9.60312e+32	5.80745e+32	1.05609e+30	2.02050e+48	1.92818e+48	1.93647e+48	2.19363e+48	1.60146e+49	1.56457e+49
6.30957e-01	2.00555e+36	2.38136e+33	3.74136e+33	6.57613e+30	5.18394e+48	4.84351e+48	4.80218e+48	5.59488e+48	4.11630e+49	3.84166e+49
1.00000e+00	4.90229e+36	6.01696e+33	2.30002e+34	4.16683e+31	1.21423e+49	1.18774e+49	1.18254e+49	1.34535e+49	1.02815e+50	9.48621e+49
1.58489e+00	1.16715e+37	1.44158e+34	1.38229e+35	2.52475e+32	3.01966e+49	2.82811e+49	2.87250e+49	3.28251e+49	2.48124e+50	2.33787e+50
2.51189e+00	2.84034e+37	3.58034e+34	8.42155e+35	1.47880e+33	7.26023e+49	6.88434e+49	6.89809e+49	7.79399e+49	5.74795e+50	5.43386e+50
3.98107e+00	6.98324e+37	8.63442e+34	4.80238e+36	8.82233e+33	1.64806e+50	1.56945e+50	1.58979e+50	1.84321e+50	1.35083e+51	1.24865e+51
6.30957e+00	1.77919e+38	2.31924e+35	2.89887e+37	5.04446e+34	3.86106e+50	3.80038e+50	3.72509e+50	4.52439e+50	3.16644e+51	2.94521e+51
1.00000e+01	5.19170e+38	7.30502e+35	1.61120e+38	2.96752e+35	8.90104e+50	8.74745e+50	8.48226e+50	1.01161e+51	7.35044e+51	6.83324e+51
1.58489e+01	1.70185e+39	2.62538e+36	9.12280e+38	1.62976e+36	1.97768e+51	2.12175e+51	1.89270e+51	2.39909e+51	1.65845e+52	1.55972e+52
2.51189e+01	6.44616e+39	1.03355e+37	4.76087e+39	8.66664e+36	4.12662e+51	5.03789e+51	3.94245e+51	5.64327e+51	3.69204e+52	3.35401e+52
3.98107e+01	2.33367e+40	3.92183e+37	2.02158e+40	3.58098e+37	7.34453e+51	1.17522e+52	6.95281e+51	1.27273e+52	6.94983e+52	6.48878e+52
6.30957e+01	5.23700e+40	6.97549e+37	4.79682e+40	6.61309e+37	8.95667e+51	1.96630e+52	8.52607e+51	2.10366e+52	9.54613e+52	9.05519e+52
1.00000e+02	5.92683e+40	3.74704e+37	5.57973e+40	3.62985e+37	7.84180e+51	2.02792e+52	7.36495e+51	2.15529e+52	9.06874e+52	8.58587e+52
1.58489e+02	5.03970e+40	1.36128e+37	4.73502e+40	1.31113e+37	5.83278e+51	1.64517e+52	5.50360e+51	1.75260e+52	7.06945e+52	6.72766e+52
2.51189e+02	3.74073e+40	4.15884e+36	3.54312e+40	3.99361e+36	4.11807e+51	1.20731e+52	3.85080e+51	1.28012e+52	5.00022e+52	4.76120e+52
3.98107e+02	2.59015e+40	1.16460e+36	2.44252e+40	1.12614e+36	2.73888e+51	8.24599e+51	2.57783e+51	8.82374e+51	3.45039e+52	3.17751e+52
6.30957e+02	1.71619e+40	3.15917e+35	1.61898e+40	3.01984e+35	1.80875e+51	5.48255e+51	1.69319e+51	5.80588e+51	2.23005e+52	2.09770e+52
1.00000e+03	1.12607e+40	8.16370e+34	1.07267e+40	7.95545e+34	1.15084e+51	3.57571e+51	1.10601e+51	3.77615e+51	1.45683e+52	1.37960e+52
1.58489e+03	7.31799e+39	2.15563e+34	6.86828e+39	2.03727e+34	7.45067e+50	2.29979e+51	6.97439e+50	2.44533e+51	9.29643e+51	8.77343e+51
2.51189e+03	4.74527e+39	5.39188e+33	4.41140e+39	5.20719e+33	4.85189e+50	1.48236e+51	4.52784e+50	1.57534e+51	6.09663e+51	5.76633e+51
3.98107e+03	3.18658e+39	1.37864e+33	2.92158e+39	1.34957e+33	3.28841e+50	9.82042e+50	2.97865e+50	1.07622e+51	4.05751e+51	3.80719e+51
6.30957e+03	2.40469e+39	3.76528e+32	2.16962e+39	3.59136e+32	2.59569e+50	7.49923e+50	2.32245e+50	8.10215e+50	3.17477e+51	2.90586e+51
1.00000e+04	2.01206e+39	1.11818e+32	1.83256e+39	1.07285e+32	2.23639e+50	6.29039e+50	2.05160e+50	6.86986e+50	2.71284e+51	2.46207e+51
1.58489e+04	1.53917e+39	3.26357e+31	1.41956e+39	3.14264e+31	1.80068e+50	4.93403e+50	1.63066e+50	5.35377e+50	2.16162e+51	1.97284e+51
2.51189e+04	1.03576e+39	8.44747e+30	9.30892e+38	8.14558e+30	1.19757e+50	3.23927e+50	1.07289e+50	3.59622e+50	1.43016e+51	1.30014e+51
3.98107e+04	6.46729e+38	2.15166e+30	6.05474e+38	2.05756e+30	7.55192e+49	2.06172e+50	6.89843e+49	2.28524e+50	9.05477e+50	8.33986e+50
6.30957e+04	4.27632e+38	5.82382e+29	3.85861e+38	5.57880e+29	4.86800e+49	1.33187e+50	4.48631e+49	1.48127e+50	5.91633e+50	5.43998e+50
9.50935e+04	2.76230e+38	1.58033e+29	2.51304e+38	1.50776e+29	3.19405e+49	8.72930e+49	2.90521e+49	9.59581e+49	3.83559e+50	3.48898e+50
1.50713e+05	1.74295e+38	3.96985e+28	1.58567e+38	3.78756e+28	2.01533e+49	5.50796e+49	1.83308e+49	6.05469e+49	2.42014e+50	2.20144e+50
2.38864e+05	1.09975e+38	9.97219e+27	1.00051e+38	9.51430e+27	1.27160e+49	3.47534e+49	1.15660e+49	3.82031e+49	1.52702e+50	1.38903e+50
3.78574e+05	6.93902e+37	2.50496e+27	6.31290e+37	2.38994e+27	8.02323e+48	2.19282e+49	7.29774e+48	2.41047e+49	9.63491e+49	8.76427e+49
5.99999e+05	4.37825e+37	6.29228e+26	3.98320e+37	6.00336e+26	5.06231e+48	1.38358e+49	4.60457e+48	1.52091e+49	6.07920e+49	5.52991e+49
9.50935e+05	2.76247e+37	1.58056e+26	2.51324e+37	1.50799e+26	3.19399e+48	8.72977e+48	2.90522e+48	9.59620e+48	3.83563e+49	3.48912e+49
1.50713e+06	1.74290e+37	3.97021e+25	1.58572e+37	3.78792e+25	2.01509e+48	5.50794e+48	1.83291e+48	6.05439e+48	2.41999e+49	2.20141e+49
2.38864e+06	1.09935e+37	9.97255e+24	1.00036e+37	9.51473e+24	1.27039e+48	3.47456e+48	1.15590e+48	3.81854e+48	1.52612e+49	1.38854e+49
3.78574e+06	6.92582e+36	2.50447e+24	6.30541e+36	2.38958e+24	7.99018e+47	2.18923e+48	7.27051e+47	2.40472e+48	9.60520e+48	8.74366e+48
5.99999e+06	4.34162e+36	6.28039e+23	3.95779e+36	5.99323e+23	4.97537e+47	1.37324e+48	4.53625e+47	1.50586e+48	6.00532e+48	5.47624e+48
9.50935e+06	2.67795e+36	1.56235e+23	2.44718e+36	1.49162e+23	3.01242e+47	8.45420e+47	2.74304e+47	9.25771e+47	3.66604e+48	3.35148e+48
