mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10
1.00000e-02	3.21082e+32	5.84213e+29	2.26925e+26	6.23806e+23	1.73798e+45	1.69917e+45	1.72356e+45	1.80139e+45	1.41196e+46	1.35936e+46
1.58489e-02	8.62579e+32	1.54946e+30	1.54001e+27	4.30550e+24	4.59666e+45	4.49170e+45	4.52517e+45	4.91628e+45	3.70459e+46	3.61992e+46
2.51189e-02	2.27297e+33	4.13119e+30	1.01823e+28	2.75305e+25	1.23947e+46	1.20758e+46	1.20012e+46	1.28248e+46	9.98421e+46	9.88220e+46
3.98107e-02	6.06932e+33	1.13362e+31	6.84298e+28	1.87570e+26	3.34913e+46	3.25909e+46	3.28151e+46	3.51046e+46	2.69599e+47	2.62869e+47
6.30957e-02	1.65095e+34	3.00315e+31	4.66426e+29	1.25687e+27	8.94803e+46	8.80592e+46	8.77369e+46	9.39905e+46	7.22043e+47	7.01854e+47
1.00000e-01	4.47585e+34	8.12132e+31	3.12110e+30	8.58729e+27	2.40877e+47	2.36094e+47	2.34945e+47	2.48358e+47	1.94911e+48	1.88879e+48
1.58489e-01	1.17338e+35	2.15454e+32	2.08724e+31	5.76855e+28	6.42094e+47	6.22078e+47	6.20386e+47	6.67235e+47	5.18645e+48	4.96280e+48
2.51189e-01	3.02470e+35	5.71597e+32	1.39637e+32	3.79489e+29	1.64425e+48	1.62170e+48	1.62056e+48	1.72714e+48	1.32954e+49	1.29737e+49
3.98107e-01	7.83259e+35	1.46393e+33	8.74562e+32	2.36245e+30	4.18798e+48	4.15098e+48	4.15111e+48	4.44931e+48	3.49252e+49	3.32073e+49
6.30957e-01	1.94350e+36	3.64943e+33	5.52740e+33	1.57210e+31	1.06821e+49	1.04856e+49	1.04350e+49	1.10257e+49	8.71509e+49	8.34779e+49
1.00000e+00	4.86042e+36	9.19827e+33	3.44784e+34	9.37554e+31	2.59667e+49	2.58665e+49	2.54576e+49	2.71712e+49	2.10823e+50	2.04702e+50
1.58489e+00	1.19256e+37	2.26327e+34	2.08135e+35	5.76277e+32	6.38068e+49	6.28444e+49	6.24240e+49	6.63260e+49	5.18723e+50	5.01364e+50
2.51189e+00	2.95309e+37	5.50627e+34	1.22967e+36	3.36750e+33	1.55186e+50	1.48453e+50	1.46851e+50	1.57793e+50	1.24008e+51	1.18761e+51
3.98107e+00	7.27335e+37	1.44108e+35	7.32324e+36	1.95277e+34	3.55697e+50	3.45532e+50	3.48527e+50	3.70452e+50	2.87536e+51	2.82924e+51
6.30957e+00	1.94308e+38	4.04404e+35	4.20683e+37	1.16557e+35	8.22522e+50	8.24431e+50	8.00312e+50	8.69737e+50	6.66593e+51	6.50235e+51
