mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10
1.00000e-02	3.01663e+32	2.00951e+29	7.66391e+25	7.52423e+22	2.80776e+44	2.47305e+44	2.47324e+44	3.52380e+44	2.41816e+45	1.97853e+45
1.58489e-02	7.86896e+32	5.14313e+29	4.86724e+26	4.92636e+23	7.39200e+44	6.45937e+44	6.35804e+44	9.17278e+44	6.24121e+45	5.19899e+45
2.51189e-02	2.03866e+33	1.34153e+30	3.20486e+27	3.18650e+24	1.88561e+45	1.67136e+45	1.68060e+45	2.36531e+45	1.60488e+46	1.33715e+46
3.98107e-02	5.39736e+33	3.47108e+30	2.11746e+28	2.11754e+25	4.98456e+45	4.42631e+45	4.38186e+45	6.34319e+45	4.21842e+46	3.53919e+46
6.30957e-02	1.39567e+34	9.59708e+30	1.43422e+29	1.39692e+26	1.32250e+46	1.20025e+46	1.16384e+46	1.72746e+46	1.12090e+47	9.60243e+46
1.00000e-01	3.74802e+34	2.54528e+31	9.68420e+29	9.61089e+26	3.56232e+46	3.12474e+46	3.17711e+46	4.41890e+46	3.03391e+47	2.50417e+47
1.58489e-01	9.90002e+34	6.62689e+31	6.39087e+30	6.27631e+27	9.48208e+46	8.38216e+46	8.38970e+46	1.18317e+47	8.02902e+47	6.70595e+47
2.51189e-01	2.59800e+35	1.74741e+32	4.15525e+31	4.14159e+28	2.43614e+47	2.19451e+47	2.18986e+47	3.09193e+47	2.10689e+48	1.75563e+48
3.98107e-01	6.62497e+35	4.52246e+32	2.69481e+32	2.71448e+29	6.40380e+47	5.66612e+47	5.66393e+47	7.99298e+47	5.37279e+48	4.53382e+48
6.30957e-01	1.66622e+36	1.10710e+33	1.71544e+33	1.72201e+30	1.60242e+48	1.41420e+48	1.40985e+48	1.99712e+48	1.35188e+49	1.12795e+49
1.00000e+00	4.03150e+36	2.74582e+33	1.05118e+34	1.03643e+31	3.94186e+48	3.48311e+48	3.47220e+48	4.93412e+48	3.36550e+49	2.75336e+49
1.58489e+00	9.95181e+36	6.79474e+33	6.36292e+34	6.27341e+31	9.59464e+48	8.44128e+48	8.25619e+48	1.18959e+49	8.07580e+49	6.74318e+49
2.51189e+00	2.40502e+37	1.60002e+34	3.81410e+35	3.72824e+32	2.25694e+49	1.97520e+49	1.96665e+49	2.80869e+49	1.91057e+50	1.58623e+50
3.98107e+00	5.78029e+37	3.93247e+34	2.24441e+36	2.19073e+33	5.21867e+49	4.72342e+49	4.57130e+49	6.58697e+49	4.49309e+50	3.75905e+50
6.30957e+00	1.46506e+38	9.96580e+34	1.32269e+37	1.42018e+34	1.21407e+50	1.11040e+50	1.08735e+50	1.55969e+50	1.03605e+51	8.58235e+50
1.00000e+01	3.89126e+38	2.80659e+35	7.76989e+37	7.45650e+34	2.78488e+50	2.65864e+50	2.48896e+50	3.75050e+50	2.47118e+51	2.02160e+51
1.58489e+01	1.13877e+39	8.75832e+35	4.32717e+38	4.58448e+35	6.28031e+50	6.44518e+50	5.43446e+50	9.04099e+50	5.51404e+51	4.58919e+51
2.51189e+01	3.59616e+39	2.98522e+36	2.16350e+39	2.10096e+36	1.24368e+51	1.57030e+51	1.06100e+51	2.19988e+51	1.16460e+52	9.48720e+51
3.98107e+01	9.53783e+39	7.53184e+36	7.22446e+39	6.34170e+36	1.86276e+51	3.28168e+51	1.59558e+51	4.05065e+51	1.93419e+52	1.59283e+52
6.30957e+01	1.35935e+40	5.95990e+36	1.09712e+40	5.24415e+36	1.87359e+51	4.11463e+51	1.58610e+51	5.02842e+51	2.13403e+52	1.77367e+52
1.00000e+02	1.24887e+40	2.41753e+36	1.03383e+40	2.16505e+36	1.48372e+51	3.64674e+51	1.25788e+51	4.37483e+51	1.76420e+52	1.46963e+52
1.58489e+02	9.54255e+39	7.81031e+35	7.99163e+39	6.84763e+35	1.07542e+51	2.93467e+51	9.02149e+50	3.48782e+51	1.29012e+52	1.09335e+52
2.51189e+02	6.82356e+39	2.24343e+35	5.71239e+39	2.00102e+35	7.34162e+50	1.93375e+51	6.09543e+50	2.30853e+51	9.04269e+51	7.47662e+51
3.98107e+02	4.59964e+39	6.11621e+34	3.86230e+39	5.53372e+34	4.80965e+50	1.28315e+51	4.00954e+50	1.53747e+51	5.98849e+51	4.96852e+51
