mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10
1.00000e-02	2.98106e+32	1.86899e+29	7.06123e+25	6.55214e+22	2.59447e+44	2.23704e+44	2.22988e+44	3.25797e+44	2.19891e+45	1.78328e+45
1.58489e-02	7.79712e+32	5.01545e+29	4.74340e+26	4.30158e+23	6.65202e+44	5.77361e+44	5.73904e+44	8.41365e+44	5.63466e+45	4.62219e+45
2.51189e-02	2.02292e+33	1.26436e+30	3.04436e+27	2.92427e+24	1.72473e+45	1.47508e+45	1.49162e+45	2.22854e+45	1.47661e+46	1.18012e+46
3.98107e-02	5.25829e+33	3.25694e+30	2.00043e+28	1.85988e+25	4.57656e+45	3.98197e+45	3.96366e+45	5.78813e+45	3.86781e+46	3.18573e+46
6.30957e-02	1.38799e+34	8.58783e+30	1.32203e+29	1.25124e+26	1.19814e+46	1.04555e+46	1.04792e+46	1.53320e+46	1.02528e+47	8.46161e+46
1.00000e-01	3.68763e+34	2.34500e+31	8.99157e+29	8.47377e+26	3.23057e+46	2.80327e+46	2.79125e+46	4.04225e+46	2.73382e+47	2.24271e+47
1.58489e-01	9.64516e+34	6.04407e+31	5.93242e+30	5.70978e+27	8.53138e+46	7.51205e+46	7.50316e+46	1.08678e+47	7.43059e+47	6.00960e+47
2.51189e-01	2.53963e+35	1.62871e+32	3.84806e+31	3.68900e+28	2.22100e+47	1.93621e+47	1.92093e+47	2.86369e+47	1.93655e+48	1.54898e+48
3.98107e-01	6.41648e+35	4.10536e+32	2.52398e+32	2.35567e+29	5.81466e+47	5.04034e+47	5.06485e+47	7.33996e+47	4.90027e+48	4.02553e+48
6.30957e-01	1.66701e+36	1.04509e+33	1.54219e+33	1.50213e+30	1.45862e+48	1.27725e+48	1.26998e+48	1.83045e+48	1.23648e+49	1.00499e+49
1.00000e+00	4.01315e+36	2.61569e+33	9.71386e+33	9.44835e+30	3.53283e+48	3.09969e+48	3.12391e+48	4.55104e+48	3.02342e+49	2.49664e+49
1.58489e+00	9.85251e+36	6.21169e+33	6.01719e+34	5.66116e+31	8.63988e+48	7.53356e+48	7.50621e+48	1.09826e+49	7.34663e+49	6.01624e+49
2.51189e+00	2.31489e+37	1.51262e+34	3.55181e+35	3.35358e+32	2.01443e+49	1.77790e+49	1.76127e+49	2.57630e+49	1.74758e+50	1.41978e+50
3.98107e+00	5.66741e+37	3.85103e+34	2.11956e+36	1.90780e+33	4.75029e+49	4.17332e+49	4.12207e+49	6.10005e+49	4.08331e+50	3.31110e+50
6.30957e+00	1.41930e+38	9.32520e+34	1.24121e+37	1.12388e+34	1.10062e+50	9.91713e+49	9.54549e+49	1.43683e+50	9.41793e+50	7.78874e+50
1.00000e+01	3.74541e+38	2.54303e+35	7.09686e+37	6.64980e+34	2.58514e+50	2.39264e+50	2.21715e+50	3.45646e+50	2.26057e+51	1.82020e+51
1.58489e+01	1.10291e+39	8.02484e+35	4.00108e+38	3.85008e+35	5.66608e+50	5.91849e+50	4.89642e+50	8.28761e+50	5.02376e+51	4.09763e+51
2.51189e+01	3.36166e+39	2.60456e+36	1.98647e+39	1.84363e+36	1.11057e+51	1.49684e+51	9.56375e+50	1.87098e+51	1.04707e+52	8.57420e+51
3.98107e+01	8.69172e+39	6.31503e+36	6.42152e+39	5.26038e+36	1.65459e+51	2.92037e+51	1.40122e+51	3.68440e+51	1.74231e+52	1.42446e+52
6.30957e+01	1.20472e+40	4.80589e+36	9.57772e+39	4.16002e+36	1.65212e+51	3.62672e+51	1.37478e+51	4.44785e+51	1.86691e+52	1.53971e+52
1.00000e+02	1.09483e+40	1.92263e+36	8.88487e+39	1.70689e+36	1.29744e+51	3.12019e+51	1.05776e+51	3.82599e+51	1.54305e+52	1.27308e+52
1.58489e+02	8.16246e+39	6.07281e+35	6.68963e+39	5.42430e+35	9.45936e+50	2.46443e+51	7.75733e+50	2.96307e+51	1.13945e+52	9.30092e+51
2.51189e+02	5.94325e+39	1.76777e+35	4.91121e+39	1.56813e+35	6.41967e+50	1.66786e+51	5.22435e+50	2.00692e+51	7.92786e+51	6.40084e+51
3.98107e+02	4.09432e+39	4.74779e+34	3.28678e+39	4.24794e+34	4.26002e+50	1.10392e+51	3.42604e+50	1.34378e+51	5.15125e+51	4.32255e+51
6.30957e+02	2.66092e+39	1.27385e+34	2.19428e+39	1.13152e+34	2.77161e+50	7.35194e+50	2.23675e+50	8.87405e+50	3.41812e+51	2.78664e+51
1.00000e+03	1.72001e+39	3.29397e+33	1.43908e+39	2.92869e+33	1.81454e+50	4.76966e+50	1.46102e+50	5.80185e+50	2.23919e+51	1.82220e+51
1.58489e+03	1.19805e+39	8.56708e+32	9.52052e+38	7.41277e+32	1.23939e+50	3.21540e+50	9.79104e+49	4.03541e+50	1.53563e+51	1.20859e+51
2.51189e+03	8.83054e+38	2.26861e+32	6.72684e+38	1.98129e+32	9.75537e+49	2.30650e+50	7.14392e+49	3.05480e+50	1.16808e+51	8.90401e+50
3.98107e+03	8.60858e+38	7.21574e+31	6.26716e+38	6.27072e+31	9.39896e+49	2.14569e+50	6.91012e+49	2.94731e+50	1.16821e+51	8.58424e+50
6.30957e+03	7.66441e+38	2.49528e+31	5.66089e+38	2.15100e+31	8.78298e+49	1.96282e+50	6.47259e+49	2.68009e+50	1.05042e+51	7.76918e+50
1.00000e+04	5.26659e+38	7.07948e+30	3.96857e+38	6.00078e+30	6.13872e+49	1.38614e+50	4.57691e+49	1.83669e+50	7.28578e+50	5.47866e+50
1.58489e+04	3.42696e+38	1.80674e+30	2.53764e+38	1.54747e+30	3.95053e+49	8.81109e+49	2.91237e+49	1.19428e+50	4.75373e+50	3.51417e+50
2.51189e+04	2.14128e+38	4.49897e+29	1.61503e+38	3.80422e+29	2.46939e+49	5.56174e+49	1.83948e+49	7.42818e+49	2.97373e+50	2.22593e+50
3.98107e+04	1.35548e+38	1.13784e+29	1.00199e+38	9.71725e+28	1.57082e+49	3.50307e+49	1.17018e+49	4.73427e+49	1.89341e+50	1.39889e+50
6.30957e+04	8.80054e+37	3.04949e+28	6.59321e+37	2.57913e+28	1.02212e+49	2.31284e+49	7.61233e+48	3.04517e+49	1.21675e+50	9.25572e+49
9.50935e+04	5.74326e+37	8.37972e+27	4.29084e+37	7.14069e+27	6.62580e+48	1.48870e+49	4.94277e+48	1.99361e+49	7.96269e+49	5.94306e+49
1.50713e+05	3.62379e+37	2.10496e+27	2.70738e+37	1.79372e+27	4.18059e+48	9.39319e+48	3.11870e+48	1.25789e+49	5.02412e+49	3.74986e+49
2.38864e+05	2.28644e+37	5.28752e+26	1.70826e+37	4.50572e+26	2.63773e+48	5.92674e+48	1.96776e+48	7.93663e+48	3.16992e+49	2.36601e+49
3.78574e+05	1.44255e+37	1.32818e+26	1.07784e+37	1.13180e+26	1.66412e+48	3.73950e+48	1.24155e+48	5.00728e+48	1.99986e+49	1.49284e+49
5.99999e+05	9.09924e+36	3.33621e+25	6.80026e+36	2.84296e+25	1.04954e+48	2.35927e+48	7.83191e+47	3.15834e+48	1.26127e+49	9.41798e+48
9.50935e+05	5.73473e+36	8.37937e+24	4.28894e+36	7.14086e+24	6.61015e+47	1.48779e+48	4.93566e+47	1.99021e+48	7.94555e+48	5.93798e+48
1.50713e+06	3.60418e+36	2.10351e+24	2.70090e+36	1.79299e+24	4.14530e+47	9.36465e+47	3.09945e+47	1.25020e+48	4.98790e+48	3.73487e+48
2.38864e+06	2.24728e+36	5.26691e+23	1.69132e+36	4.49256e+23	2.56560e+47	5.85549e+47	1.92439e+47	7.78353e+47	3.09862e+48	2.32942e+48
3.78574e+06	1.37235e+36	1.30364e+23	1.04032e+36	1.11385e+23	1.53962e+47	3.58583e+47	1.15714e+47	4.73455e+47	1.87437e+48	1.41706e+48
5.99999e+06	8.01226e+35	3.11484e+22	6.12988e+35	2.66877e+22	8.71461e+46	2.09985e+47	6.58836e+46	2.74623e+47	1.07787e+48	8.21652e+47
9.50935e+06	4.36496e+35	6.96936e+21	3.36994e+35	5.99047e+21	4.58056e+46	1.14027e+47	3.44110e+46	1.48426e+47	5.73509e+47	4.39937e+47
1.50713e+07	2.20055e+35	1.43819e+21	1.71161e+35	1.23974e+21	2.23814e+46	5.78064e+46	1.70458e+46	7.43527e+46	2.86103e+47	2.19680e+47
2.38864e+07	1.03511e+35	2.75154e+20	8.09512e+34	2.37705e+20	1.01633e+46	2.70315e+46	7.70985e+45	3.43117e+46	1.30412e+47	1.02075e+47
3.78574e+07	4.61387e+34	4.95728e+19	3.62179e+34	4.28920e+19	4.36834e+45	1.19449e+46	3.38563e+45	1.52418e+46	5.76583e+46	4.60577e+46
5.99999e+07	1.97895e+34	8.55192e+18	1.55728e+34	7.40705e+18	1.94320e+45	4.76115e+45	1.15222e+45	6.64233e+45	2.37133e+46	1.84460e+46
9.50935e+07	8.26862e+33	1.43214e+18	6.51722e+33	1.24126e+18	8.44146e+44	2.43950e+45	7.37646e+44	3.06940e+45	9.13899e+45	9.82303e+45
