mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10
1.00000e-02	3.27407e+32	2.87458e+29	1.09060e+26	1.42625e+23	4.79461e+44	4.38342e+44	4.41719e+44	5.55531e+44	3.97409e+45	3.52226e+45
1.58489e-02	8.56778e+32	7.64876e+29	7.15225e+26	9.38868e+23	1.24056e+45	1.15401e+45	1.16304e+45	1.43034e+45	1.02771e+46	9.23244e+45
2.51189e-02	2.20060e+33	2.02227e+30	4.64276e+27	6.27203e+24	3.26093e+45	3.02132e+45	2.99285e+45	3.75147e+45	2.72042e+46	2.41715e+46
3.98107e-02	5.85673e+33	5.24281e+30	3.19243e+28	4.29460e+25	8.65082e+45	7.94999e+45	7.96084e+45	9.99030e+45	7.19110e+46	6.36023e+46
6.30957e-02	1.59151e+34	1.39917e+31	2.10390e+29	2.79747e+26	2.28882e+46	2.13951e+46	2.14277e+46	2.68759e+46	1.94676e+47	1.71167e+47
1.00000e-01	4.15042e+34	3.78515e+31	1.45304e+30	1.85614e+27	6.18137e+46	5.77672e+46	5.74823e+46	7.19842e+46	5.20657e+47	4.62297e+47
1.58489e-01	1.11070e+35	9.88163e+31	9.50774e+30	1.25348e+28	1.66469e+47	1.54606e+47	1.54543e+47	1.92511e+47	1.39534e+48	1.22542e+48
2.51189e-01	2.91291e+35	2.55951e+32	6.34277e+31	8.57867e+28	4.37539e+47	4.00338e+47	3.98350e+47	4.98614e+47	3.61998e+48	3.24634e+48
3.98107e-01	7.40223e+35	6.72845e+32	4.10564e+32	5.25682e+29	1.12309e+48	1.02609e+48	1.03421e+48	1.28683e+48	9.05753e+48	8.20850e+48
6.30957e-01	1.83660e+36	1.69689e+33	2.57169e+33	3.44875e+30	2.90927e+48	2.62318e+48	2.62297e+48	3.39858e+48	2.33154e+49	2.08919e+49
1.00000e+00	4.66318e+36	4.13599e+33	1.56717e+34	2.10460e+31	6.77460e+48	6.43026e+48	6.35453e+48	7.94558e+48	5.70092e+49	5.08378e+49
1.58489e+00	1.11987e+37	9.82359e+33	9.52910e+34	1.24447e+32	1.64252e+49	1.54082e+49	1.51114e+49	1.90820e+49	1.37767e+50	1.21145e+50
2.51189e+00	2.70897e+37	2.46151e+34	5.71976e+35	7.39170e+32	3.85618e+49	3.63431e+49	3.63010e+49	4.53867e+49	3.22797e+50	2.92435e+50
3.98107e+00	6.52885e+37	5.84523e+34	3.27918e+36	4.51087e+33	9.14714e+49	8.48659e+49	8.42312e+49	1.06073e+50	7.61516e+50	6.74390e+50
6.30957e+00	1.65755e+38	1.55184e+35	1.98243e+37	2.60780e+34	2.16202e+50	2.01139e+50	2.00146e+50	2.49466e+50	1.77973e+51	1.58171e+51
1.00000e+01	4.57494e+38	4.38842e+35	1.13311e+38	1.47538e+35	4.96080e+50	4.74034e+50	4.52148e+50	5.97399e+50	4.16234e+51	3.69674e+51
1.58489e+01	1.43713e+39	1.52502e+36	6.33458e+38	8.28469e+35	1.09993e+51	1.17120e+51	1.02512e+51	1.43005e+51	9.36645e+51	8.49273e+51
2.51189e+01	4.84734e+39	5.58553e+36	3.20824e+39	4.23047e+36	2.24261e+51	2.75198e+51	2.03812e+51	3.35349e+51	2.02247e+52	1.77725e+52
3.98107e+01	1.50805e+40	1.77413e+37	1.23659e+40	1.55576e+37	3.64203e+51	6.23395e+51	3.32236e+51	7.11819e+51	3.61445e+52	3.22108e+52
6.30957e+01	2.63329e+40	1.98330e+37	2.28957e+40	1.85657e+37	3.92956e+51	8.95034e+51	3.57909e+51	1.01413e+52	4.41704e+52	3.94863e+52
1.00000e+02	2.63731e+40	9.03981e+36	2.32603e+40	8.52007e+36	3.26775e+51	8.37511e+51	2.94461e+51	9.40666e+51	3.84700e+52	3.47986e+52
1.58489e+02	2.08998e+40	3.01556e+36	1.88431e+40	2.81430e+36	2.38602e+51	6.50468e+51	2.14525e+51	7.27888e+51	2.90350e+52	2.60260e+52
2.51189e+02	1.52677e+40	8.91439e+35	1.38372e+40	8.36057e+35	1.65406e+51	4.65152e+51	1.47100e+51	5.18149e+51	2.01283e+52	1.81893e+52
3.98107e+02	1.03937e+40	2.46165e+35	9.33486e+39	2.33107e+35	1.09083e+51	3.13048e+51	9.79055e+50	3.50169e+51	1.35457e+52	1.22232e+52
6.30957e+02	6.88674e+39	6.58177e+34	6.24176e+39	6.17176e+34	7.05397e+50	2.10872e+51	6.34344e+50	2.30132e+51	8.90919e+51	8.01697e+51
1.00000e+03	4.48412e+39	1.71091e+34	4.07290e+39	1.60116e+34	4.63169e+50	1.34172e+51	4.11568e+50	1.49912e+51	5.81357e+51	5.15347e+51
1.58489e+03	2.90735e+39	4.47706e+33	2.61085e+39	4.15365e+33	3.01610e+50	8.69060e+50	2.64935e+50	9.65821e+50	3.78874e+51	3.30769e+51
2.51189e+03	1.97930e+39	1.13400e+33	1.72300e+39	1.08936e+33	2.08844e+50	5.95145e+50	1.76973e+50	6.57927e+50	2.52270e+51	2.29420e+51
3.98107e+03	1.50391e+39	3.06712e+32	1.26972e+39	2.81559e+32	1.59571e+50	4.38201e+50	1.34588e+50	5.14549e+50	2.05947e+51	1.65900e+51
6.30957e+03	1.34836e+39	9.52102e+31	1.12225e+39	8.77308e+31	1.50122e+50	3.87570e+50	1.25606e+50	4.64981e+50	1.82563e+51	1.51611e+51
1.00000e+04	1.10681e+39	3.01117e+31	9.35253e+38	2.77680e+31	1.26084e+50	3.19449e+50	1.06715e+50	3.81811e+50	1.51009e+51	1.28866e+51
1.58489e+04	7.39868e+38	7.93168e+30	6.35582e+38	7.31552e+30	8.73343e+49	2.19495e+50	7.36761e+49	2.61199e+50	1.03656e+51	8.85179e+50
2.51189e+04	4.71118e+38	2.05072e+30	4.03238e+38	1.85451e+30	5.46376e+49	1.39201e+50	4.57647e+49	1.67520e+50	6.56537e+50	5.56394e+50
3.98107e+04	2.99735e+38	5.07793e+29	2.55082e+38	4.55778e+29	3.48692e+49	8.78032e+49	2.95056e+49	1.03255e+50	4.16275e+50	3.52578e+50
