mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10
1.00000e-02	3.06348e+32	2.11005e+29	8.11483e+25	8.51955e+22	3.09958e+44	2.72777e+44	2.72868e+44	3.77360e+44	2.59318e+45	2.19545e+45
1.58489e-02	8.00074e+32	5.58016e+29	5.27309e+26	5.67256e+23	7.97658e+44	7.12001e+44	7.05444e+44	9.75529e+44	6.81977e+45	5.69626e+45
2.51189e-02	2.09288e+33	1.42496e+30	3.59678e+27	3.56558e+24	2.06571e+45	1.82287e+45	1.82783e+45	2.54322e+45	1.75605e+46	1.45324e+46
3.98107e-02	5.47732e+33	3.76196e+30	2.32298e+28	2.36377e+25	5.48969e+45	4.85470e+45	4.86422e+45	6.80901e+45	4.63912e+46	3.88393e+46
6.30957e-02	1.45396e+34	1.01026e+31	1.56909e+29	1.58304e+26	1.47676e+46	1.27583e+46	1.32950e+46	1.79070e+46	1.23955e+47	1.03420e+47
1.00000e-01	3.85079e+34	2.68419e+31	1.02058e+30	1.07693e+27	3.87862e+46	3.48103e+46	3.49771e+46	4.80339e+46	3.29228e+47	2.78351e+47
1.58489e-01	1.02458e+35	7.03999e+31	6.81188e+30	7.13321e+27	1.04285e+47	9.34343e+46	9.20171e+46	1.28024e+47	8.90405e+47	7.40935e+47
2.51189e-01	2.65092e+35	1.85267e+32	4.48456e+31	4.73016e+28	2.73158e+47	2.40775e+47	2.41569e+47	3.68994e+47	2.28668e+48	1.92623e+48
3.98107e-01	6.88442e+35	4.84530e+32	2.89404e+32	3.04735e+29	6.97929e+47	6.21549e+47	6.26021e+47	8.53878e+47	5.91322e+48	4.97221e+48
6.30957e-01	1.72691e+36	1.23863e+33	1.91826e+33	1.87815e+30	1.80986e+48	1.57642e+48	1.57091e+48	2.15972e+48	1.51928e+49	1.25409e+49
1.00000e+00	4.12841e+36	2.98127e+33	1.12996e+34	1.17464e+31	4.33953e+48	3.85160e+48	3.84979e+48	5.28241e+48	3.63010e+49	3.07994e+49
1.58489e+00	1.02443e+37	7.12466e+33	6.87599e+34	7.02957e+31	1.04924e+49	9.32797e+48	9.31123e+48	1.27968e+49	8.80644e+49	7.50277e+49
2.51189e+00	2.47700e+37	1.74100e+34	4.11707e+35	4.11961e+32	2.46395e+49	2.19922e+49	2.19511e+49	3.05142e+49	2.08990e+50	1.76026e+50
3.98107e+00	5.98363e+37	4.14676e+34	2.51703e+36	2.47714e+33	5.96220e+49	5.10985e+49	5.05892e+49	7.09040e+49	4.86269e+50	4.07651e+50
6.30957e+00	1.48478e+38	1.07321e+35	1.41123e+37	1.44023e+34	1.35100e+50	1.21497e+50	1.18649e+50	1.67755e+50	1.13275e+51	9.61499e+50
1.00000e+01	3.97934e+38	3.03628e+35	8.32481e+37	8.35809e+34	3.10677e+50	2.90764e+50	2.74673e+50	4.08830e+50	2.66517e+51	2.19906e+51
1.58489e+01	1.19142e+39	1.04755e+36	4.68556e+38	4.84600e+35	6.83543e+50	7.07197e+50	6.00682e+50	9.68843e+50	6.00980e+51	5.02427e+51
2.51189e+01	3.75540e+39	3.33408e+36	2.27465e+39	2.33002e+36	1.36684e+51	1.71765e+51	1.18773e+51	2.38698e+51	1.26240e+52	1.05170e+52
3.98107e+01	1.02282e+40	8.71160e+36	7.82456e+39	7.37074e+36	2.07424e+51	3.66724e+51	1.80403e+51	4.47022e+51	2.16331e+52	1.80707e+52
6.30957e+01	1.50920e+40	7.23554e+36	1.24247e+40	6.44638e+36	2.13295e+51	4.70760e+51	1.80336e+51	5.63699e+51	2.39980e+52	2.02773e+52
1.00000e+02	1.41049e+40	3.01860e+36	1.17814e+40	2.69292e+36	1.66238e+51	4.19276e+51	1.44656e+51	4.97073e+51	2.01717e+52	1.69787e+52
1.58489e+02	1.08129e+40	9.59111e+35	9.25177e+39	8.71849e+35	1.21140e+51	3.36815e+51	1.02122e+51	3.97047e+51	1.50646e+52	1.25285e+52
2.51189e+02	7.78808e+39	2.78487e+35	6.55574e+39	2.51785e+35	8.37909e+50	2.23371e+51	7.04800e+50	2.62573e+51	1.02867e+52	8.66878e+51
3.98107e+02	5.21752e+39	7.68199e+34	4.46274e+39	6.99193e+34	5.49150e+50	1.49667e+51	4.57910e+50	1.76215e+51	6.87092e+51	5.84167e+51
6.30957e+02	3.42139e+39	2.02791e+34	2.91625e+39	1.81385e+34	3.53975e+50	9.92730e+50	3.01110e+50	1.15902e+51	4.49624e+51	3.75580e+51
1.00000e+03	2.38718e+39	5.22071e+33	1.90900e+39	4.68807e+33	2.43156e+50	6.33636e+50	1.96649e+50	7.65131e+50	2.92862e+51	2.44893e+51
1.58489e+03	1.56547e+39	1.34141e+33	1.25074e+39	1.23367e+33	1.56830e+50	4.18639e+50	1.29903e+50	5.09518e+50	2.01497e+51	1.61104e+51
2.51189e+03	1.12312e+39	3.62496e+32	8.93413e+38	3.22983e+32	1.17101e+50	2.96508e+50	9.28518e+49	3.77380e+50	1.44141e+51	1.14333e+51
3.98107e+03	9.89461e+38	1.05340e+32	7.50922e+38	9.30737e+31	1.08268e+50	2.56760e+50	8.19399e+49	3.38882e+50	1.33063e+51	9.98013e+50
6.30957e+03	9.07148e+38	3.70056e+31	6.93631e+38	3.22271e+31	1.02952e+50	2.41855e+50	7.87111e+49	3.13387e+50	1.25653e+51	9.66689e+50
1.00000e+04	6.52410e+38	1.07053e+31	5.11748e+38	9.39224e+30	7.66847e+49	1.77770e+50	5.89817e+49	2.28587e+50	9.09044e+50	7.03211e+50
1.58489e+04	4.18508e+38	2.75374e+30	3.29370e+38	2.45510e+30	4.89670e+49	1.15432e+50	3.80243e+49	1.48027e+50	5.93196e+50	4.60350e+50
2.51189e+04	2.65749e+38	7.04710e+29	2.11678e+38	6.12769e+29	3.10157e+49	7.22131e+49	2.41732e+49	9.24838e+49	3.73056e+50	2.89139e+50
3.98107e+04	1.69652e+38	1.70041e+29	1.30128e+38	1.47303e+29	1.94530e+49	4.64926e+49	1.52822e+49	5.87389e+49	2.34978e+50	1.80602e+50
6.30957e+04	1.09396e+38	4.69961e+28	8.62455e+37	4.14082e+28	1.27897e+49	3.01070e+49	1.00111e+49	3.77761e+49	1.52525e+50	1.19208e+50
9.50935e+04	7.19139e+37	1.28195e+28	5.60035e+37	1.12023e+28	8.29807e+48	1.94335e+49	6.45441e+48	2.49644e+49	9.97172e+49	7.75934e+49
1.50713e+05	4.53753e+37	3.22022e+27	3.53365e+37	2.81400e+27	5.23574e+48	1.22619e+49	4.07248e+48	1.57517e+49	6.29177e+49	4.89587e+49
2.38864e+05	2.86299e+37	8.08900e+26	2.22961e+37	7.06860e+26	3.30350e+48	7.73680e+48	2.56957e+48	9.93859e+48	3.96979e+49	3.08910e+49
3.78574e+05	1.80636e+37	2.03189e+26	1.40679e+37	1.77558e+26	2.08425e+48	4.88160e+48	1.62128e+48	6.27057e+48	2.50462e+49	1.94909e+49
5.99999e+05	1.13956e+37	5.10389e+25	8.87601e+36	4.46008e+25	1.31476e+48	3.07996e+48	1.02284e+48	3.95575e+48	1.57993e+49	1.22972e+49
9.50935e+05	7.18560e+36	1.28199e+25	5.59924e+36	1.12030e+25	8.28706e+47	1.94277e+48	6.44953e+47	2.49412e+48	9.95981e+48	7.75602e+48
1.50713e+06	4.52356e+36	3.21934e+24	3.52921e+36	2.81360e+24	5.21013e+47	1.22419e+48	4.05840e+47	1.56967e+48	6.26581e+48	4.88529e+48
2.38864e+06	2.83357e+36	8.07378e+23	2.21701e+36	7.05891e+23	3.24690e+47	7.68297e+47	2.53508e+47	9.82246e+47	3.91512e+48	3.06091e+48
3.78574e+06	1.74910e+36	2.01063e+23	1.37575e+36	1.75974e+23	1.97676e+47	4.75192e+47	1.54585e+47	6.04485e+47	2.39887e+48	1.88355e+48
5.99999e+06	1.04104e+36	4.87755e+22	8.24969e+35	4.27760e+22	1.14383e+47	2.83421e+47	8.99033e+46	3.57705e+47	1.40848e+48	1.11366e+48
9.50935e+06	5.81431e+35	1.11730e+22	4.64467e+35	9.82480e+21	6.15942e+46	1.57724e+47	4.81616e+46	1.98198e+47	7.68626e+47	6.11239e+47
1.50713e+07	3.00412e+35	2.36496e+21	2.41650e+35	2.08497e+21	3.07437e+46	8.17650e+46	2.43185e+46	1.01673e+47	3.91883e+47	3.11950e+47
2.38864e+07	1.44203e+35	4.62482e+20	1.16605e+35	4.08571e+20	1.41979e+46	3.90079e+46	1.11866e+46	4.79003e+46	1.82294e+47	1.47577e+47
3.78574e+07	6.52492e+34	8.47159e+19	5.29548e+34	7.49523e+19	6.19309e+45	1.74961e+46	4.98093e+45	2.15815e+46	8.16897e+46	6.72366e+46
5.99999e+07	2.82798e+34	1.47859e+19	2.30075e+34	1.30951e+19	2.75983e+45	7.11575e+45	1.77221e+45	9.47720e+45	3.40902e+46	2.74064e+46
9.50935e+07	1.18989e+34	2.49562e+18	9.69601e+33	2.21172e+18	1.20536e+45	3.54983e+45	1.05605e+45	4.34910e+45	1.33357e+46	1.41674e+46
