mDM_(MeV)	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10
1.00000e-02	3.10888e+32	7.06764e+29	2.74364e+26	9.34523e+23	2.56699e+45	2.51116e+45	2.54180e+45	2.60333e+45	2.08222e+46	2.00896e+46
1.58489e-02	8.35879e+32	1.88591e+30	1.83623e+27	6.26059e+24	6.85059e+45	6.71098e+45	6.71142e+45	7.00894e+45	5.54952e+46	5.36887e+46
2.51189e-02	2.20933e+33	5.14623e+30	1.26127e+28	4.24219e+25	1.85951e+46	1.83179e+46	1.81817e+46	1.91159e+46	1.48518e+47	1.46546e+47
3.98107e-02	5.95261e+33	1.35801e+31	8.49666e+28	2.92037e+26	4.97525e+46	4.90731e+46	4.90542e+46	5.10717e+46	4.02327e+47	3.92591e+47
6.30957e-02	1.64081e+34	3.69989e+31	5.67236e+29	1.92413e+27	1.33603e+47	1.31325e+47	1.32552e+47	1.38600e+47	1.09134e+48	1.05062e+48
1.00000e-01	4.32297e+34	9.70448e+31	3.80626e+30	1.30491e+28	3.61398e+47	3.58198e+47	3.51715e+47	3.68739e+47	2.89239e+48	2.82654e+48
1.58489e-01	1.14617e+35	2.62068e+32	2.60878e+31	8.84916e+28	9.37774e+47	9.44144e+47	9.44199e+47	9.61359e+47	7.58491e+48	7.55324e+48
2.51189e-01	2.94589e+35	6.78307e+32	1.64472e+32	5.57751e+29	2.46220e+48	2.43663e+48	2.41781e+48	2.49671e+48	1.97474e+49	1.94931e+49
3.98107e-01	7.67557e+35	1.75238e+33	1.04376e+33	3.52780e+30	6.23953e+48	6.10967e+48	6.16728e+48	6.44640e+48	5.00215e+49	4.88767e+49
6.30957e-01	1.92844e+36	4.41816e+33	6.69736e+33	2.38719e+31	1.57024e+49	1.55136e+49	1.55130e+49	1.61348e+49	1.26575e+50	1.23793e+50
1.00000e+00	4.75249e+36	1.12745e+34	4.16717e+34	1.41956e+32	3.87461e+49	3.81036e+49	3.82826e+49	3.96277e+49	3.11512e+50	3.06265e+50
1.58489e+00	1.16693e+37	2.71962e+34	2.50550e+35	8.72826e+32	9.26300e+49	9.45414e+49	9.35789e+49	9.55198e+49	7.69724e+50	7.46622e+50
2.51189e+00	2.88508e+37	6.80566e+34	1.50797e+36	5.23161e+33	2.23612e+50	2.21941e+50	2.23188e+50	2.34275e+50	1.81372e+51	1.79619e+51
3.98107e+00	7.24855e+37	1.73457e+35	8.82939e+36	3.08581e+34	5.35932e+50	5.28326e+50	5.27760e+50	5.50930e+50	4.31657e+51	4.18667e+51
6.30957e+00	1.98520e+38	5.21521e+35	5.18192e+37	1.81396e+35	1.22733e+51	1.22794e+51	1.20604e+51	1.27595e+51	9.86843e+51	9.72061e+51
1.00000e+01	6.49550e+38	1.77864e+36	3.05099e+38	1.03824e+36	2.77653e+51	2.87593e+51	2.82815e+51	3.01109e+51	2.30911e+52	2.27619e+52
1.58489e+01	2.45547e+39	7.60566e+36	1.67512e+39	5.81327e+36	6.44263e+51	6.69871e+51	6.24384e+51	7.00885e+51	5.19039e+52	5.10337e+52
2.51189e+01	1.07265e+40	3.64801e+37	9.12840e+39	3.23979e+37	1.40668e+52	1.59702e+52	1.36581e+52	1.62090e+52	1.16322e+53	1.14694e+53
3.98107e+01	4.69526e+40	1.61571e+38	4.46538e+40	1.56534e+38	2.73311e+52	3.74860e+52	2.72346e+52	3.86211e+52	2.43902e+53	2.39362e+53
6.30957e+01	1.65141e+41	5.64604e+38	1.61405e+41	5.52401e+38	4.37968e+52	8.04742e+52	4.34509e+52	8.27065e+52	4.34833e+53	4.22655e+53
